BASLIK,MARKA,TEMEL OZELLIKLER - Seri,MODEL,TEMEL OZELLIKLER - Donanim Paketi,TEMEL OZELLIKLER - Arac Turu,TEMEL OZELLIKLER - Govde Tipi,TEMEL OZELLIKLER - Segment,TEMEL OZELLIKLER - Model Yili,TEMEL OZELLIKLER - Ait Oldugu Ulke,TEMEL OZELLIKLER - Motor Tipi,TEMEL OZELLIKLER - Motorlu Tasit Vergisi,TEMEL OZELLIKLER - Yakit Tipi,MOTOR (Icten Yanmali) - Besleme Tipi,MOTOR (Icten Yanmali) - Silindir Adedi,MOTOR (Icten Yanmali) - Silindir Hacmi,MOTOR (Icten Yanmali) - Yakit Puskurtme,PERFORMANS - Azami Hiz,PERFORMANS - Azami Tork (Toplam),PERFORMANS - Beygir Gucu (Toplam),PERFORMANS - 0 - 100 Km Hizlanma,AGIRLIK & OLCULER - Agirlik,AGIRLIK & OLCULER - Genislik,AGIRLIK & OLCULER - Uzunluk,AGIRLIK & OLCULER - Yukseklik,BAGAJ OZELLIKLERI - Bagaj Hacmi (2 Koltuk),BAGAJ OZELLIKLERI - Bagaj Hacmi (5 Koltuk),DIS GOVDE - Kapi Sayisi,FRENLER & SUSPANSIYON - Park Freni Tipi,GOSTERGELER & SENSORLER - Far Sensoru,GOSTERGELER & SENSORLER - Lastik Basinc Sensoru,GOSTERGELER & SENSORLER - Park Sensoru & Yardimi,GOSTERGELER & SENSORLER - Yagmur Sensoru,ISITMA & SOGUTMA - Klima,KOLTUKLAR & IC DOSEME - Koltuk Dosemesi Tipi,KOLTUKLAR & IC DOSEME - Koltuk Sayisi,KOLTUKLAR & IC DOSEME - On Yolcu Koltugu Ayarlari,KOLTUKLAR & IC DOSEME - Surucu Koltugu Ayarlari,LAMBALAR & AYDINLATMA - Far Tipi,LAMBALAR & AYDINLATMA - Sis Farlari,LASTIK & JANT - Jant Capi,LASTIK & JANT - Jant Tipi,LASTIK & JANT - Kesit Orani,LASTIK & JANT - Lastik Ebatlari,LASTIK & JANT - Taban Genisligi,MOTOR (Elektrikli) - Azami Tork,MOTOR (Elektrikli) - Batarya Garantisi,MOTOR (Elektrikli) - Batarya Kapasitesi,MOTOR (Elektrikli) - Batarya Tipi,MOTOR (Elektrikli) - Menzil (WLTP - Birlesik),MOTOR (Elektrikli) - Menzil (WLTP - Sehir Ici),MOTOR (Elektrikli) - Motor Gucu,MOTOR (Elektrikli) - Ortalama Tuketim (Elk.),MOTOR (Elektrikli) - Sarj Suresi,SANZIMAN & CEKIS SISTEMI - Cekis,SANZIMAN & CEKIS SISTEMI - Cekis Kontrol Sistemi,SANZIMAN & CEKIS SISTEMI - Sanziman Kademesi,SANZIMAN & CEKIS SISTEMI - Sanziman Ozellikleri,SANZIMAN & CEKIS SISTEMI - Sanziman Turu,SURUS DESTEK SISTEMLERI - Denge Kontrol Sistemi,SURUS DESTEK SISTEMLERI - Diferansiyel Kilidi,SURUS DESTEK SISTEMLERI - Dur & Kalk (Stop & Start),SURUS DESTEK SISTEMLERI - Hiz Sabitleme & Sinirlama,SURUS DESTEK SISTEMLERI - Serit Takip Sistemi,SURUS DESTEK SISTEMLERI - Yokus Kalkis Destegi,YAKIT TUKETIMI & EMISYON - Cevre Standardi (Emisyon),YAKIT TUKETIMI & EMISYON - Ortalama Emisyon,YAKIT TUKETIMI & EMISYON - Ortalama Y.Tuketimi (100 km),YAKIT TUKETIMI & EMISYON - Ortalama Y.Tuketimi (100 km/WLTP),YAKIT TUKETIMI & EMISYON - Sehir Disi Tuketim (100 km),YAKIT TUKETIMI & EMISYON - Sehir Ici Tuketim (100 km),YAKIT TUKETIMI & EMISYON - Yakit Kapasitesi,YOLCU EMNIYETI - Anahtarsiz Sistem,YOLCU EMNIYETI - Hava Yastigi Adedi,YOLCU EMNIYETI - NCAP/ANCAP Puani
2018 Volkswagen Passat 2.0 TDI 190 PS DSG Highline,Volkswagen,Passat,Passat,Highline,Binek,Sedan,D,2018,Almanya,Icten Yanmali (Standart),11674,Dizel,Turbo,4,1968 cc,Common Rail Direkt Enjeksiyon,235 km/s,400 nm,190 BG,7.7 saniye,1549 kg,1832 mm,4767 mm,1456 mm,,586 lt,4.0,Elektronik Park Freni,Var,Var,Var,Var,Otomatik Klima,Deri,5.0,Elektrikli,Elektrikli,LED,Var,18 inc,Alasimli,45 %,235/45 R18,235 mm,,,,,,,,,,Onden Cekisli,Var,6 ileri,DSG (Yari Otm.),Otomatik,Var,Var,Var,Var,,Var,,119 g/km,4.6 lt,,4.1 lt,5.4 lt,66 lt,Var,6 adet,5 yildiz
2019 Volkswagen Passat 1.5 TSI ACT 150 PS Comfortline,Volkswagen,Passat,Passat,Comfortline,Binek,Sedan,D,2019,Almanya,Icten Yanmali (Standart),6314,Benzin,Turbo,4,1498 cc,Direkt Enjeksiyon,215 km/s,250 nm,150 BG,8.4 saniye,1305 kg,1832 mm,4767 mm,1456 mm,,586 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,6 ileri,,Manuel,,,,,,,,117 g/km,5.1 lt,,4.4 lt,6.5 lt,66 lt,,,5 yildiz
2019 Volkswagen Passat 1.5 TSI ACT 150 PS DSG Comfortline,Volkswagen,Passat,Passat,Comfortline,Binek,Sedan,D,2019,Almanya,Icten Yanmali (Standart),6314,Benzin,Turbo,4,1498 cc,Direkt Enjeksiyon,215 km/s,250 nm,150 BG,8.4 saniye,1320 kg,1832 mm,4767 mm,1456 mm,,586 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,7 ileri,DSG (Yari Otm.),Otomatik,,,,,,,,121 g/km,5.3 lt,,4.5 lt,6.7 lt,66 lt,,,5 yildiz
2019 Volkswagen Passat 1.5 TSI ACT 150 PS DSG Highline,Volkswagen,Passat,Passat,Highline,Binek,Sedan,D,2019,Almanya,Icten Yanmali (Standart),6314,Benzin,Turbo,4,1498 cc,Direkt Enjeksiyon,215 km/s,250 nm,150 BG,8.4 saniye,1320 kg,1832 mm,4767 mm,1456 mm,,586 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,7 ileri,DSG (Yari Otm.),Otomatik,,,,,,,,121 g/km,5.3 lt,,4.5 lt,6.7 lt,66 lt,,,5 yildiz
2019 Volkswagen Passat 1.5 TSI ACT 150 PS DSG Trendline,Volkswagen,Passat,Passat,Trendline,Binek,Sedan,D,2019,Almanya,Icten Yanmali (Standart),6314,Benzin,Turbo,4,1498 cc,Direkt Enjeksiyon,215 km/s,250 nm,150 BG,8.4 saniye,1320 kg,1832 mm,4767 mm,1456 mm,,586 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,7 ileri,DSG (Yari Otm.),Otomatik,,,,,,,,121 g/km,5.3 lt,,4.5 lt,6.7 lt,66 lt,,,5 yildiz
2019 Volkswagen Passat 1.5 TSI ACT 150 PS Trendline,Volkswagen,Passat,Passat,Trendline,Binek,Sedan,D,2019,Almanya,Icten Yanmali (Standart),6314,Benzin,Turbo,4,1498 cc,Direkt Enjeksiyon,215 km/s,250 nm,150 BG,8.4 saniye,1305 kg,1832 mm,4767 mm,1456 mm,,586 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,6 ileri,,Manuel,,,,,,,,117 g/km,5.1 lt,,4.4 lt,6.5 lt,66 lt,,,5 yildiz
2019 Volkswagen Passat 1.6 TDI 120 PS DSG Comfortline,Volkswagen,Passat,Passat,Comfortline,Binek,Sedan,D,2019,Almanya,Icten Yanmali (Standart),6314,Dizel,Turbo,4,1598 cc,Common Rail Direkt Enjeksiyon,206 km/s,250 nm,120 BG,10.8 saniye,1459 kg,1832 mm,4767 mm,1456 mm,,586 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,7 ileri,DSG (Yari Otm.),Otomatik,,,,,,,,107 g/km,4.2 lt,,4.0 lt,4.7 lt,66 lt,,,5 yildiz
2019 Volkswagen Passat 1.6 TDI 120 PS DSG Highline,Volkswagen,Passat,Passat,Highline,Binek,Sedan,D,2019,Almanya,Icten Yanmali (Standart),6314,Dizel,Turbo,4,1598 cc,Common Rail Direkt Enjeksiyon,206 km/s,250 nm,120 BG,10.8 saniye,1459 kg,1832 mm,4767 mm,1456 mm,,586 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,7 ileri,DSG (Yari Otm.),Otomatik,,,,,,,,107 g/km,4.2 lt,,4.0 lt,4.7 lt,66 lt,,,5 yildiz
2019 Volkswagen Passat 1.6 TDI 120 PS DSG Impression,Volkswagen,Passat,Passat,Impression,Binek,Sedan,D,2019,Almanya,Icten Yanmali (Standart),6314,Dizel,Turbo,4,1598 cc,Common Rail Direkt Enjeksiyon,206 km/s,250 nm,120 BG,10.8 saniye,1459 kg,1832 mm,4767 mm,1456 mm,,586 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,7 ileri,DSG (Yari Otm.),Otomatik,,,,,,,,107 g/km,4.2 lt,,4.0 lt,4.7 lt,66 lt,,,5 yildiz
2019 Volkswagen Passat 1.6 TDI 120 PS DSG Trendline,Volkswagen,Passat,Passat,Trendline,Binek,Sedan,D,2019,Almanya,Icten Yanmali (Standart),6314,Dizel,Turbo,4,1598 cc,Common Rail Direkt Enjeksiyon,206 km/s,250 nm,120 BG,10.8 saniye,1459 kg,1832 mm,4767 mm,1456 mm,,586 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,7 ileri,DSG (Yari Otm.),Otomatik,,,,,,,,107 g/km,4.2 lt,,4.0 lt,4.7 lt,66 lt,,,5 yildiz
2019 Volkswagen Passat 2.0 TDI 150 PS DSG Comfortline,Volkswagen,Passat,Passat,Comfortline,Binek,Sedan,D,2019,Almanya,Icten Yanmali (Standart),19862,Dizel,Turbo,4,1968 cc,Common Rail Direkt Enjeksiyon,218 km/s,340 nm,150 BG,8.7 saniye,1501 kg,1832 mm,4767 mm,1456 mm,,586 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,7 ileri,DSG (Yari Otm.),Otomatik,,,,,,,,121 g/km,4.6 lt,,4.2 lt,5.4 lt,66 lt,,,5 yildiz
2019 Volkswagen Passat 2.0 TDI 150 PS DSG Highline,Volkswagen,Passat,Passat,Highline,Binek,Sedan,D,2019,Almanya,Icten Yanmali (Standart),19862,Dizel,Turbo,4,1968 cc,Common Rail Direkt Enjeksiyon,218 km/s,340 nm,150 BG,8.7 saniye,1501 kg,1832 mm,4767 mm,1456 mm,,586 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,7 ileri,DSG (Yari Otm.),Otomatik,,,,,,,,121 g/km,4.6 lt,,4.2 lt,5.4 lt,66 lt,,,5 yildiz
2019 Volkswagen Passat 2.0 TDI 190 PS DSG Highline,Volkswagen,Passat,Passat,Highline,Binek,Sedan,D,2019,Almanya,Icten Yanmali (Standart),19862,Dizel,Turbo,4,1968 cc,Common Rail Direkt Enjeksiyon,235 km/s,400 nm,190 BG,7.7 saniye,1549 kg,1832 mm,4767 mm,1456 mm,,586 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,7 ileri,DSG (Yari Otm.),Otomatik,,,,,,,,119 g/km,4.6 lt,,4.1 lt,5.4 lt,66 lt,,,5 yildiz
2019 Volkswagen Passat 2.0 TDI 240 PS DSG 4M Highline (4x4),Volkswagen,Passat,Passat,Highline,Binek,Sedan,D,2019,Almanya,Icten Yanmali (Standart),19862,Dizel,Turbo,4,1968 cc,Common Rail Direkt Enjeksiyon,240 km/s,500 nm,240 BG,6.1 saniye,1721 kg,1832 mm,4767 mm,1456 mm,,586 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,7 ileri,DSG (Yari Otm.),Otomatik,,,,,,,,150 g/km,5.7 lt,,5.0 lt,6.8 lt,66 lt,,,5 yildiz
2019 Volkswagen Passat 1.5 TSI ACT 150 PS DSG Business,Volkswagen,Passat,Passat,Business,Binek,Sedan,D,2019,Almanya,Icten Yanmali (Standart),6314,Benzin,Turbo,4,1498 cc,Direkt Enjeksiyon,220 km/s,250 nm,150 BG,8.7 saniye,1435 kg,1832 mm,4775 mm,1442 mm,,586 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,7 ileri,DSG (Yari Otm.),Otomatik,,,,,,,,117 g/km,5.1 lt,,4.3 lt,6.6 lt,59 lt,,,5 yildiz
2019 Volkswagen Passat 1.5 TSI ACT 150 PS DSG Impression,Volkswagen,Passat,Passat,Impression,Binek,Sedan,D,2019,Almanya,Icten Yanmali (Standart),6314,Benzin,Turbo,4,1498 cc,Direkt Enjeksiyon,220 km/s,250 nm,150 BG,8.7 saniye,1435 kg,1832 mm,4775 mm,1442 mm,,586 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,7 ileri,DSG (Yari Otm.),Otomatik,,,,,,,,117 g/km,5.1 lt,,4.3 lt,6.6 lt,59 lt,,,5 yildiz
2019 Volkswagen Passat 1.5 TSI ACT 150 PS DSG Elegance,Volkswagen,Passat,Passat,Elegance,Binek,Sedan,D,2019,Almanya,Icten Yanmali (Standart),6314,Benzin,Turbo,4,1498 cc,Direkt Enjeksiyon,220 km/s,250 nm,150 BG,8.7 saniye,1435 kg,1832 mm,4775 mm,1442 mm,,586 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,7 ileri,DSG (Yari Otm.),Otomatik,,,,,,,,117 g/km,5.1 lt,,4.3 lt,6.6 lt,59 lt,,,5 yildiz
2019 Volkswagen Passat 1.5 TSI ACT 150 PS DSG Passat,Volkswagen,Passat,Passat,Passat,Binek,Sedan,D,2019,Almanya,Icten Yanmali (Standart),6314,Benzin,Turbo,4,1498 cc,Direkt Enjeksiyon,220 km/s,250 nm,150 BG,8.7 saniye,1435 kg,1832 mm,4775 mm,1442 mm,,586 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,7 ileri,DSG (Yari Otm.),Otomatik,,,,,,,,117 g/km,5.1 lt,,4.3 lt,6.6 lt,59 lt,,,5 yildiz
2019 Volkswagen Passat 1.6 TDI 120 PS DSG Business,Volkswagen,Passat,Passat,Business,Binek,Sedan,D,2019,Almanya,Icten Yanmali (Standart),6314,Dizel,Turbo,4,1598 cc,Common Rail Direkt Enjeksiyon,205 km/s,250 nm,120 BG,10.8 saniye,1500 kg,1832 mm,4775 mm,1442 mm,,586 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,7 ileri,DSG (Yari Otm.),Otomatik,,,,,,,,109 g/km,4.2 lt,,3.9 lt,4.6 lt,59 lt,,,5 yildiz
2019 Volkswagen Passat 1.6 TDI 120 PS DSG Elegance,Volkswagen,Passat,Passat,Elegance,Binek,Sedan,D,2019,Almanya,Icten Yanmali (Standart),6314,Dizel,Turbo,4,1598 cc,Common Rail Direkt Enjeksiyon,205 km/s,250 nm,120 BG,10.8 saniye,1500 kg,1832 mm,4775 mm,1442 mm,,586 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,7 ileri,DSG (Yari Otm.),Otomatik,,,,,,,,109 g/km,4.2 lt,,3.9 lt,4.6 lt,59 lt,,,5 yildiz
2019 Volkswagen Passat 1.6 TDI 120 PS DSG Passat,Volkswagen,Passat,Passat,Passat,Binek,Sedan,D,2019,Almanya,Icten Yanmali (Standart),6314,Dizel,Turbo,4,1598 cc,Common Rail Direkt Enjeksiyon,205 km/s,250 nm,120 BG,10.8 saniye,1500 kg,1832 mm,4775 mm,1442 mm,,586 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,7 ileri,DSG (Yari Otm.),Otomatik,,,,,,,,109 g/km,4.2 lt,,3.9 lt,4.6 lt,59 lt,,,5 yildiz
2019 Volkswagen Passat 2.0 TDI 150 PS DSG Business,Volkswagen,Passat,Passat,Business,Binek,Sedan,D,2019,Almanya,Icten Yanmali (Standart),19862,Dizel,Turbo,4,1968 cc,Common Rail Direkt Enjeksiyon,220 km/s,340 nm,150 BG,8.7 saniye,1550 kg,1832 mm,4775 mm,1442 mm,,586 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,7 ileri,DSG (Yari Otm.),Otomatik,,,,,,,,109 g/km,4.1 lt,,3.9 lt,4.6 lt,59 lt,,,5 yildiz
2019 Volkswagen Passat 2.0 TDI 150 PS DSG Elegance,Volkswagen,Passat,Passat,Elegance,Binek,Sedan,D,2019,Almanya,Icten Yanmali (Standart),19862,Dizel,Turbo,4,1968 cc,Common Rail Direkt Enjeksiyon,220 km/s,340 nm,150 BG,8.7 saniye,1550 kg,1832 mm,4775 mm,1442 mm,,586 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,7 ileri,DSG (Yari Otm.),Otomatik,,,,,,,,109 g/km,4.1 lt,,3.9 lt,4.6 lt,59 lt,,,5 yildiz
2019 Volkswagen Passat 2.0 TDI 240 PS 4M DSG Elegance (4x4),Volkswagen,Passat,Passat,Elegance,Binek,Sedan,D,2019,Almanya,Icten Yanmali (Standart),19862,Dizel,Turbo,4,1968 cc,Common Rail Direkt Enjeksiyon,247 km/s,500 nm,240 BG,6.1 saniye,1730 kg,1832 mm,4775 mm,1442 mm,,586 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,4x4 Cekisli,,7 ileri,DSG (Yari Otm.),Otomatik,,,,,,,,150 g/km,5.7 lt,,5.1 lt,6.8 lt,66 lt,,,5 yildiz
2020 Volkswagen Passat 1.5 TSI ACT 150 PS DSG Business,Volkswagen,Passat,Passat,Business,Binek,Sedan,D,2020,Almanya,Icten Yanmali (Standart),6314,Benzin,Turbo,4,1498 cc,Direkt Enjeksiyon,220 km/s,250 nm,150 BG,8.7 saniye,1435 kg,1832 mm,4775 mm,1442 mm,,586 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,7 ileri,DSG (Yari Otm.),Otomatik,,,,,,,,117 g/km,5.1 lt,,4.3 lt,6.6 lt,59 lt,,,5 yildiz
2020 Volkswagen Passat 1.5 TSI ACT 150 PS DSG Impression,Volkswagen,Passat,Passat,Impression,Binek,Sedan,D,2020,Almanya,Icten Yanmali (Standart),6314,Benzin,Turbo,4,1498 cc,Direkt Enjeksiyon,220 km/s,250 nm,150 BG,8.7 saniye,1435 kg,1832 mm,4775 mm,1442 mm,,586 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,7 ileri,DSG (Yari Otm.),Otomatik,,,,,,,,117 g/km,5.1 lt,,4.3 lt,6.6 lt,59 lt,,,5 yildiz
2020 Volkswagen Passat 1.6 TDI 120 PS DSG Business,Volkswagen,Passat,Passat,Business,Binek,Sedan,D,2020,Almanya,Icten Yanmali (Standart),6314,Dizel,Turbo,4,1598 cc,Common Rail Direkt Enjeksiyon,205 km/s,250 nm,120 BG,10.8 saniye,1500 kg,1832 mm,4775 mm,1442 mm,,586 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,7 ileri,DSG (Yari Otm.),Otomatik,,,,,,,,109 g/km,4.2 lt,,3.9 lt,4.6 lt,59 lt,,,5 yildiz
2020 Volkswagen Passat 1.6 TDI 120 PS DSG Elegance,Volkswagen,Passat,Passat,Elegance,Binek,Sedan,D,2020,Almanya,Icten Yanmali (Standart),6314,Dizel,Turbo,4,1598 cc,Common Rail Direkt Enjeksiyon,205 km/s,250 nm,120 BG,10.8 saniye,1500 kg,1832 mm,4775 mm,1442 mm,,586 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,7 ileri,DSG (Yari Otm.),Otomatik,,,,,,,,109 g/km,4.2 lt,,3.9 lt,4.6 lt,59 lt,,,5 yildiz
2020 Volkswagen Passat 1.6 TDI 120 PS DSG Impression,Volkswagen,Passat,Passat,Impression,Binek,Sedan,D,2020,Almanya,Icten Yanmali (Standart),6314,Dizel,Turbo,4,1598 cc,Common Rail Direkt Enjeksiyon,205 km/s,250 nm,120 BG,10.8 saniye,1500 kg,1832 mm,4775 mm,1442 mm,,586 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,7 ileri,DSG (Yari Otm.),Otomatik,,,,,,,,109 g/km,4.2 lt,,3.9 lt,4.6 lt,59 lt,,,5 yildiz
2020 Volkswagen Passat 2.0 TDI 150 PS DSG Business,Volkswagen,Passat,Passat,Business,Binek,Sedan,D,2020,Almanya,Icten Yanmali (Standart),19862,Dizel,Turbo,4,1968 cc,Common Rail Direkt Enjeksiyon,220 km/s,340 nm,150 BG,8.7 saniye,1550 kg,1832 mm,4775 mm,1442 mm,,586 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,7 ileri,DSG (Yari Otm.),Otomatik,,,,,,,,109 g/km,4.1 lt,,3.9 lt,4.6 lt,59 lt,,,5 yildiz
2020 Volkswagen Passat 2.0 TDI 150 PS DSG Elegance,Volkswagen,Passat,Passat,Elegance,Binek,Sedan,D,2020,Almanya,Icten Yanmali (Standart),19862,Dizel,Turbo,4,1968 cc,Common Rail Direkt Enjeksiyon,220 km/s,340 nm,150 BG,8.7 saniye,1550 kg,1832 mm,4775 mm,1442 mm,,586 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,7 ileri,DSG (Yari Otm.),Otomatik,,,,,,,,109 g/km,4.1 lt,,3.9 lt,4.6 lt,59 lt,,,5 yildiz
2020 Volkswagen Passat 2.0 TDI 240 PS 4M DSG Elegance (4x4),Volkswagen,Passat,Passat,Elegance,Binek,Sedan,D,2020,Almanya,Icten Yanmali (Standart),19862,Dizel,Turbo,4,1968 cc,Common Rail Direkt Enjeksiyon,247 km/s,500 nm,240 BG,6.1 saniye,1730 kg,1832 mm,4775 mm,1442 mm,,586 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,4x4 Cekisli,,7 ileri,DSG (Yari Otm.),Otomatik,,,,,,,,150 g/km,5.7 lt,,5.1 lt,6.8 lt,66 lt,,,5 yildiz
2021 Volkswagen Passat 1.5 TSI ACT 150 PS DSG Business,Volkswagen,Passat,Passat,Business,Binek,Sedan,D,2021,Almanya,Icten Yanmali (Standart),6314,Benzin,Turbo,4,1498 cc,Direkt Enjeksiyon,220 km/s,250 nm,150 BG,8.7 saniye,1435 kg,1832 mm,4775 mm,1442 mm,,586 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,7 ileri,DSG (Yari Otm.),Otomatik,,,,,,,,117 g/km,5.1 lt,,4.3 lt,6.6 lt,59 lt,,,5 yildiz
2021 Volkswagen Passat 1.5 TSI ACT 150 PS DSG Elegance,Volkswagen,Passat,Passat,Elegance,Binek,Sedan,D,2021,Almanya,Icten Yanmali (Standart),6314,Benzin,Turbo,4,1498 cc,Direkt Enjeksiyon,220 km/s,250 nm,150 BG,8.7 saniye,1435 kg,1832 mm,4775 mm,1442 mm,,586 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,7 ileri,DSG (Yari Otm.),Otomatik,,,,,,,,117 g/km,5.1 lt,,4.3 lt,6.6 lt,59 lt,,,5 yildiz
2021 Volkswagen Passat 1.5 TSI ACT 150 PS DSG Impression,Volkswagen,Passat,Passat,Impression,Binek,Sedan,D,2021,Almanya,Icten Yanmali (Standart),6314,Benzin,Turbo,4,1498 cc,Direkt Enjeksiyon,220 km/s,250 nm,150 BG,8.7 saniye,1435 kg,1832 mm,4775 mm,1442 mm,,586 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,7 ileri,DSG (Yari Otm.),Otomatik,,,,,,,,117 g/km,5.1 lt,,4.3 lt,6.6 lt,59 lt,,,5 yildiz
2021 Volkswagen Passat 2.0 TDI 150 PS DSG Business,Volkswagen,Passat,Passat,Business,Binek,Sedan,D,2021,Almanya,Icten Yanmali (Standart),19862,Dizel,Turbo,4,1968 cc,Common Rail Direkt Enjeksiyon,220 km/s,340 nm,150 BG,8.7 saniye,1550 kg,1832 mm,4775 mm,1442 mm,,586 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,7 ileri,DSG (Yari Otm.),Otomatik,,,,,,,,109 g/km,4.1 lt,,3.9 lt,4.6 lt,59 lt,,,5 yildiz
2021 Volkswagen Passat 2.0 TDI 150 PS DSG Elegance,Volkswagen,Passat,Passat,Business,Binek,Sedan,D,2021,Almanya,Icten Yanmali (Standart),19862,Dizel,Turbo,4,1968 cc,Common Rail Direkt Enjeksiyon,220 km/s,340 nm,150 BG,8.7 saniye,1550 kg,1832 mm,4775 mm,1442 mm,,586 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,7 ileri,DSG (Yari Otm.),Otomatik,,,,,,,,109 g/km,4.1 lt,,3.9 lt,4.6 lt,59 lt,,,5 yildiz
2022 Volkswagen Passat 1.5 TSI ACT 150 PS DSG Business,Volkswagen,Passat,Passat,Business,Binek,Sedan,D,2022,Almanya,Icten Yanmali (Standart),8421,Benzin,Turbo,4,1498 cc,Direkt Enjeksiyon,220 km/s,250 nm,150 BG,8.7 saniye,1435 kg,1832 mm,4775 mm,1442 mm,,586 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,7 ileri,DSG (Yari Otm.),Otomatik,,,,,,,,117 g/km,5.1 lt,,4.3 lt,6.6 lt,59 lt,,,5 yildiz
2022 Volkswagen Passat 1.5 TSI ACT 150 PS DSG Elegance,Volkswagen,Passat,Passat,Elegance,Binek,Sedan,D,2022,Almanya,Icten Yanmali (Standart),8421,Benzin,Turbo,4,1498 cc,Direkt Enjeksiyon,220 km/s,250 nm,150 BG,8.7 saniye,1435 kg,1832 mm,4775 mm,1442 mm,,586 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,7 ileri,DSG (Yari Otm.),Otomatik,,,,,,,,117 g/km,5.1 lt,,4.3 lt,6.6 lt,59 lt,,,5 yildiz
2022 Volkswagen Passat 1.5 TSI ACT 150 PS DSG Impression,Volkswagen,Passat,Passat,Impression,Binek,Sedan,D,2022,Almanya,Icten Yanmali (Standart),8421,Benzin,Turbo,4,1498 cc,Direkt Enjeksiyon,220 km/s,250 nm,150 BG,8.7 saniye,1435 kg,1832 mm,4775 mm,1442 mm,,586 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,7 ileri,DSG (Yari Otm.),Otomatik,,,,,,,,117 g/km,5.1 lt,,4.3 lt,6.6 lt,59 lt,,,5 yildiz
2022 Volkswagen Passat 2.0 TDI 150 PS DSG Business,Volkswagen,Passat,Passat,Business,Binek,Sedan,D,2022,Almanya,Icten Yanmali (Standart),25792,Dizel,Turbo,4,1968 cc,Common Rail Direkt Enjeksiyon,220 km/s,340 nm,150 BG,8.7 saniye,1550 kg,1832 mm,4775 mm,1442 mm,,586 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,7 ileri,DSG (Yari Otm.),Otomatik,,,,,,,,109 g/km,4.1 lt,,3.9 lt,4.6 lt,59 lt,,,5 yildiz
