MARKA,TEMEL OZELLIKLER - Seri,MODEL,TEMEL OZELLIKLER - Donanim Paketi,TEMEL OZELLIKLER - Arac Turu,TEMEL OZELLIKLER - Govde Tipi,TEMEL OZELLIKLER - Segment,TEMEL OZELLIKLER - Model Yili,TEMEL OZELLIKLER - Ait Oldugu Ulke,TEMEL OZELLIKLER - Motor Tipi,TEMEL OZELLIKLER - Motorlu Tasit Vergisi,TEMEL OZELLIKLER - Yakit Tipi,MOTOR (Icten Yanmali) - Besleme Tipi,MOTOR (Icten Yanmali) - Silindir Adedi,MOTOR (Icten Yanmali) - Silindir Hacmi,MOTOR (Icten Yanmali) - Yakit Puskurtme,PERFORMANS - Azami Hiz,PERFORMANS - Azami Tork (Toplam),PERFORMANS - Beygir Gucu (Toplam),PERFORMANS - 0 - 100 Km Hizlanma,AGIRLIK & OLCULER - Agirlik,AGIRLIK & OLCULER - Genislik,AGIRLIK & OLCULER - Uzunluk,AGIRLIK & OLCULER - Yukseklik,BAGAJ OZELLIKLERI - Bagaj Hacmi (2 Koltuk),BAGAJ OZELLIKLERI - Bagaj Hacmi (5 Koltuk),CAMLAR & AYNALAR - Acilir Tavan,CAMLAR & AYNALAR - Arka Yan Cam Ayarlari,CAMLAR & AYNALAR - Ic Dikiz Aynasi,CAMLAR & AYNALAR - On Yan Cam Ayarlari,CAMLAR & AYNALAR - Panoramik Cam Tavan,CAMLAR & AYNALAR - Yan Dikiz Aynalari,DIREKSIYON OZELLIKLERI - Direksiyon Ozellikleri,DIREKSIYON OZELLIKLERI - Direksiyon Sistemi,DIS GOVDE - Dis Govde Ozellikleri,DIS GOVDE - Kapi Sayisi,FRENLER & SUSPANSIYON - ABS Fren Sistemi,FRENLER & SUSPANSIYON - Arka Suspansiyonlar,FRENLER & SUSPANSIYON - Ayarlanir Suspansiyon,FRENLER & SUSPANSIYON - Fren Destek Sistemleri,FRENLER & SUSPANSIYON - On Suspansiyonlar,FRENLER & SUSPANSIYON - Park Freni Tipi,GOSTERGELER & SENSORLER - Far Sensoru,GOSTERGELER & SENSORLER - Gostergeler & Bildirimler,GOSTERGELER & SENSORLER - Lastik Basinc Sensoru,GOSTERGELER & SENSORLER - Park Sensoru & Yardimi,GOSTERGELER & SENSORLER - Yagmur Sensoru,ISITMA & SOGUTMA - Klima,ISITMA & SOGUTMA - Torpido Ozellikleri,KOLTUKLAR & IC DOSEME - Kol Dayama,KOLTUKLAR & IC DOSEME - Koltuk Dosemesi Tipi,KOLTUKLAR & IC DOSEME - Koltuk Isitma - Sogutma,KOLTUKLAR & IC DOSEME - Koltuk Sayisi,KOLTUKLAR & IC DOSEME - On Yolcu Koltugu Ayarlari,KOLTUKLAR & IC DOSEME - Surucu Koltugu Ayarlari,LAMBALAR & AYDINLATMA - Far Tipi,LAMBALAR & AYDINLATMA - Sis Farlari,LASTIK & JANT - Jant Capi,LASTIK & JANT - Jant Tipi,LASTIK & JANT - Kesit Orani,LASTIK & JANT - Lastik Ebatlari,LASTIK & JANT - Taban Genisligi,Başlık,MOTOR (Elektrikli) - Azami Tork,MOTOR (Elektrikli) - Batarya Garantisi,MOTOR (Elektrikli) - Batarya Kapasitesi,MOTOR (Elektrikli) - Batarya Tipi,MOTOR (Elektrikli) - Menzil,MOTOR (Elektrikli) - Menzil (WLTP - Birlesik),MOTOR (Elektrikli) - Menzil (WLTP - Sehir Ici),MOTOR (Elektrikli) - Motor Gucu,MOTOR (Elektrikli) - Ortalama Tuketim (Elk.),MOTOR (Elektrikli) - Sarj Suresi,MUZIK & EGLENCE - Harici Giris - Cikis,NAVIGASYON & BLUETOOTH - Bluetooth Telefon,NAVIGASYON & BLUETOOTH - Navigasyon,SANZIMAN & CEKIS SISTEMI - Cekis,SANZIMAN & CEKIS SISTEMI - Cekis Kontrol Ozellikleri,SANZIMAN & CEKIS SISTEMI - Cekis Kontrol Sistemi,SANZIMAN & CEKIS SISTEMI - Sanziman Kademesi,SANZIMAN & CEKIS SISTEMI - Sanziman Ozellikleri,SANZIMAN & CEKIS SISTEMI - Sanziman Turu,SURUS DESTEK SISTEMLERI - Denge Kontrol Ozellikleri,SURUS DESTEK SISTEMLERI - Denge Kontrol Sistemi,SURUS DESTEK SISTEMLERI - Diferansiyel Kilidi,SURUS DESTEK SISTEMLERI - Dur & Kalk (Stop & Start),SURUS DESTEK SISTEMLERI - Hiz Sabitleme & Sinirlama,SURUS DESTEK SISTEMLERI - Serit Takip Sistemi,SURUS DESTEK SISTEMLERI - Yokus Kalkis Destegi,SURUS DESTEK SISTEMLERI - Yorgunluk Tespit Sistemi,TEMEL OZELLIKLER - Engelli Bireyler Icin OTV Muafiyeti,YAKIT TUKETIMI & EMISYON - Cevre Standardi (Emisyon),YAKIT TUKETIMI & EMISYON - Ortalama Emisyon,YAKIT TUKETIMI & EMISYON - Ortalama Y.Tuketimi (100 km),YAKIT TUKETIMI & EMISYON - Ortalama Y.Tuketimi (100 km/WLTP),YAKIT TUKETIMI & EMISYON - Sehir Disi Tuketim (100 km),YAKIT TUKETIMI & EMISYON - Sehir Ici Tuketim (100 km),YAKIT TUKETIMI & EMISYON - Yakit Kapasitesi,YOLCU EMNIYETI - Anahtarsiz Sistem,YOLCU EMNIYETI - Carpisma Testi (NCAP/ANCAP),YOLCU EMNIYETI - Hava Yastigi,YOLCU EMNIYETI - Hava Yastigi Adedi,YOLCU EMNIYETI - Hava Yastigi Cesitleri,YOLCU EMNIYETI - NCAP/ANCAP Puani,YOLCU EMNIYETI - NCAP/ANCAP Yili
Seat,Leon,Leon,FR,Binek,Hatchback,C,2015,Ispanya > Almanya,Icten Yanmali (Standart),3661,Benzin,Turbo,4,1395 cc,TSI - Dogrudan Enjeksiyon,203 km/s,200 nm,125 BG,9.1 saniye,1158 kg,1816 mm,4271 mm,1444 mm,,380 lt,Yok,Elektrikli,Otomatik Kararan,Elektrikli,Yok,Elektrikli,Hiza Duyarli Direksiyon | Degisken Tur Orani | Derinlik Ayari | DSR (Direksiyon Yonlendirme Tavsiyesi) | Muzik Sistemi Kumanda Tuslari | Yukseklik Ayari,Elektromekanik,Aluminyum FR Kapi Esikleri | FR Tamponlar | Govde Rengi Kapi Kollari | Krom Kaplamali Cift Egzoz Ucu | Krom Kapli On Izgara,5,Var,Amortisor (Hidrolik) | FR Suspansiyon,Yok,Ikincil Carpisma Freni,Bagimsiz MacPherson Suspansiyon | FR Suspansiyon | Helezon Yaylar | Hidrolik Amortisor,Mekanik Park Freni,Var,,Var,Var,Var,Otomatik Klima,Aydinlatmali,Var,Kumas & Deri,,5,Manuel,Manuel,LED,Var,17 inc,Alasimli,45 %,225/45 R17,225 mm,2015 Seat Leon 1.4 TSI 125 HP S&S FR,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,ASR (Patinaj Onleme Sistemi) | MSR (Elektronik Motor Cekis Kontrolu),Var,6 ileri,,Manuel,ESC (Elektronik Stabilite Kontrolu),Var,Var,Var,Var,,Var,,,Euro 6,120 g/km,5.2 lt,,4.3 lt,6.7 lt,50 lt,,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,5 yildiz,2012
Seat,Leon,Leon,Style,Binek,Hatchback,C,2015,Ispanya > Almanya,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1598 cc,Common Rail Direkt Enjeksiyon,194 km/s,250 nm,110 BG,10.5 saniye,1205 kg,1816 mm,4271 mm,1444 mm,,380 lt,Yok,Elektrikli,Otomatik Kararan,Elektrikli,Yok,Elektrikli,Hiza Duyarli Direksiyon | Degisken Tur Orani | Derinlik Ayari | DSR (Direksiyon Yonlendirme Tavsiyesi) | Muzik Sistemi Kumanda Tuslari | Yukseklik Ayari,Elektromekanik,Aluminyum FR Kapi Esikleri | FR Tamponlar | Govde Rengi Kapi Kollari | Krom Kaplamali Cift Egzoz Ucu | Krom Kapli On Izgara,5,Var,Amortisor (Hidrolik) | FR Suspansiyon,Yok,Ikincil Carpisma Freni,Bagimsiz MacPherson Suspansiyon | FR Suspansiyon | Helezon Yaylar | Hidrolik Amortisor,Mekanik Park Freni,Var,,Var,Var,Var,Otomatik Klima,Aydinlatmali,Var,Kumas & Deri,,5,Manuel,Manuel,LED,Var,17 inc,Alasimli,45 %,225/45 R17,225 mm,2015 Seat Leon 1.6 TDI 110 HP S&S DSG Style,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,ASR (Patinaj Onleme Sistemi) | MSR (Elektronik Motor Cekis Kontrolu),Var,7 ileri,DSG (Yari Otm.),Otomatik,ESC (Elektronik Stabilite Kontrolu),Var,Var,Var,Var,,Var,,,Euro 6,99 g/km,3.8 lt,,3.6 lt,4.2 lt,50 lt,,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,5 yildiz,2012
Seat,Leon,Leon,Style,Binek,Hatchback,C,2015,Ispanya > Almanya,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1598 cc,Common Rail Direkt Enjeksiyon,194 km/s,250 nm,110 BG,10.5 saniye,1185 kg,1816 mm,4271 mm,1444 mm,,380 lt,Yok,Elektrikli,Otomatik Kararan,Elektrikli,Yok,Elektrikli,Hiza Duyarli Direksiyon | Degisken Tur Orani | Derinlik Ayari | DSR (Direksiyon Yonlendirme Tavsiyesi) | Muzik Sistemi Kumanda Tuslari | Yukseklik Ayari,Elektromekanik,Aluminyum FR Kapi Esikleri | FR Tamponlar | Govde Rengi Kapi Kollari | Krom Kaplamali Cift Egzoz Ucu | Krom Kapli On Izgara,5,Var,Amortisor (Hidrolik) | FR Suspansiyon,Yok,Ikincil Carpisma Freni,Bagimsiz MacPherson Suspansiyon | FR Suspansiyon | Helezon Yaylar | Hidrolik Amortisor,Mekanik Park Freni,Var,,Var,Var,Var,Otomatik Klima,Aydinlatmali,Var,Kumas & Deri,,5,Manuel,Manuel,LED,Var,17 inc,Alasimli,45 %,225/45 R17,225 mm,2015 Seat Leon 1.6 TDI 110 HP S&S Style,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,ASR (Patinaj Onleme Sistemi) | MSR (Elektronik Motor Cekis Kontrolu),Var,5 ileri,,Manuel,ESC (Elektronik Stabilite Kontrolu),Var,Var,Var,Var,,Var,,,Euro 6,99 g/km,3.8 lt,,3.4 lt,4.4 lt,50 lt,,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,5 yildiz,2012
Seat,Leon,Leon,Style,Binek,Hatchback,C,2016,Ispanya > Almanya,Icten Yanmali (Standart),1882,Benzin,Turbo,4,1197 cc,TSI - Dogrudan Enjeksiyon,194 km/s,175 nm,110 BG,9.9 saniye,1166 kg,1816 mm,4263 mm,1459 mm,,380 lt,Yok,Elektrikli,Otomatik Kararan,Elektrikli,,Elektrikli,Hiza Duyarli Direksiyon | Degisken Tur Orani | Deri Direksiyon Simidi | DSR (Direksiyon Yonlendirme Tavsiyesi) | Muzik Sistemi Kumanda Tuslari | Yukseklik & Derinlik Ayari,Elektromekanik,Govde Rengi Kapi Kollari | Krom Kapli On Izgara,5,Var,,,Ikincil Carpisma Freni,,Mekanik Park Freni,Var,,Var,Yok,Var,Otomatik Klima,Aydinlatmali,Var,Kumas,,5,Manuel,Manuel,Halojen,Var,16 inc,Alasimli,55 %,205/55 R16,205 mm,2016 Seat Leon 1.2 TSI 110 HP S&S DSG Style,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,ASR (Patinaj Onleme Sistemi) | MSR (Elektronik Motor Cekis Kontrolu),Var,7 ileri,DSG (Yari Otm.),Otomatik,ESC (Elektronik Stabilite Kontrolu),Var,Var,Var,Var,Yok,Var,Yok,,Euro 6,112 g/km,4.9 lt,,4.3 lt,5.9 lt,50 lt,,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,5 yildiz,2012
Seat,Leon,Leon,Style,Binek,Hatchback,C,2016,Ispanya > Almanya,Icten Yanmali (Standart),1882,Benzin,Turbo,4,1197 cc,TSI - Dogrudan Enjeksiyon,194 km/s,175 nm,110 BG,9.9 saniye,1138 kg,1816 mm,4263 mm,1459 mm,,380 lt,Yok,Elektrikli,Otomatik Kararan,Elektrikli,,Elektrikli,Hiza Duyarli Direksiyon | Degisken Tur Orani | Deri Direksiyon Simidi | DSR (Direksiyon Yonlendirme Tavsiyesi) | Muzik Sistemi Kumanda Tuslari | Yukseklik & Derinlik Ayari,Elektromekanik,Govde Rengi Kapi Kollari | Krom Kapli On Izgara,5,Var,,,Ikincil Carpisma Freni,,Mekanik Park Freni,Var,,Var,Yok,Var,Otomatik Klima,Aydinlatmali,Var,Kumas,,5,Manuel,Manuel,Halojen,Var,16 inc,Alasimli,55 %,205/55 R16,205 mm,2016 Seat Leon 1.2 TSI 110 HP S&S Style,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,ASR (Patinaj Onleme Sistemi) | MSR (Elektronik Motor Cekis Kontrolu),Var,6 ileri,,Manuel,ESC (Elektronik Stabilite Kontrolu),Var,Var,Var,Var,Yok,Var,Yok,,Euro 6,114 g/km,4.9 lt,,4.2 lt,6.1 lt,50 lt,,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,5 yildiz,2012
Seat,Leon,Leon,FR,Binek,Hatchback,C,2016,Ispanya > Almanya,Icten Yanmali (Standart),3661,Benzin,Turbo,4,1395 cc,TSI - Dogrudan Enjeksiyon,215 km/s,250 nm,150 BG,8.0 saniye,1188 kg,1816 mm,4271 mm,1444 mm,,380 lt,Var,Elektrikli,Otomatik Kararan,Elektrikli,,Elektrikli,Hiza Duyarli Direksiyon | Degisken Tur Orani | Deri Direksiyon Simidi | DSR (Direksiyon Yonlendirme Tavsiyesi) | Muzik Sistemi Kumanda Tuslari | Yukseklik & Derinlik Ayari,Elektromekanik,Aluminyum FR Kapi Esikleri | FR Tamponlar | Govde Rengi Kapi Kollari | Krom Kaplamali Cift Egzoz Ucu | Krom Kapli On Izgara,5,Var,FR Suspansiyon,,Ikincil Carpisma Freni,FR Suspansiyon,Mekanik Park Freni,Var,,Var,Var,Var,Otomatik Klima,Aydinlatmali,Var,Kumas & Deri,,5,Manuel,Manuel,LED,Var,17 inc,Alasimli,45 %,225/45 R17,225 mm,2016 Seat Leon 1.4 EcoTSI 150 HP ACT S&S DSG FR,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,ASR (Patinaj Onleme Sistemi) | MSR (Elektronik Motor Cekis Kontrolu),Var,7 ileri,DSG (Yari Otm.),Otomatik,ESC (Elektronik Stabilite Kontrolu),Var,Var,Var,Var,Yok,Var,Yok,,Euro 6,109 g/km,4.7 lt,,4.2 lt,5.6 lt,50 lt,,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,5 yildiz,2012
Seat,Leon,Leon,FR,Binek,Hatchback,C,2016,Ispanya > Almanya,Icten Yanmali (Standart),3661,Benzin,Turbo,4,1395 cc,TSI - Dogrudan Enjeksiyon,215 km/s,250 nm,150 BG,8.0 saniye,1166 kg,1816 mm,4271 mm,1444 mm,,380 lt,Var,Elektrikli,Otomatik Kararan,Elektrikli,,Elektrikli,Hiza Duyarli Direksiyon | Degisken Tur Orani | Deri Direksiyon Simidi | DSR (Direksiyon Yonlendirme Tavsiyesi) | Muzik Sistemi Kumanda Tuslari | Yukseklik & Derinlik Ayari,Elektromekanik,Aluminyum FR Kapi Esikleri | FR Tamponlar | Govde Rengi Kapi Kollari | Krom Kaplamali Cift Egzoz Ucu | Krom Kapli On Izgara,5,Var,FR Suspansiyon,,Ikincil Carpisma Freni,FR Suspansiyon,Mekanik Park Freni,Var,,Var,Var,Var,Otomatik Klima,Aydinlatmali,Var,Kumas & Deri,,5,Manuel,Manuel,LED,Var,17 inc,Alasimli,45 %,225/45 R17,225 mm,2016 Seat Leon 1.4 EcoTSI 150 HP S&S ACT FR,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,ASR (Patinaj Onleme Sistemi) | MSR (Elektronik Motor Cekis Kontrolu),Var,6 ileri,,Manuel,ESC (Elektronik Stabilite Kontrolu),Var,Var,Var,Var,Yok,Var,Yok,,Euro 6,110 g/km,4.7 lt,,4.2 lt,5.8 lt,50 lt,,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,5 yildiz,2012
Seat,Leon,Leon,FR,Binek,Hatchback,C,2016,Ispanya > Almanya,Icten Yanmali (Standart),3661,Benzin,Turbo,4,1395 cc,TSI - Dogrudan Enjeksiyon,203 km/s,200 nm,125 BG,9.1 saniye,1158 kg,1816 mm,4271 mm,1444 mm,,380 lt,Var,Elektrikli,Otomatik Kararan,Elektrikli,,Elektrikli,Hiza Duyarli Direksiyon | Degisken Tur Orani | Deri Direksiyon Simidi | DSR (Direksiyon Yonlendirme Tavsiyesi) | Muzik Sistemi Kumanda Tuslari | Yukseklik & Derinlik Ayari,Elektromekanik,Aluminyum FR Kapi Esikleri | FR Tamponlar | Govde Rengi Kapi Kollari | Krom Kaplamali Cift Egzoz Ucu | Krom Kapli On Izgara,5,Var,FR Suspansiyon,,Ikincil Carpisma Freni,FR Suspansiyon,Mekanik Park Freni,Var,,Var,Var,Var,Otomatik Klima,Aydinlatmali,Var,Kumas & Deri,,5,Manuel,Manuel,LED,Var,17 inc,Alasimli,45 %,225/45 R17,225 mm,2016 Seat Leon 1.4 TSI 125 HP S&S FR,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,ASR (Patinaj Onleme Sistemi) | MSR (Elektronik Motor Cekis Kontrolu),Var,6 ileri,,Manuel,ESC (Elektronik Stabilite Kontrolu),Var,Var,Var,Var,Yok,Var,Yok,,Euro 6,120 g/km,5.2 lt,,4.3 lt,6.7 lt,50 lt,,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,5 yildiz,2012
Seat,Leon,Leon,FR,Binek,Hatchback,C,2016,Ispanya > Almanya,Icten Yanmali (Standart),3661,Benzin,Turbo,4,1395 cc,TSI - Dogrudan Enjeksiyon,215 km/s,250 nm,150 BG,8.0 saniye,1188 kg,1816 mm,4271 mm,1444 mm,,380 lt,Var,Elektrikli,Otomatik Kararan,Elektrikli,,Elektrikli,Hiza Duyarli Direksiyon | Degisken Tur Orani | Deri Direksiyon Simidi | DSR (Direksiyon Yonlendirme Tavsiyesi) | Muzik Sistemi Kumanda Tuslari | Yukseklik & Derinlik Ayari,Elektromekanik,Aluminyum FR Kapi Esikleri | FR Tamponlar | Govde Rengi Kapi Kollari | Krom Kaplamali Cift Egzoz Ucu | Krom Kapli On Izgara,5,Var,FR Suspansiyon,,Ikincil Carpisma Freni,FR Suspansiyon,Mekanik Park Freni,Var,,Var,Var,Var,Otomatik Klima,Aydinlatmali,Var,Kumas & Deri,,5,Manuel,Manuel,LED,Var,17 inc,Alasimli,45 %,225/45 R17,225 mm,2016 Seat Leon 1.4 TSI 150 HP DSG FR,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,ASR (Patinaj Onleme Sistemi) | MSR (Elektronik Motor Cekis Kontrolu),Var,7 ileri,DSG (Yari Otm.),Otomatik,ESC (Elektronik Stabilite Kontrolu),Var,Var,Yok,Var,Yok,Var,Yok,,Euro 6,109 g/km,4.7 lt,,4.2 lt,5.6 lt,50 lt,,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,5 yildiz,2012
Seat,Leon,Leon,Style,Binek,Hatchback,C,2016,Ispanya > Almanya,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1598 cc,Common Rail Direkt Enjeksiyon,194 km/s,250 nm,110 BG,10.5 saniye,1205 kg,1816 mm,4263 mm,1459 mm,,380 lt,Yok,Elektrikli,Otomatik Kararan,Elektrikli,,Elektrikli,Hiza Duyarli Direksiyon | Degisken Tur Orani | Deri Direksiyon Simidi | DSR (Direksiyon Yonlendirme Tavsiyesi) | Muzik Sistemi Kumanda Tuslari | Yukseklik & Derinlik Ayari,Elektromekanik,Govde Rengi Kapi Kollari | Krom Kapli On Izgara,5,Var,,,Ikincil Carpisma Freni,,Mekanik Park Freni,Var,,Var,Yok,Var,Otomatik Klima,Aydinlatmali,Var,Kumas,,5,Manuel,Manuel,Halojen,Var,16 inc,Alasimli,55 %,205/55 R16,205 mm,2016 Seat Leon 1.6 TDI 110 HP S&S DSG Style,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,ASR (Patinaj Onleme Sistemi) | MSR (Elektronik Motor Cekis Kontrolu),Var,7 ileri,DSG (Yari Otm.),Otomatik,ESC (Elektronik Stabilite Kontrolu),Var,Var,Var,Var,Yok,Var,Yok,,Euro 6,99 g/km,3.8 lt,,3.6 lt,4.2 lt,50 lt,,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,5 yildiz,2012
Seat,Leon,Leon,Style,Binek,Hatchback,C,2016,Ispanya > Almanya,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1598 cc,Common Rail Direkt Enjeksiyon,194 km/s,250 nm,110 BG,10.5 saniye,1185 kg,1816 mm,4263 mm,1459 mm,,380 lt,Yok,Elektrikli,Otomatik Kararan,Elektrikli,,Elektrikli,Hiza Duyarli Direksiyon | Degisken Tur Orani | Deri Direksiyon Simidi | DSR (Direksiyon Yonlendirme Tavsiyesi) | Muzik Sistemi Kumanda Tuslari | Yukseklik & Derinlik Ayari,Elektromekanik,Govde Rengi Kapi Kollari | Krom Kapli On Izgara,5,Var,,,Ikincil Carpisma Freni,,Mekanik Park Freni,Var,,Var,Yok,Var,Otomatik Klima,Aydinlatmali,Var,Kumas,,5,Manuel,Manuel,Halojen,Var,16 inc,Alasimli,55 %,205/55 R16,205 mm,2016 Seat Leon 1.6 TDI 110 HP S&S Style,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,ASR (Patinaj Onleme Sistemi) | MSR (Elektronik Motor Cekis Kontrolu),Var,5 ileri,,Manuel,ESC (Elektronik Stabilite Kontrolu),Var,Var,Var,Var,Yok,Var,Yok,,Euro 6,99 g/km,3.8 lt,,3.4 lt,4.4 lt,50 lt,,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,5 yildiz,2012
Seat,Leon,Leon St,Style,Binek,Station Wagon,C,2015,Ispanya > Almanya,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1598 cc,Common Rail Direkt Enjeksiyon,191 km/s,250 nm,105 BG,11.0 saniye,1276 kg,1816 mm,4535 mm,1454 mm,1470 lt,587 lt,Yok,Elektrikli,Otomatik Kararan,Elektrikli,Yok,Elektrikli,Hiza Duyarli Direksiyon | Deri Direksiyon Simidi | Derinlik Ayari | DSR (Direksiyon Yonlendirme Tavsiyesi) | Muzik Sistemi Kumanda Tuslari | Yukseklik Ayari,Elektromekanik,Govde Rengi Kapi Kollari | Krom Kapli On Izgara | Krom Tavan Raylari,5,Var,Amortisor (Hidrolik),Yok,Ikincil Carpisma Freni,Bagimsiz MacPherson Suspansiyon | Helezon Yaylar | Hidrolik Amortisor,Mekanik Park Freni,Var,Analog Devir Ve Hiz Gostergeleri,Var,Yok,Var,Otomatik Klima,Aydinlatmali,Var,Kumas,,5,Manuel,Manuel,Halojen,Var,16 inc,Alasimli,55 %,205/55 R16,205 mm,2015 Seat Leon ST 1.6 TDI 105 HP DSG S&S Style,,,,,,,,,,,Var,Var,,Onden Cekisli,ASR (Patinaj Onleme Sistemi) | MSR (Elektronik Motor Cekis Kontrolu),Var,7 ileri,DSG (Yari Otm.),Otomatik,ESC (Elektronik Stabilite Kontrolu),Var,Var,Var,Var,,Var,,,,102 g/km,3.9 lt,,3.5 lt,4.6 lt,50 lt,,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,5 yildiz,2012
Seat,Leon,Leon St,FR,Binek,Station Wagon,C,2015,Ispanya > Almanya,Icten Yanmali (Standart),3661,Benzin,Turbo,4,1395 cc,TSI - Dogrudan Enjeksiyon,215 km/s,250 nm,150 BG,8.2 saniye,1222 kg,1816 mm,4535 mm,1454 mm,1470 lt,587 lt,Var,Elektrikli,Otomatik Kararan,Elektrikli,Yok,Elektrikli,Hiza Duyarli Direksiyon | Deri Direksiyon Simidi | Derinlik Ayari | DSR (Direksiyon Yonlendirme Tavsiyesi) | Muzik Sistemi Kumanda Tuslari | Yukseklik Ayari,Elektromekanik,Aluminyum FR Kapi Esikleri | FR Tamponlar | Govde Rengi Kapi Kollari | Krom Kaplamali Cift Egzoz Ucu | Krom Kapli On Izgara | Krom Tavan Raylari,5,Var,Amortisor (Hidrolik) | FR Suspansiyon,Yok,Ikincil Carpisma Freni,Bagimsiz MacPherson Suspansiyon | FR Suspansiyon | Helezon Yaylar | Hidrolik Amortisor,Mekanik Park Freni,Var,Analog Devir Ve Hiz Gostergeleri,Var,Var,Var,Otomatik Klima,Aydinlatmali,Var,Kumas & Deri,,5,Manuel,Manuel,LED,Var,17 inc,Alasimli,45 %,225/45 R17,225 mm,2015 Seat Leon ST 1.4 EcoTSI ACT 150 HP S&S DSG FR,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,ASR (Patinaj Onleme Sistemi) | MSR (Elektronik Motor Cekis Kontrolu),Var,7 ileri,DSG (Yari Otm.),Otomatik,ESC (Elektronik Stabilite Kontrolu),Var,Var,Var,Var,,Var,,,Euro 6,109 g/km,4.7 lt,,4.2 lt,5.6 lt,50 lt,,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,5 yildiz,2012
Seat,Leon,Leon St,Style,Binek,Station Wagon,C,2015,Ispanya > Almanya,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1598 cc,Common Rail Direkt Enjeksiyon,194 km/s,250 nm,110 BG,10.9 saniye,1251 kg,1816 mm,4535 mm,1454 mm,1470 lt,587 lt,Yok,Elektrikli,Otomatik Kararan,Elektrikli,Yok,Elektrikli,Hiza Duyarli Direksiyon | Deri Direksiyon Simidi | Derinlik Ayari | Direksiyon Kumanda Tuslari | DSR (Direksiyon Yonlendirme Tavsiyesi) | Yukseklik Ayari,Elektromekanik,Govde Rengi Kapi Kollari | Krom Kapli On Izgara | Krom Tavan Raylari,5,Var,Amortisor (Hidrolik),Yok,Ikincil Carpisma Freni,Bagimsiz MacPherson Suspansiyon | Helezon Yaylar | Hidrolik Amortisor,Mekanik Park Freni,Var,Analog Devir Ve Hiz Gostergeleri,Var,Yok,Var,Otomatik Klima,Aydinlatmali,Var,Kumas,,5,Manuel,Manuel,Halojen,Var,16 inc,Alasimli,55 %,205/55 R16,205 mm,2015 Seat Leon ST 1.6 TDI 110 HP S&S DSG Style,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,ASR (Patinaj Onleme Sistemi) | MSR (Elektronik Motor Cekis Kontrolu),Var,7 ileri,DSG (Yari Otm.),Otomatik,ESC (Elektronik Stabilite Kontrolu),Var,Var,Var,Var,,Var,,,Euro 6,102 g/km,3.9 lt,,3.7 lt,4.3 lt,50 lt,,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,5 yildiz,2012
