BASLIK,TEMEL OZELLIKLER - Yakit Tipi,MOTOR (Elektrikli) - Azami Tork,MOTOR (Elektrikli) - Batarya Kapasitesi,MOTOR (Elektrikli) - Batarya Tipi,MOTOR (Elektrikli) - Menzil (WLTP - Birlesik),MOTOR (Elektrikli) - Menzil (WLTP - Sehir Ici),MOTOR (Elektrikli) - Motor Gucu,MOTOR (Elektrikli) - Ortalama Tuketim (Elk.),MOTOR (Elektrikli) - Sarj Suresi,AGIRLIK & OLCULER - Agirlik,BAGAJ OZELLIKLERI - Bagaj Hacmi (2 Koltuk),BAGAJ OZELLIKLERI - Bagaj Hacmi (5 Koltuk),DIS GOVDE - Kapi Sayisi,LASTIK & JANT - Kesit Orani,LASTIK & JANT - Lastik Ebatlari,LASTIK & JANT - Taban Genisligi,LASTIK & JANT - Jant Capi,LASTIK & JANT - Jant Tipi,FRENLER & SUSPANSIYON - Park Freni Tipi,SANZIMAN & CEKIS SISTEMI - Cekis,SANZIMAN & CEKIS SISTEMI - Cekis Kontrol Sistemi,SANZIMAN & CEKIS SISTEMI - Sanziman Kademesi,SANZIMAN & CEKIS SISTEMI - Sanziman Ozellikleri,SANZIMAN & CEKIS SISTEMI - Sanziman Turu,SURUS DESTEK SISTEMLERI - Denge Kontrol Sistemi,SURUS DESTEK SISTEMLERI - Diferansiyel Kilidi,SURUS DESTEK SISTEMLERI - Dur & Kalk (Stop & Start),SURUS DESTEK SISTEMLERI - Hiz Sabitleme & Sinirlama,SURUS DESTEK SISTEMLERI - Serit Takip Sistemi,SURUS DESTEK SISTEMLERI - Yokus Kalkis Destegi,YAKIT TUKETIMI & EMISYON - Cevre Standardi (Emisyon),YAKIT TUKETIMI & EMISYON - Ortalama Emisyon,YAKIT TUKETIMI & EMISYON - Ortalama Y.Tuketimi (100 km),YAKIT TUKETIMI & EMISYON - Ortalama Y.Tuketimi (100 km/WLTP),YAKIT TUKETIMI & EMISYON - Sehir Disi Tuketim (100 km),YAKIT TUKETIMI & EMISYON - Sehir Ici Tuketim (100 km),YAKIT TUKETIMI & EMISYON - Yakit Kapasitesi,YOLCU EMNIYETI - Anahtarsiz Sistem,YOLCU EMNIYETI - Hava Yastigi Adedi,YOLCU EMNIYETI - NCAP/ANCAP Puani,GOSTERGELER & SENSORLER - Far Sensoru,GOSTERGELER & SENSORLER - Lastik Basinc Sensoru,GOSTERGELER & SENSORLER - Park Sensoru & Yardimi,GOSTERGELER & SENSORLER - Yagmur Sensoru,ISITMA & SOGUTMA - Klima,KOLTUKLAR & IC DOSEME - Koltuk Dosemesi Tipi,KOLTUKLAR & IC DOSEME - Koltuk Sayisi,KOLTUKLAR & IC DOSEME - On Yolcu Koltugu Ayarlari,KOLTUKLAR & IC DOSEME - Surucu Koltugu Ayarlari,LAMBALAR & AYDINLATMA - Far Tipi,LAMBALAR & AYDINLATMA - Sis Farlari
2019 Ford Focus 1.5 EcoBlue 120 PS Trend X,Dizel,,,,,,,,,1367 kg,,511 lt,,,,,,,,Onden Cekisli,Var,6 ileri,,Manuel,,,,,,,Euro 6.2,90 g/km,3.4 lt,,3.2 lt,3.9 lt,47 lt,,,5 yildiz,,,,,,,,,,,
2019 Ford Focus 1.5 Ti-VCT 123 PS Otomatik Titanium,Benzin,,,,,,,,,1312 kg,,511 lt,,,,,,,,Onden Cekisli,,6 ileri,,Otomatik,,,,,,,Euro 6.2,150 g/km,6.6 lt,,5.1 lt,9.1 lt,52 lt,,,5 yildiz,,,,,,,,,,,
2019 Ford Focus 1.5 Ti-VCT 123 PS Otomatik Trend X,Benzin,,,,,,,,,1312 kg,,511 lt,,,,,,,,Onden Cekisli,,6 ileri,,Otomatik,,,,,,,Euro 6.2,150 g/km,6.6 lt,,5.1 lt,9.1 lt,52 lt,,,5 yildiz,,,,,,,,,,,
2019 Ford Focus 1.5 Ti-VCT 123 PS Titanium,Benzin,,,,,,,,,1312 kg,,511 lt,,,,,,,,Onden Cekisli,,6 ileri,,Manuel,,,,,,,Euro 6.2,134 g/km,6.0 lt,,4.6 lt,8.1 lt,52 lt,,,5 yildiz,,,,,,,,,,,
2019 Ford Focus 1.5 Ti-VCT 123 PS Trend X,Benzin,,,,,,,,,1312 kg,,511 lt,,,,,,,,Onden Cekisli,,6 ileri,,Manuel,,,,,,,Euro 6.2,134 g/km,6.0 lt,,4.6 lt,8.1 lt,52 lt,,,5 yildiz,,,,,,,,,,,
2020 Ford Focus 1.5 EcoBlue 120 PS Otomatik Titanium,Dizel,,,,,,,,,1398 kg,,511 lt,,,,,,,,Onden Cekisli,,8 ileri,,Otomatik,,,,,,,Euro 6.2,115 g/km,4.4 lt,,4.1 lt,4.9 lt,47 lt,,,5 yildiz,,,,,,,,,,,
2020 Ford Focus 1.5 EcoBlue 120 PS Otomatik Trend X,Dizel,,,,,,,,,1398 kg,,511 lt,,,,,,,,Onden Cekisli,,8 ileri,,Otomatik,,,,,,,Euro 6.2,115 g/km,4.4 lt,,4.1 lt,4.9 lt,47 lt,,,5 yildiz,,,,,,,,,,,
2020 Ford Focus 1.5 EcoBlue 120 PS Titanium,Dizel,,,,,,,,,1367 kg,,511 lt,,,,,,,,Onden Cekisli,,6 ileri,,Manuel,,,,,,,Euro 6.2,90 g/km,3.4 lt,,3.2 lt,3.9 lt,47 lt,,,5 yildiz,,,,,,,,,,,
2020 Ford Focus 1.5 EcoBlue 120 PS Trend X,Dizel,,,,,,,,,1367 kg,,511 lt,,,,,,,,Onden Cekisli,Var,6 ileri,,Manuel,,,,,,,Euro 6.2,90 g/km,3.4 lt,,3.2 lt,3.9 lt,47 lt,,,5 yildiz,,,,,,,,,,,
2020 Ford Focus 1.5 Ti-VCT 123 PS Otomatik Titanium,Benzin,,,,,,,,,1312 kg,,511 lt,,,,,,,,Onden Cekisli,,6 ileri,,Otomatik,,,,,,,Euro 6.2,150 g/km,6.6 lt,,5.1 lt,9.1 lt,52 lt,,,5 yildiz,,,,,,,,,,,
2020 Ford Focus 1.5 Ti-VCT 123 PS Otomatik Trend X,Benzin,,,,,,,,,1312 kg,,511 lt,,,,,,,,Onden Cekisli,,6 ileri,,Otomatik,,,,,,,Euro 6.2,150 g/km,6.6 lt,,5.1 lt,9.1 lt,52 lt,,,5 yildiz,,,,,,,,,,,
2020 Ford Focus 1.5 Ti-VCT 123 PS Titanium,Benzin,,,,,,,,,1312 kg,,511 lt,,,,,,,,Onden Cekisli,,6 ileri,,Manuel,,,,,,,Euro 6.2,134 g/km,6.0 lt,,4.6 lt,8.1 lt,52 lt,,,5 yildiz,,,,,,,,,,,
2020 Ford Focus 1.5 Ti-VCT 123 PS Trend X,Benzin,,,,,,,,,1312 kg,,511 lt,,,,,,,,Onden Cekisli,,6 ileri,,Manuel,,,,,,,Euro 6.2,134 g/km,6.0 lt,,4.6 lt,8.1 lt,52 lt,,,5 yildiz,,,,,,,,,,,
2021 Ford Focus 1.5 EcoBlue 120 PS Otomatik Trend X,Dizel,,,,,,,,,1398 kg,,511 lt,,,,,,,,Onden Cekisli,,8 ileri,,Otomatik,,,,,,,Euro 6.2,115 g/km,4.4 lt,,4.1 lt,4.9 lt,47 lt,,,5 yildiz,,,,,,,,,,,
2021 Ford Focus 1.5 EcoBlue 120 PS Trend X,Dizel,,,,,,,,,1367 kg,,511 lt,,,,,,,,Onden Cekisli,Var,6 ileri,,Manuel,,,,,,,Euro 6.2,90 g/km,3.4 lt,,3.2 lt,3.9 lt,47 lt,,,5 yildiz,,,,,,,,,,,
2021 Ford Focus 1.5 Ti-VCT 123 PS Otomatik Trend X,Benzin,,,,,,,,,1312 kg,,511 lt,,,,,,,,Onden Cekisli,,6 ileri,,Otomatik,,,,,,,Euro 6.2,150 g/km,6.6 lt,,5.1 lt,9.1 lt,52 lt,,,5 yildiz,,,,,,,,,,,
2021 Ford Focus 1.5 Ti-VCT 123 PS Trend X,Benzin,,,,,,,,,1312 kg,,511 lt,,,,,,,,Onden Cekisli,,6 ileri,,Manuel,,,,,,,Euro 6.2,134 g/km,6.0 lt,,4.6 lt,8.1 lt,52 lt,,,5 yildiz,,,,,,,,,,,
2022 Ford Focus 1.5 EcoBlue 120 PS Otomatik Trend X,Dizel,,,,,,,,,1395 kg,,511 lt,,,,,,,,Onden Cekisli,,8 ileri,,Otomatik,,,,,,,Euro 6.2,104 g/km,4.4 lt,,4.1 lt,4.9 lt,47 lt,,,5 yildiz,,,,,,,,,,,
2022 Ford Focus 1.5 Ti-VCT 123 PS Trend X,Benzin,,,,,,,,,1312 kg,,511 lt,,,,,,,,Onden Cekisli,,6 ileri,,Manuel,,,,,,,Euro 6.2,134 g/km,6.0 lt,,4.6 lt,8.1 lt,52 lt,,,5 yildiz,,,,,,,,,,,
2023 Ford Focus 1.5 EcoBlue 120 PS Otomatik Titanium,Dizel,,,,,,,,,1415 kg,,511 lt,,,,,,,,Onden Cekisli,,8 ileri,,Otomatik,,,,,,,Euro 6.2,129 g/km,4.9 lt,,,,52 lt,,,5 yildiz,,,,,,,,,,,
2023 Ford Focus 1.5 EcoBlue 120 PS Otomatik Trend X,Dizel,,,,,,,,,1415 kg,,511 lt,,,,,,,,Onden Cekisli,,8 ileri,,Otomatik,,,,,,,Euro 6.2,129 g/km,4.9 lt,,,,52 lt,,,5 yildiz,,,,,,,,,,,
2023 Ford Focus 1.5 Ti-VCT 123 PS Otomatik Titanium,Benzin,,,,,,,,,1332 kg,,511 lt,,,,,,,,Onden Cekisli,,6 ileri,,Otomatik,,,,,,,Euro 6.2,162 g/km,7.1 lt,,,,52 lt,,,5 yildiz,,,,,,,,,,,
2023 Ford Focus 1.5 Ti-VCT 123 PS Otomatik Trend X,Benzin,,,,,,,,,1332 kg,,511 lt,,,,,,,,Onden Cekisli,,6 ileri,,Otomatik,,,,,,,Euro 6.2,162 g/km,7.1 lt,,,,52 lt,,,5 yildiz,,,,,,,,,,,
2023 Ford Focus 1.5 Ti-VCT 123 PS Trend X,Benzin,,,,,,,,,1312 kg,,511 lt,,,,,,,,Onden Cekisli,,6 ileri,,Manuel,,,,,,,Euro 6.2,142 g/km,6.3 lt,,,,52 lt,,,5 yildiz,,,,,,,,,,,
2014 Ford Focus 1.6L Duratec 125 PS PowerShift Otomatik Style,Benzin,,,,,,,,,1324 kg,,372 lt,4.0,55 %,215/55 R16,215 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,5 ileri,PowerShift (Yari Otm.),Otomatik,Var,,Yok,Var,,Var,,139 g/km,6.0 lt,,4.8 lt,8.1 lt,55 lt,,6 adet,5 yildiz,Var,Yok,Var,Var,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2014 Ford Focus 1.6L Duratec 125 PS PowerShift Otomatik Titanium,Benzin,,,,,,,,,1324 kg,,421 lt,4.0,55 %,215/55 R16,215 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,PowerShift (Yari Otm.),Otomatik,Var,,Var,Var,,,,149 g/km,6.4 lt,,4.8 lt,9.3 lt,55 lt,,6 adet,5 yildiz,Var,Yok,Yok,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2014 Ford Focus 1.6L Duratec 125 PS Powershift Trend X,Benzin,,,,,,,,,1324 kg,,421 lt,4.0,55 %,215/55 R16,215 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,PowerShift (Yari Otm.),Otomatik,Var,,Yok,Var,,Var,,149 g/km,6.4 lt,,4.8 lt,9.3 lt,55 lt,,4 adet,5 yildiz,Yok,Yok,Yok,Yok,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2014 Ford Focus 1.6L Duratec 125 PS Powershift Trend,Benzin,,,,,,,,,1324 kg,,421 lt,4.0,55 %,205/55 R16,205 mm,16 inc,Kapakli Sac,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,PowerShift (Yari Otm.),Otomatik,Var,,Yok,,,Var,,149 g/km,6.4 lt,,4.8 lt,9.3 lt,55 lt,,4 adet,5 yildiz,Yok,Yok,Yok,Yok,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Yok
2014 Ford Focus 1.6L Duratec 125 PS Style,Benzin,,,,,,,,,1296 kg,,372 lt,4.0,55 %,215/55 R16,215 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,5 ileri,,Manuel,Var,,Yok,Var,,,,139 g/km,6.0 lt,,4.8 lt,8.1 lt,55 lt,,6 adet,5 yildiz,Var,Yok,Var,Var,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2014 Ford Focus 1.6L Duratec 125 PS Titanium,Benzin,,,,,,,,,1296 kg,,372 lt,4.0,55 %,215/55 R16,215 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,5 ileri,,Manuel,Var,,Var,Var,,,,139 g/km,6.0 lt,,4.8 lt,8.1 lt,55 lt,,6 adet,5 yildiz,Var,Yok,Yok,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2014 Ford Focus 1.6L Duratec 125 PS Trend X,Benzin,,,,,,,,,1296 kg,,421 lt,4.0,55 %,215/55 R16,215 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,5 ileri,,Manuel,Var,,Yok,Var,,,,139 g/km,6.0 lt,,4.8 lt,8.1 lt,55 lt,,4 adet,5 yildiz,Yok,Yok,Yok,Yok,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2014 Ford Focus 1.6TDCI 115 PS Style,Dizel,,,,,,,,,1350 kg,,277 lt,4.0,55 %,215/55 R16,215 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,,Manuel,Var,,Yok,Var,,,,117 g/km,4.5 lt,,3.7 lt,5.7 lt,53 lt,,6 adet,5 yildiz,Var,Yok,Yok,Var,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2014 Ford Focus 1.6TDCI 115 PS Titanium,Dizel,,,,,,,,,1350 kg,,372 lt,4.0,55 %,215/55 R16,215 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,,Manuel,Var,,Yok,Var,,,,117 g/km,4.5 lt,,3.7 lt,5.7 lt,53 lt,,6 adet,5 yildiz,Var,Yok,Yok,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2018 Ford Focus 4K 1.5 TDCi 120 Powershift PS Style,Dizel,,,,,,,,,1364 kg,,421 lt,4.0,55 %,205/55 R16,205 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,PowerShift (Yari Otm.),Otomatik,Var,,Var,Var,Yok,Var,Euro 6,109 g/km,4.2 lt,,3.9 lt,4.7 lt,55 lt,Yok,6 adet,5 yildiz,Var,,Yok,Var,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2018 Ford Focus 4K 1.5 TDCi 120 PS Powershift Titanium,Dizel,,,,,,,,,1364 kg,,421 lt,4.0,55 %,205/55 R16,205 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,PowerShift (Yari Otm.),Otomatik,Var,,Var,Var,Yok,Var,Euro 6,109 g/km,4.2 lt,,3.9 lt,4.7 lt,55 lt,Var,6 adet,5 yildiz,Var,,Var,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2018 Ford Focus 4K 1.5 TDCi 120 PS Powershift Trend X,Dizel,,,,,,,,,1364 kg,,421 lt,4.0,55 %,205/55 R16,205 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,PowerShift (Yari Otm.),Otomatik,Var,,Var,Var,Yok,Var,Euro 6,109 g/km,4.2 lt,,3.9 lt,4.7 lt,53 lt,Yok,4 adet,5 yildiz,Yok,,Yok,Yok,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2018 Ford Focus 4K 1.5 TDCi 120 PS Style,Dizel,,,,,,,,,1364 kg,,421 lt,4.0,55 %,205/55 R16,205 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,,Manuel,Var,,Var,Var,Yok,Var,Euro 6,109 g/km,4.2 lt,,3.9 lt,4.7 lt,55 lt,Yok,6 adet,5 yildiz,Var,,Yok,Var,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2018 Ford Focus 4K 1.6 TDCi 115 PS Style,Dizel,,,,,,,,,1343 kg,,421 lt,4.0,55 %,205/55 R16,205 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,,Manuel,Var,,Yok,Var,Yok,Var,Euro 5,117 g/km,4.5 lt,,3.7 lt,5.7 lt,55 lt,Yok,6 adet,5 yildiz,Var,,Yok,Var,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2018 Ford Focus 4K 1.6 TDCi 115 PS Titanium,Dizel,,,,,,,,,1343 kg,,421 lt,4.0,55 %,205/55 R16,205 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,,Manuel,Var,,Yok,Var,Yok,Var,Euro 6,117 g/km,4.5 lt,,3.7 lt,5.7 lt,55 lt,Var,6 adet,5 yildiz,Var,,Var,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2018 Ford Focus 4K 1.6 TDCi 95 PS Trend X,Dizel,,,,,,,,,1339 kg,,421 lt,4.0,55 %,205/55 R16,205 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,,Manuel,Var,,Yok,Var,Yok,Var,Euro 5,117 g/km,4.5 lt,,3.7 lt,5.7 lt,53 lt,Yok,4 adet,5 yildiz,Yok,,Yok,Yok,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2015 Ford Focus 4K 1.0 EcoBoost 125 PS Titanium,Benzin,,,,,,,,,1306 kg,,421 lt,4.0,55 %,205/55 R16,205 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,5 ileri,,Manuel,Var,,Yok,Var,,Var,,110 g/km,4.8 lt,,4.2 lt,5.8 lt,55 lt,Var,6 adet,5 yildiz,Var,Yok,Var,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2015 Ford Focus 4K 1.5 TDCi 120 PS Powershift Style,Dizel,,,,,,,,,1358 kg,,421 lt,4.0,55 %,205/55 R16,205 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,PowerShift (Yari Otm.),Otomatik,Var,,Var,Var,,Var,,109 g/km,4.2 lt,,3.9 lt,4.7 lt,53 lt,,6 adet,5 yildiz,Var,Yok,Yok,Var,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2015 Ford Focus 4K 1.5 TDCi 120 PS Powershift Titanium,Dizel,,,,,,,,,1358 kg,,421 lt,4.0,55 %,205/55 R16,205 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,PowerShift (Yari Otm.),Otomatik,Var,,Var,Var,,Var,,109 g/km,4.2 lt,,3.9 lt,4.7 lt,53 lt,Var,6 adet,5 yildiz,Var,Yok,Var,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2015 Ford Focus 4K 1.5 TDCi 120 PS PowerShift Trend X,Dizel,,,,,,,,,1358 kg,,421 lt,4.0,55 %,205/55 R16,205 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,PowerShift (Yari Otm.),Otomatik,Var,,Var,Var,,Var,,109 g/km,4.2 lt,,3.9 lt,4.7 lt,53 lt,,4 adet,5 yildiz,Yok,Yok,Yok,Yok,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2015 Ford Focus 4K 1.6 TDCi 115 PS Titanium,Dizel,,,,,,,,,1343 kg,,421 lt,4.0,55 %,205/55 R16,205 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,,Manuel,Var,,Yok,Var,,Var,,117 g/km,4.5 lt,,3.7 lt,5.7 lt,53 lt,Var,6 adet,5 yildiz,Var,Yok,Var,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2015 Ford Focus 4K 1.6 TDCi 115 PS Style,Dizel,,,,,,,,,1343 kg,,421 lt,4.0,55 %,205/55 R16,205 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,,Manuel,Var,,Yok,Var,,Var,,117 g/km,4.5 lt,,3.7 lt,5.7 lt,53 lt,,6 adet,5 yildiz,Var,Yok,Yok,Var,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2015 Ford Focus 4K 1.6 TDCi 95 PS Trend X,Dizel,,,,,,,,,1339 kg,,421 lt,4.0,55 %,205/55 R16,205 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,,Manuel,Var,,Yok,Var,,Var,,117 g/km,4.5 lt,,3.7 lt,5.7 lt,53 lt,,4 adet,5 yildiz,Yok,Yok,Yok,Yok,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2016 Ford Focus 4K 1.0 EcoBoost 125 PS Titanium,Benzin,,,,,,,,,1306 kg,,421 lt,4.0,55 %,205/55 R16,205 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,,Manuel,Var,,Var,Var,Yok,Var,Euro 6,110 g/km,4.8 lt,,4.2 lt,5.8 lt,55 lt,Var,6 adet,5 yildiz,Var,,Var,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2016 Ford Focus 4K 1.5 TDCi 120 Powershift PS Style,Dizel,,,,,,,,,1364 kg,,421 lt,4.0,55 %,205/55 R16,205 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,PowerShift (Yari Otm.),Otomatik,Var,,Var,Var,Yok,Var,Euro 6,109 g/km,4.2 lt,,3.9 lt,4.7 lt,55 lt,Yok,6 adet,5 yildiz,Var,,Yok,Var,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2016 Ford Focus 4K 1.5 TDCi 120 PS Powershift Titanium,Dizel,,,,,,,,,1364 kg,,421 lt,4.0,55 %,205/55 R16,205 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,PowerShift (Yari Otm.),Otomatik,Var,,Var,Var,Yok,Var,Euro 6,109 g/km,4.2 lt,,3.9 lt,4.7 lt,55 lt,Var,6 adet,5 yildiz,Var,,Var,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2016 Ford Focus 4K 1.5 TDCi 120 PS Powershift Trend X,Dizel,,,,,,,,,1364 kg,,421 lt,4.0,55 %,205/55 R16,205 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,PowerShift (Yari Otm.),Otomatik,Var,,Var,Var,Yok,Var,Euro 6,109 g/km,4.2 lt,,3.9 lt,4.7 lt,53 lt,Yok,4 adet,5 yildiz,Yok,,Yok,Yok,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2016 Ford Focus 4K 1.6 TDCi 115 PS Style,Dizel,,,,,,,,,1343 kg,,421 lt,4.0,55 %,205/55 R16,205 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,,Manuel,Var,,Yok,Var,Yok,Var,Euro 5,117 g/km,4.5 lt,,3.7 lt,5.7 lt,55 lt,Yok,6 adet,5 yildiz,Var,,Yok,Var,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2016 Ford Focus 4K 1.6 TDCi 115 PS Titanium,Dizel,,,,,,,,,1343 kg,,421 lt,4.0,55 %,205/55 R16,205 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,,Manuel,Var,,Yok,Var,Yok,Var,Euro 6,117 g/km,4.5 lt,,3.7 lt,5.7 lt,55 lt,Var,6 adet,5 yildiz,Var,,Var,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2016 Ford Focus 4K 1.6 TDCi 95 PS Trend X,Dizel,,,,,,,,,1339 kg,,421 lt,4.0,55 %,205/55 R16,205 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,,Manuel,Var,,Yok,Var,Yok,Var,Euro 5,117 g/km,4.5 lt,,3.7 lt,5.7 lt,53 lt,Yok,4 adet,5 yildiz,Yok,,Yok,Yok,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2017 Ford Focus 4K 1.0 EcoBoost 125 PS Titanium,Benzin,,,,,,,,,1306 kg,,421 lt,4.0,55 %,205/55 R16,205 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,,Manuel,Var,,Var,Var,Yok,Var,Euro 6,110 g/km,4.8 lt,,4.2 lt,5.8 lt,55 lt,Var,6 adet,5 yildiz,Var,,Var,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2017 Ford Focus 4K 1.5 TDCi 120 Powershift PS Style,Dizel,,,,,,,,,1364 kg,,421 lt,4.0,55 %,205/55 R16,205 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,PowerShift (Yari Otm.),Otomatik,Var,,Var,Var,Yok,Var,Euro 6,109 g/km,4.2 lt,,3.9 lt,4.7 lt,55 lt,Yok,6 adet,5 yildiz,Var,,Yok,Var,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2017 Ford Focus 4K 1.5 TDCi 120 PS Powershift Titanium,Dizel,,,,,,,,,1364 kg,,421 lt,4.0,55 %,205/55 R16,205 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,PowerShift (Yari Otm.),Otomatik,Var,,Var,Var,Yok,Var,Euro 6,109 g/km,4.2 lt,,3.9 lt,4.7 lt,55 lt,Var,6 adet,5 yildiz,Var,,Var,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2017 Ford Focus 4K 1.5 TDCi 120 PS Powershift Trend X,Dizel,,,,,,,,,1364 kg,,421 lt,4.0,55 %,205/55 R16,205 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,PowerShift (Yari Otm.),Otomatik,Var,,Var,Var,Yok,Var,Euro 6,109 g/km,4.2 lt,,3.9 lt,4.7 lt,53 lt,Yok,4 adet,5 yildiz,Yok,,Yok,Yok,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2017 Ford Focus 4K 1.6 TDCi 115 PS Style,Dizel,,,,,,,,,1343 kg,,421 lt,4.0,55 %,205/55 R16,205 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,,Manuel,Var,,Yok,Var,Yok,Var,Euro 5,117 g/km,4.5 lt,,3.7 lt,5.7 lt,55 lt,Yok,6 adet,5 yildiz,Var,,Yok,Var,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2017 Ford Focus 4K 1.6 TDCi 115 PS Titanium,Dizel,,,,,,,,,1343 kg,,421 lt,4.0,55 %,205/55 R16,205 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,,Manuel,Var,,Yok,Var,Yok,Var,Euro 6,117 g/km,4.5 lt,,3.7 lt,5.7 lt,55 lt,Var,6 adet,5 yildiz,Var,,Var,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
