TEMEL BILGILER - Baslik,TEMEL BILGILER - Arac Turu,TEMEL BILGILER - Govde Tipi,TEMEL BILGILER - Segment,TEMEL BILGILER - Marka,TEMEL BILGILER - Seri,TEMEL BILGILER - Model,TEMEL BILGILER - Donanim Paketi,TEMEL BILGILER - Model Yili,TEMEL BILGILER - Uretim Ulkesi,MOTOR - Yakit Turu,MOTOR - Yakit Tipi,MOTOR - Motor Tipi,MOTOR (Fosil Yakit) - Besleme Tipi,MOTOR (Fosil Yakit) - Silindir Adedi,MOTOR (Fosil Yakit) - Silindir Hacmi,MOTOR (Fosil Yakit) - Yakit Puskurtme,MOTOR (Elektrik) - Motor Gucu,MOTOR (Elektrik) - Batarya Kapasitesi,MOTOR (Elektrik) - Batarya Tipi,SANZIMAN - Sanziman Turu,SANZIMAN - Sanziman Modeli,SANZIMAN - Vites Sayisi,PERFORMANS - PERFORMANS PUANI,PERFORMANS - Beygir Gucu,PERFORMANS - Azami Tork,PERFORMANS - Azami Hiz,PERFORMANS - 0-100 Km Hizlanma,CEKIS SISTEMI - Cekis Turu,CEKIS SISTEMI - Cekis Kontrol Sistemi,BOYUTLAR - KONFOR PUANI,BOYUTLAR - Ic Hacim,BOYUTLAR - Uzunluk,BOYUTLAR - Genislik,BOYUTLAR - Yukseklik,BOYUTLAR - Ağirlik,BOYUTLAR - Bagaj Hacmi (Standart),BOYUTLAR - Bagaj Hacmi (Genisletilmis),LASTIK & JANT - Lastik Ebatlari,LASTIK & JANT - Jant Capi,LASTIK & JANT - Kesit Orani,LASTIK & JANT - Taban Genisliği,DIS DONANIM - Kapi Sayisi,DIS DONANIM- Far Tipi,DIS DONANIM- Sis Farlari,IC DONANIM - Koltuk Sayisi,IC DONANIM - Doseme Tipi,IC DONANIM - Surucu Koltuğu Ayarlari,IC DONANIM - On Yolcu Koltuğu Ayarlari,IC DONANIM - Klima,SENSORLER - Far Sensoru,SENSORLER - Yağmur Sensoru,SENSORLER - Lastik Basinc Sensoru,SENSORLER - Park Sensoru & Yardimcisi,GUVENLIK - GUVEN PUANI,GUVENLIK - Hava Yastiği Adedi,GUVENLIK - NCAP/ANCAP Puani,EKONOMI - EKO PUANI,EKONOMI - Tahmini Bakim Masrafi,EKONOMI - Yillik MTV Tutari,EKONOMI - Ortalama Yakit Tuketimi (100 km),EKONOMI - Sehir Ici Tuketim (100 km),EKONOMI - Sehir Disi Tuketim (100 km),EKONOMI (Fosil Yakit) - Yakit Kapasitesi (lt),EKONOMI (Elektrik) - Menzil (WLTP - Birlesik),EKONOMI (Elektrik) - Menzil (WLTP - Sehir Ici),EKONOMI (Elektrik) - Sarj Suresi,EMISYON - Emisyon Standardi,EMISYON - Ortalama Emisyon
Kia Ceed 1.6L Dizel 128 PS Comfort,Binek,Hatchback,C,Kia,Ceed,Ceed 1.6L Dizel,Comfort,2014,Guney Kore,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1582,Common Rail Direkt Enjeksiyon,,,,Manuel,Manuel,6 ileri,74.0,128,260,197,10.9,Onden Cekisli,Var,71.0,61.0,4310,1780,1470,1375,380,1318,205/55 R16,16,55%,205,5,Halojen,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Yok,Yok,Var,Yok,90.0,6,5,90.0,92.0,3.661,4.66,5.20,3.80,53,,,,EURO 5,114
Kia Ceed 1.6L Dizel 128 PS Concept,Binek,Hatchback,C,Kia,Ceed,Ceed 1.6L Dizel,Concept,2014,Guney Kore,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1582,Common Rail Direkt Enjeksiyon,,,,Manuel,Manuel,6 ileri,74.0,128,260,197,10.9,Onden Cekisli,Var,71.0,61.0,4310,1780,1470,1375,380,1318,205/55 R16,16,55%,205,5,Bi-LED,Var,5,Kumas,Elektronik,Elektronik,Otomatik Klima,Var,Var,Var,Yok,90.0,6,5,90.0,92.0,3.661,4.66,5.20,3.80,53,,,,EURO 5,114
Kia Ceed 1.6L Dizel 128 PS Concept Plus,Binek,Hatchback,C,Kia,Ceed,Ceed 1.6L Dizel,Concept Plus,2014,Guney Kore,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1582,Common Rail Direkt Enjeksiyon,,,,Manuel,Manuel,6 ileri,74.0,128,260,197,10.9,Onden Cekisli,Var,76.0,61.0,4310,1780,1470,1375,380,1318,225/45 R17,17,45%,225,5,Halojen,Var,5,Kumas,Elektronik,Elektronik,Otomatik Klima,Var,Var,Var,Var,90.0,6,5,89.0,92.0,3.661,4.66,5.20,3.80,53,,,,EURO 5,114
Kia Ceed 1.6 CRDi 136 PS Comfort,Binek,Hatchback,C,Kia,Ceed,Ceed,Comfort,"2015, 2016, 2017",Guney Kore,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1582,Common Rail Direkt Enjeksiyon,,,,Manuel,Manuel,6 ileri,73.0,136,280,197,10.2,Onden Cekisli,Var,67.0,61.0,4310,1780,1470,1289,380,1318,205/55 R16,16,55%,205,5,Halojen,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Yok,Yok,Var,Yok,89.0,6,5,91.0,92.0,3.661,4.29,4.70,3.60,53,,,,EURO 6,104
Kia Ceed 1.6 CRDi 136 PS Concept Plus,Binek,Hatchback,C,Kia,Ceed,Ceed,Concept Plus,"2015, 2016, 2017",Guney Kore,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1582,Common Rail Direkt Enjeksiyon,,,,Manuel,Manuel,6 ileri,73.0,136,280,197,10.2,Onden Cekisli,Var,72.0,61.0,4310,1780,1470,1289,380,1318,225/45 R17,17,45%,225,5,Halojen,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,89.0,6,5,90.0,92.0,3.661,4.29,4.70,3.60,53,,,,EURO 6,104
Kia Ceed 1.6L 135 PS Comfort,Binek,Hatchback,C,Kia,Ceed,Ceed 1.6L,Comfort,"2014, 2015",Guney Kore,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,4,1591,Cok Noktadan Enjeksiyon,,,,Manuel,Manuel,6 ileri,68.0,135,164,195,9.9,Onden Cekisli,Var,66.0,61.0,4310,1780,1470,1268,380,1318,205/55 R16,16,55%,205,5,Halojen,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Yok,Yok,Var,Yok,89.0,6,5,86.0,92.0,3.661,6.64,8.00,4.80,53,,,,EURO 5,140
Kia Ceed 1.6L 135 PS DCT Otomatik Concept,Binek,Hatchback,C,Kia,Ceed,Ceed 1.6L,Concept,2014,Guney Kore,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,4,1591,Cok Noktadan Enjeksiyon,,,,Otomatik,DCT (YO),6 ileri,68.0,135,164,195,10.8,Onden Cekisli,Var,67.0,61.0,4310,1780,1470,1301,380,1318,205/55 R16,16,55%,205,5,Halojen,Var,5,Kumas,Elektronik,Elektronik,Otomatik Klima,Var,Var,Var,Yok,89.0,6,5,70.0,62.0,3.661,6.69,8.00,4.90,53,,,,EURO 5,140
Mercedes EQA 250+ 190 BG AMG+,SUV,SUV,C,Mercedes-Benz,EQA,Eqa 250+,AMG+,2024,Almanya,Elektrik,Elektrik,BEV (Elektrikli),Elektrik,Elektrik,Elektrik,Elektrik,140,70.5 kW/sa,Lityum Iyon,Otomatik,Şanzıman Bulunmuyor,Şanzıman Bulunmuyor,61.0,190,385,160,8.6,Onden Cekisli,Var,68.0,54.0,4463,1834,1620,2045,340,1320,235/55 R18,18,55%,235,5,LED,Var,5,Deri & Kumas,Elektronik,Elektronik,Otomatik Klima,Var,Var,Var,Var,87.0,7,5,99.0,100.0,9.673,,,,,506,560,AC (7.4 kW) (%10 - %100) 7sa.35dk. | DC (%10 - %80) 32dk.,Emisyon Yok,Emisyon Yok
Mercedes EQA 350 4MATIC 292 BG AMG+ (4x4),SUV,SUV,C,Mercedes-Benz,EQA,Eqa 350 4Matic,AMG+,2024,Almanya,Elektrik,Elektrik,BEV (Elektrikli),Elektrik,Elektrik,Elektrik,Elektrik,215,66.5 kW/sa,Lityum Iyon,Otomatik,Şanzıman Bulunmuyor,Şanzıman Bulunmuyor,73.0,292,520,160,6.0,4x4 Cekisli,Var,74.0,54.0,4463,1834,1620,2105,340,1320,235/50 R19,19,50%,235,5,LED,Var,5,Deri & Kumas,Elektronik,Elektronik,Otomatik Klima,Var,Var,Var,Var,87.0,7,5,78.0,85.0,32.300,,,,,421,497,AC (7.4 kW) (%10 - %100) 6sa.30dk. | DC (%10 - %80) 32dk.,Emisyon Yok,Emisyon Yok
Ford Focus HB 1.5 EcoBlue 120 PS Otomatik Trend X,Binek,Hatchback,C,Ford,Focus,Focus Hb,Trend X,"2019, 2020, 2021, 2022",Amerika,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1500,Common Rail Direkt Enjeksiyon,,,,Otomatik,8F24,8 ileri,76.0,120,300,196,10.2,Onden Cekisli,Var,72.0,64.0,4378,1825,1452,1394,341,1320,205/55 R16,16,55%,205,5,Halojen,Yok,5,Kumas,Manuel,Manuel,Manuel Klima,Yok,Yok,Var,Yok,91.0,6,5,72.0,63.0,6.314,4.65,4.90,4.10,47,,,,EURO 6.2,115
Ford Focus HB 1.5 EcoBlue 120 PS Otomatik Titanium,Binek,Hatchback,C,Ford,Focus,Focus Hb,Titanium,"2019, 2020, 2021, 2022, 2023",Amerika,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1500,Common Rail Direkt Enjeksiyon,,,,Otomatik,8F24,8 ileri,76.0,120,300,196,10.2,Onden Cekisli,Var,76.0,64.0,4378,1825,1452,1394,341,1320,215/50 R17,17,50%,215,5,LED,Var,5,Kumaş,Elektronik,Elektronik,Otomatik Klima,Var,Var,Var,Var,91.0,6,5,71.0,63.0,6.314,4.65,4.90,4.10,47,,,,EURO 6.2,115
Ford Focus HB 1.5 EcoBlue 120 PS Otomatik ST-Line,Binek,Hatchback,C,Ford,Focus,Focus Hb,ST-Line,"2019, 2020, 2021, 2022, 2023",Amerika,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1500,Common Rail Direkt Enjeksiyon,,,,Otomatik,8F24,8 ileri,76.0,120,300,196,10.2,Onden Cekisli,Var,81.0,64.0,4378,1825,1452,1394,341,1320,235/40 R18,18,40%,235,5,LED,Var,5,Kumaş & Deri,Elektronik,Elektronik,Otomatik Klima,Var,Var,Var,Var,91.0,6,5,70.0,63.0,6.314,4.65,4.90,4.10,47,,,,EURO 6.2,115
Ford Focus HB 1.5 TDCi 120 PS Otomatik Trend X,Binek,Hatchback,C,Ford,Focus,Focus Hb,Trend X,2018,Amerika,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1500,Common Rail Direkt Enjeksiyon,,,,Otomatik,8F24,8 ileri,76.0,120,300,196,10.2,Onden Cekisli,Var,72.0,64.0,4378,1825,1452,1394,341,1320,205/55 R16,16,55%,205,5,Halojen,Yok,5,Kumas,Elektronik,Elektronik,Manuel Klima,Var,Yok,Var,Var,91.0,6,5,75.0,63.0,3.661,4.65,4.90,4.10,47,,,,EURO 6.2,115
Ford Focus HB 1.5 TDCi 120 PS Otomatik Titanium,Binek,Hatchback,C,Ford,Focus,Focus Hb,Titanium,2018,Amerika,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1500,Common Rail Direkt Enjeksiyon,,,,Otomatik,8F24,8 ileri,76.0,120,300,196,10.2,Onden Cekisli,Var,76.0,64.0,4378,1825,1452,1394,341,1320,215/50 R17,17,50%,215,5,LED,Var,5,Kumas,Elektronik,Elektronik,Otomatik Klima,Var,Var,Var,Var,91.0,6,5,73.0,63.0,3.661,4.65,4.90,4.10,47,,,,EURO 6.2,115
Ford Focus HB 1.5 TDCi 120 PS Otomatik ST-Line,Binek,Hatchback,C,Ford,Focus,Focus Hb,ST-Line,2018,Amerika,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1500,Common Rail Direkt Enjeksiyon,,,,Otomatik,8F24,8 ileri,76.0,120,300,196,10.2,Onden Cekisli,Var,81.0,64.0,4378,1825,1452,1394,341,1320,235/40 R18,18,40%,235,5,Halojen,Yok,5,Kumas,Elektronik,Elektronik,Otomatik Klima,Var,Var,Var,Var,91.0,6,5,72.0,63.0,3.661,4.65,4.90,4.10,47,,,,EURO 6.2,115
Ford Focus HB 1.5 EcoBlue 120 PS Trend X,Binek,Hatchback,C,Ford,Focus,Focus Hb,Trend X,"2019, 2020, 2021",Amerika,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1500,Common Rail Direkt Enjeksiyon,,,,Manuel,Manuel,6 ileri,76.0,120,300,199,10.0,Onden Cekisli,Var,71.0,64.0,4378,1825,1452,1363,341,1320,205/55 R16,16,55%,205,5,Halojen,Yok,5,Kumas,Manuel,Manuel,Manuel Klima,Yok,Yok,Var,Yok,90.0,6,5,91.0,93.0,6.314,3.67,3.90,3.20,47,,,,EURO 6.2,90
Ford Focus HB 1.5 EcoBlue 120 PS Titanium,Binek,Hatchback,C,Ford,Focus,Focus Hb,Titanium,"2019, 2020",Amerika,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1500,Common Rail Direkt Enjeksiyon,,,,Manuel,Manuel,6 ileri,76.0,120,300,199,10.0,Onden Cekisli,Var,75.0,64.0,4378,1825,1452,1363,341,1320,215/50 R17,17,50%,215,5,LED,Var,5,Kumaş,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,90.0,6,5,89.0,93.0,6.314,3.67,3.90,3.20,47,,,,EURO 6.2,90
Ford Focus HB 1.5 TDCi 120 PS Trend X,Binek,Hatchback,C,Ford,Focus,Focus Hb,Trend X,2018,Amerika,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1500,Common Rail Direkt Enjeksiyon,,,,Manuel,Manuel,6 ileri,76.0,120,300,199,10.0,Onden Cekisli,Var,71.0,64.0,4378,1825,1452,1363,341,1320,205/55 R16,16,55%,205,5,Halojen,Yok,5,Kumas,Manuel,Manuel,Manuel Klima,Var,Yok,Var,Var,90.0,6,5,93.0,93.0,3.661,3.67,3.90,3.20,47,,,,EURO 6.2,90
Ford Focus HB 1.5 TDCi 120 PS Titanium,Binek,Hatchback,C,Ford,Focus,Focus Hb,Titanium,2018,Amerika,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1500,Common Rail Direkt Enjeksiyon,,,,Manuel,Manuel,6 ileri,76.0,120,300,199,10.0,Onden Cekisli,Var,75.0,64.0,4378,1825,1452,1363,341,1320,215/50 R17,17,50%,215,5,LED,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,90.0,6,5,92.0,93.0,3.661,3.67,3.90,3.20,47,,,,EURO 6.2,90
Ford Focus HB 1.0 mHEV EcoBoost 125 PS Otomatik Active,Binek,Hatchback,C,Ford,Focus,Focus Hb,Active,"2022, 2023",Amerika,Fosil Yakıt,Benzin & Elektrik,MHEV (Yari Hibrit Sistem),Turbo,3,1000,Direkt Enjeksiyon,,,,Otomatik,7G-DCT (YO),7 ileri,78.0,125,210,208,8.4,Onden Cekisli,Var,80.0,66.0,4397,1848,1452,1451,358,1320,215/50 R17,17,50%,215,5,LED,Var,5,Kumaş,Elektronik,Elektronik,Otomatik Klima,Var,Var,Var,Var,92.0,6,5,74.0,70.0,4.834,5.58,6.00,4.80,52,,,,EURO 6.2,131
Ford Focus HB 1.0 mHEV EcoBoost 125 PS Otomatik Titanium,Binek,Hatchback,C,Ford,Focus,Focus Hb,Titanium,"2022, 2023",Amerika,Fosil Yakıt,Benzin & Elektrik,MHEV (Yari Hibrit Sistem),Turbo,3,1000,Direkt Enjeksiyon,,,,Otomatik,7G-DCT (YO),7 ileri,78.0,125,210,208,8.4,Onden Cekisli,Var,80.0,66.0,4397,1848,1452,1451,358,1320,215/50 R17,17,50%,215,5,LED,Var,5,Kumas,Elektronik,Elektronik,Otomatik Klima,Var,Var,Var,Var,92.0,6,5,74.0,70.0,4.834,5.58,6.00,4.80,52,,,,EURO 6.2,131
Ford Focus HB 1.0 mHEV EcoBoost 125 PS Otomatik ST-Line,Binek,Hatchback,C,Ford,Focus,Focus Hb,ST Line,"2022, 2023",Amerika,Fosil Yakıt,Benzin & Elektrik,MHEV (Yari Hibrit Sistem),Turbo,3,1000,Direkt Enjeksiyon,,,,Otomatik,7G-DCT (YO),7 ileri,78.0,125,210,208,8.4,Onden Cekisli,Var,85.0,66.0,4397,1848,1452,1451,358,1320,235/40 R18,18,40%,235,5,LED,Var,5,Kumaş & Deri,Elektronik,Elektronik,Otomatik Klima,Var,Var,Var,Var,92.0,6,5,73.0,70.0,4.834,5.58,6.00,4.80,52,,,,EURO 6.2,131
Ford Focus HB 1.5 Ti-VCT 123 PS Otomatik Titanium,Binek,Hatchback,C,Ford,Focus,Focus Hb,Titanium,"2018, 2019, 2020",Amerika,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,4,1500,Common Rail Direkt Enjeksiyon,,,,Otomatik,6F15,6 ileri,66.0,123,150,194,12.4,Onden Cekisli,Var,74.0,64.0,4378,1825,1452,1336,341,1320,215/50 R17,17,50%,215,5,LED,Var,5,Kumaş,Elektronik,Elektronik,Otomatik Klima,Var,Var,Var,Var,90.0,6,5,65.0,63.0,6.314,7.37,9.10,5.10,52,,,,EURO 6.2,150
Ford Focus HB 1.0 EcoBoost 125 PS Otomatik ST-Line,Binek,Hatchback,C,Ford,Focus,Focus Hb,ST-Line,"2018, 2019, 2020",Amerika,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Turbo,3,999,Direkt Enjeksiyon,,,,Otomatik,8F24,8 ileri,69.0,125,170,195,11.1,Onden Cekisli,Var,80.0,64.0,4378,1825,1452,1371,341,1320,235/40 R18,18,40%,235,5,LED,Var,5,Kumaş & Deri,Elektronik,Elektronik,Otomatik Klima,Var,Var,Var,Var,90.0,6,5,73.0,70.0,3.372,6.32,7.30,4.90,52,,,,EURO 6.2,131
Ford Focus HB 1.5 Ti-VCT 123 PS Titanium,Binek,Hatchback,C,Ford,Focus,Focus Hb,Titanium,"2018, 2019, 2020",Amerika,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,4,1500,Common Rail Direkt Enjeksiyon,,,,Manuel,Manuel,6 ileri,67.0,123,150,196,11.2,Onden Cekisli,Var,72.0,64.0,4378,1825,1452,1308,341,1320,215/50 R17,17,50%,215,5,LED,Var,5,Kumaş,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,89.0,6,5,83.0,93.0,6.314,6.59,8.10,4.60,52,,,,EURO 6.2,134
Toyota Corolla Cross Hybrid 1.8 140 BG e-CVT Flame,SUV,SUV,C,Toyota,Corolla Cross,Corolla Cross,Flame,2024,Japonya,Fosil Yakıt,Benzin & Elektrik,HEV (Benzinli & Elektrikli),Atmosferik,4,1798,Cok Noktadan Enjeksiyon,,,,Otomatik,e-CVT,Kademesiz,70.0,140,327,170,10.0,Onden Cekisli,Var,75.0,73.0,4446,1825,1620,1490,403,1321,225/50 R18,18,50%,225,5,LED,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,91.0,8,5,71.0,61.0,1.207,4.74,4.80,4.40,43,,,,EURO 6.2,#BAŞV!
Toyota Corolla Cross Hybrid 1.8 140 BG e-CVT Flame X-Pack,SUV,SUV,C,Toyota,Corolla Cross,Corolla Cross,Flame X-Pack,2024,Japonya,Fosil Yakıt,Benzin & Elektrik,HEV (Benzinli & Elektrikli),Atmosferik,4,1798,Cok Noktadan Enjeksiyon,,,,Otomatik,e-CVT,Kademesiz,70.0,140,327,170,10.0,Onden Cekisli,Var,75.0,73.0,4446,1825,1620,1490,403,1321,225/50 R18,18,50%,225,5,LED,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,91.0,8,5,71.0,61.0,1.207,4.74,4.80,4.40,43,,,,EURO 6.2,#BAŞV!
Toyota Corolla Cross Hybrid 1.8 140 BG e-CVT Passion,SUV,SUV,C,Toyota,Corolla Cross,Corolla Cross,Passion,2024,Japonya,Fosil Yakıt,Benzin & Elektrik,HEV (Benzinli & Elektrikli),Atmosferik,4,1798,Cok Noktadan Enjeksiyon,,,,Otomatik,e-CVT,Kademesiz,70.0,140,327,170,10.0,Onden Cekisli,Var,75.0,73.0,4446,1825,1620,1490,403,1321,225/50 R18,18,50%,225,5,LED,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,91.0,8,5,71.0,61.0,1.207,4.74,4.80,4.40,43,,,,EURO 6.2,#BAŞV!
Toyota Corolla Cross Hybrid 1.8 140 BG e-CVT Passion X-Pack,SUV,SUV,C,Toyota,Corolla Cross,Corolla Cross,Passion X-Pack,2024,Japonya,Fosil Yakıt,Benzin & Elektrik,HEV (Benzinli & Elektrikli),Atmosferik,4,1798,Cok Noktadan Enjeksiyon,,,,Otomatik,e-CVT,Kademesiz,70.0,140,327,170,10.0,Onden Cekisli,Var,75.0,73.0,4446,1825,1620,1490,403,1321,225/50 R18,18,50%,225,5,LED,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,91.0,8,5,71.0,61.0,1.207,4.74,4.80,4.40,43,,,,EURO 6.2,#BAŞV!
Peugeot 308 1.2 PureTech 130 HP EAT8 Active Prime,Binek,Hatchback,C,Peugeot,308,308,Active Prime,2022,Fransa,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Turbo,3,1199,Direkt Enjeksiyon,,,,Otomatik,EAT8,8 ileri,73.0,130,230,210,9.7,Onden Cekisli,Var,72.0,63.0,4367,1852,1441,1291,412,1323,225/45 R17,17,45%,225,5,LED,Var,5,Kumas,Elektronik,Elektronik,Otomatik Klima,Var,Var,Var,Var,77.0,6,4,74.0,69.0,4.834,5.43,6.00,4.50,52,,,,EURO 6.2,#BAŞV!
Peugeot 308 1.2 PureTech 130 HP EAT8 Allure,Binek,Hatchback,C,Peugeot,308,308,Allure,2022,Fransa,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Turbo,3,1199,Direkt Enjeksiyon,,,,Otomatik,EAT8,8 ileri,73.0,130,230,210,9.7,Onden Cekisli,Var,72.0,63.0,4367,1852,1441,1291,412,1323,225/45 R17,17,45%,225,5,LED,Var,5,Kumas,Elektronik,Elektronik,Otomatik Klima,Var,Var,Var,Var,77.0,6,4,74.0,69.0,4.834,5.43,6.00,4.50,52,,,,EURO 6.2,#BAŞV!
Peugeot 308 1.2 PureTech 130 HP EAT8 GT,Binek,Hatchback,C,Peugeot,308,308,GT,2022,Fransa,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Turbo,3,1199,Direkt Enjeksiyon,,,,Otomatik,EAT8,8 ileri,73.0,130,230,210,9.7,Onden Cekisli,Var,75.0,63.0,4367,1852,1441,1291,412,1323,225/40 R18,18,40%,225,5,LED,Var,5,Kumas,Elektronik,Elektronik,Otomatik Klima,Var,Var,Var,Var,77.0,6,4,72.0,69.0,4.834,5.43,6.00,4.50,52,,,,EURO 6.2,#BAŞV!
BYD Dolphin 204 HP Comfort,Binek,Hatchback,B,BYD,Dolphin,Dolphin,Comfort,2025,Cin,Elektrik,Elektrik,BEV (Elektrikli),Elektrik,Elektrik,Elektrik,Elektrik,150,60.4 kW/sa,BYD Blade Batarya (LFP),Otomatik,Şanzıman Bulunmuyor,Şanzıman Bulunmuyor,100.0,204,310,160,7.0,Onden Cekisli,Var,93.0,86.0,4290,1770,1570,1658,364,1329,205/50 R17,17,50%,205,5,LED,Var,5,Kumas,Elektronik,Elektronik,Otomatik Klima,Var,Var,Var,Var,99.0,7,5,61.0,50.0,9.673,,,,,427,559,AC (11 kW) (%0 - %100) 6sa.12dk. | DC (110 kW) (%10 - %80) 36dk. | DC (110 kW) (%30 - %80) 26dk.,Emisyon Yok,Emisyon Yok
BYD Dolphin 204 HP Design,Binek,Hatchback,B,BYD,Dolphin,Dolphin,Design,2025,Cin,Elektrik,Elektrik,BEV (Elektrikli),Elektrik,Elektrik,Elektrik,Elektrik,150,60.4 kW/sa,BYD Blade Batarya (LFP),Otomatik,Şanzıman Bulunmuyor,Şanzıman Bulunmuyor,100.0,204,310,160,7.0,Onden Cekisli,Var,93.0,86.0,4290,1770,1570,1658,364,1329,205/50 R17,17,50%,205,5,LED,Var,5,Kumas,Elektronik,Elektronik,Otomatik Klima,Var,Var,Var,Var,99.0,7,5,61.0,50.0,9.673,,,,,427,559,AC (11 kW) (%0 - %100) 6sa.12dk. | DC (110 kW) (%10 - %80) 36dk. | DC (110 kW) (%30 - %80) 26dk.,Emisyon Yok,Emisyon Yok
Renault Megane E-Tech 220 HP Iconic,SUV,Crossover,C,Renault,Megane E-Tech,Megane E-Tech,Iconic,2024,Fransa,Elektrik,Elektrik,BEV (Elektrikli),Elektrik,Elektrik,Elektrik,Elektrik,160,60 kW/sa,Lityum Iyon,Otomatik,Şanzıman Bulunmuyor,Şanzıman Bulunmuyor,50.0,220,300,160,7.4,Onden Cekisli,Var,56.0,50.0,4200,1768,1505,1708,440,1332,215/45 R20,20,45%,215,5,LED,Var,5,Kumas,Elektronik,Elektronik,Otomatik Klima,Var,Var,Var,Var,90.0,7,5,90.0,100.0,13.487,,,,,450,470,AC (22 kW) (%0 - %80) 2sa.25dk. | AC (7.4 kW) (%0 - %80) 7sa.24dk. | DC (130 kW) (%0 - %80) 42dk.,Emisyon Yok,Emisyon Yok
Renault Megane E-Tech 220 HP Techno,SUV,Crossover,C,Renault,Megane E-Tech,Megane E-Tech,Techno,2024,Fransa,Elektrik,Elektrik,BEV (Elektrikli),Elektrik,Elektrik,Elektrik,Elektrik,160,60 kW/sa,Lityum Iyon,Otomatik,Şanzıman Bulunmuyor,Şanzıman Bulunmuyor,50.0,220,300,160,7.4,Onden Cekisli,Var,56.0,50.0,4200,1768,1505,1708,440,1332,215/45 R20,20,45%,215,5,LED,Var,5,Kumas,Elektronik,Elektronik,Otomatik Klima,Var,Var,Var,Var,90.0,7,5,89.0,100.0,13.487,,,,,450,470,AC (22 kW) (%0 - %80) 2sa.25dk. | AC (7.4 kW) (%0 - %80) 7sa.24dk. | DC (130 kW) (%0 - %80) 42dk.,Emisyon Yok,Emisyon Yok
Peugeot 301 1.6L HDi 92 HP Access,Binek,Sedan,B,Peugeot,301,301 1.6L,Access,2014,Fransa,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1560,Common Rail Direkt Enjeksiyon,,,,Manuel,Manuel,5 ileri,79.0,92,230,180,11.2,Onden Cekisli,Var,67.0,68.0,4442,1785,1466,1090,640,1332,185/65 R15,15,65%,185,5,Halojen,Yok,5,Kumas,Manuel,Manuel,Manuel Klima,Yok,Yok,Yok,Yok,65.0,2,3,89.0,90.0,3.661,4.55,4.90,3.90,50,,,,EURO 5,112
Peugeot 301 1.6L HDi 92 HP Active,Binek,Sedan,B,Peugeot,301,301 1.6L,Active,2014,Fransa,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1560,Common Rail Direkt Enjeksiyon,,,,Manuel,Manuel,5 ileri,79.0,92,230,180,11.2,Onden Cekisli,Var,67.0,68.0,4442,1785,1466,1090,640,1332,185/65 R15,15,65%,185,5,Halojen,Yok,5,Kumas,Manuel,Manuel,Manuel Klima,Yok,Yok,Yok,Yok,65.0,2,3,89.0,90.0,3.661,4.55,4.90,3.90,50,,,,EURO 5,112
