BASLIK;MARKA;MODEL;TEMEL OZELLIKLER - Seri;TEMEL OZELLIKLER - Donanim Paketi;TEMEL OZELLIKLER - Model Yillari;TEMEL OZELLIKLER - Ait Oldugu Ulke;TEMEL OZELLIKLER - Yakit Turu;TEMEL OZELLIKLER - Arac Turu;TEMEL OZELLIKLER - Govde Tipi;TEMEL OZELLIKLER - Segment;TEMEL OZELLIKLER - Motor Tipi;TEMEL OZELLIKLER - Yakit Tipi;MOTOR (Icten Yanmali) - Besleme Tipi;MOTOR (Icten Yanmali) - Silindir Adedi;MOTOR (Icten Yanmali) - Silindir Hacmi;MOTOR (Icten Yanmali) - Yakit Puskurtme;MOTOR (Elektrikli) - Batarya Kapasitesi;MOTOR (Elektrikli) - Batarya Tipi;MOTOR (Elektrikli) - Menzil (WLTP - Birlesik);MOTOR (Elektrikli) - Menzil (WLTP - Sehir Ici);MOTOR (Elektrikli) - Motor Gucu;MOTOR (Elektrikli) - Ortalama Tuketim (Elk.);MOTOR (Elektrikli) - Sarj Suresi;EKONOMI - MTV;PERFORMANS - Azami Hiz;PERFORMANS - Azami Tork;PERFORMANS - Beygir Gucu;PERFORMANS - 0 - 100 Km Hizlanma;AGIRLIK & OLCULER - Agirlik;AGIRLIK & OLCULER - Genislik;AGIRLIK & OLCULER - Uzunluk;AGIRLIK & OLCULER - Yukseklik;BAGAJ OZELLIKLERI - Bagaj Hacmi (5 Koltuk);BAGAJ OZELLIKLERI - Bagaj Hacmi (2 Koltuk);DIS GOVDE - Kapi Sayisi;LASTIK & JANT - Lastik Ebatlari;LASTIK & JANT - Taban Genisligi;LASTIK & JANT - Kesit Orani;LASTIK & JANT - Jant Capi;SANZIMAN & CEKIS SISTEMI - Cekis;SANZIMAN & CEKIS SISTEMI - Cekis Kontrol Sistemi;SANZIMAN & CEKIS SISTEMI - Sanziman Turu;SANZIMAN & CEKIS SISTEMI - Sanziman Kademesi;SANZIMAN & CEKIS SISTEMI - Sanziman Modeli;YAKIT TUKETIMI & EMISYON - Emisyon Standardi;YAKIT TUKETIMI & EMISYON - Ortalama Emisyon;YAKIT TUKETIMI & EMISYON - Ortalama Y.Tuketimi (100 km);YAKIT TUKETIMI & EMISYON - Sehir Disi Tuketim (100 km);YAKIT TUKETIMI & EMISYON - Sehir Ici Tuketim (100 km);YAKIT TUKETIMI & EMISYON - Yakit Kapasitesi (lt);YOLCU EMNIYETI - Hava Yastigi Adedi;YOLCU EMNIYETI - NCAP/ANCAP Adedi;GOSTERGELER & SENSORLER - Far Sensoru;GOSTERGELER & SENSORLER - Lastik Basinc Sensoru;GOSTERGELER & SENSORLER - Park Sensoru & Yardimi;GOSTERGELER & SENSORLER - Yagmur Sensoru;ISITMA & SOGUTMA - Klima;KOLTUKLAR & IC DOSEME - Koltuk Dosemesi Tipi;KOLTUKLAR & IC DOSEME - Koltuk Sayisi;KOLTUKLAR & IC DOSEME - Surucu Koltugu Ayarlari;KOLTUKLAR & IC DOSEME - On Yolcu Koltugu Ayarlari;LAMBALAR & AYDINLATMA - Far Tipi;LAMBALAR & AYDINLATMA - Sis Farlari
Citroen Grand C4 Picasso 1.6 BlueHDi 120 HP EAT6 Intensive (7 Koltuk);Citroen;Grand C4 Picasso;Grand C4 Picasso;Intensive;2015;Fransa;Fosil Yakıt;SUV;MPV;C;Icten Yanmali (Standart);Dizel;Degisken Geometrili Turbo;4;1560;Common Rail Direkt Enjeksiyon;;;;;;;;3661;188;270;120;11,5;1320;1800;4590;1630;793;Koltuklar Katlanmıyor;5;205/55 R17;205;55%;17;Onden Cekisli;Var;Otomatik;6 ileri;EAT6;EURO 5;105;4,34;3,8;4,6;55;6;5;Var;Yok;Var;Var;Otomatik Klima;Kumas;7;Manuel;Manuel; LED; Var
Citroen Grand C4 Picasso 1.6 BlueHDi 120 HP EAT6 Intensive;Citroen;Grand C4 Picasso;Grand C4 Picasso;Intensive;2016, 2017;Fransa;Fosil Yakıt;SUV;MPV;C;Icten Yanmali (Standart);Dizel;Degisken Geometrili Turbo;4;1560;Common Rail Direkt Enjeksiyon;;;;;;;;3661;188;300;120;11,5;1320;1800;4590;1630;793;Koltuklar Katlanmıyor;5;205/55 R17;205;55%;17;Onden Cekisli;Var;Otomatik;6 ileri;EAT6;EURO 6;105;4,34;3,8;4,6;55;6;5;Var;Var;Var;Var;Otomatik Klima;Kumas;7;Manuel;Manuel; LED; Var
Ford Grand C-Max 1.5 EB 182 PS Otomatik Titanium;Ford;Grand C-Max;C-Max;Titanium;2015;Amerika;Fosil Yakıt;SUV;MPV;C;Icten Yanmali (Standart);Benzin;Turbo;4;1498;Cok Noktadan Enjeksiyon;;;;;;;;3661;211;240;182;9,5;1507;1828;4519;1694;800;1787;5;205/55 R16;205;55%;16;Onden Cekisli;Var;Otomatik;6 ileri;PowerShift (YO);EURO 5;154;7,58;5,4;9,2;60;6;5;Var;Var;Var;Var;Otomatik Klima;Kumas;7;Manuel;Manuel; LED; Var
Ford Grand C-Max 1.5 TDCi 120 PS Titanium;Ford;Grand C-Max;C-Max;Titanium;2015, 2016, 2017;Amerika;Fosil Yakıt;SUV;MPV;C;Icten Yanmali (Standart);Dizel;Turbo;4;1499;Common Rail Direkt Enjeksiyon;;;;;;;;3661;180;270;120;12,3;1501;1828;4519;1694;800;1787;5;205/55 R16;205;55%;16;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 5;118;4,86;4,1;5,3;60;6;5;Var;Var;Var;Var;Otomatik Klima;Kumas;7;Manuel;Manuel; Halojen; Var
Ford Grand C-Max 1.5 EcoBoost 182 PS Otomatik Titanium;Ford;Grand C-Max;C-Max;Titanium;2016, 2017;Amerika;Fosil Yakıt;SUV;MPV;C;Icten Yanmali (Standart);Benzin;Turbo;4;1498;Cok Noktadan Enjeksiyon;;;;;;;;3661;211;240;182;9,5;1507;1828;4519;1694;800;1787;5;205/55 R16;205;55%;16;Onden Cekisli;Var;Otomatik;6 ileri;6F35;EURO 6;154;7,58;5,4;9,2;60;6;5;Var;Var;Var;Var;Otomatik Klima;Kumas;7;Manuel;Manuel; LED; Var
Ford Grand C-Max 1.5 TDCi 120 PS PowerShift Titanium;Ford;Grand C-Max;C-Max;Titanium;2016, 2017, 2018;Amerika;Fosil Yakıt;SUV;MPV;C;Icten Yanmali (Standart);Dizel;Turbo;4;1499;Common Rail Direkt Enjeksiyon;;;;;;;;3661;178;300;120;13,4;1532;1828;4519;1694;800;1787;5;205/55 R16;205;55%;16;Onden Cekisli;Var;Otomatik;6 ileri;PowerShift (YO);EURO 6;119;4,85;4,3;5,1;60;6;5;Var;Var;Var;Var;Otomatik Klima;Kumas;7;Manuel;Manuel; Halojen; Var
Ford Grand C-Max 1.6 TDCi 115 PS Titanium;Ford;Grand C-Max;Grand C-Max;Titanium;2014;Amerika;Fosil Yakıt;SUV;MPV;C;Icten Yanmali (Standart);Dizel;Turbo;4;1560;Common Rail Direkt Enjeksiyon;;;;;;;;3661;180;270;115;12,3;1504;2067;4520;1698;79;1706;5;205/55 R16;205;55%;16;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 5;124;5,07;4,3;5,5;60;6;5;Var;Var;Yok;Var;Otomatik Klima;Kumas;7;Manuel;Manuel; Halojen; Var
Suzuki Grand Vitara 1.9 129 HP JLX-ES (4x4);Suzuki;Grand Vitara;Grand Vitara;JLX-ES;2014;Japonya;Fosil Yakıt;SUV;SUV;B;Icten Yanmali (Standart);Dizel;Turbo;4;1870;Common Rail Direkt Enjeksiyon;;;;;;;;10613;170;300;129;12,7;1735;1810;4500;1695;398;758;5;225/70 R17;225;70%;17;4x4 Cekisli;Yok;Manuel;5 ileri;Manuel;EURO 5;174;7,13;6;7,8;66;6;4;Yok;Yok;Yok;Yok;Otomatik Klima;Kumas;5;Manuel;Manuel; Halojen; Var
Opel Grandland X 1.2 130 HP Excellence;Opel;Grandland X;Grandland X;Excellence;2017, 2018;Almanya;Fosil Yakıt;SUV;SUV;C;Icten Yanmali (Standart);Benzin;Turbo;3;1199;Direkt Enjeksiyon;;;;;;;;1882;188;230;130;11,1;1350;1856;4477;1609;514;Koltuklar Katlanmıyor;5;225/55 R18;225;55%;18;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 6;124;5,84;4,9;6,4;53;6;5;Var;Var;Var;Var;Otomatik Klima;Kumas;5;Manuel;Manuel; LED; Var
Opel Grandland X 1.2 130 HP Otomatik Excellence;Opel;Grandland X;Grandland X;Excellence;2017, 2018;Almanya;Fosil Yakıt;SUV;SUV;C;Icten Yanmali (Standart);Benzin;Turbo;3;1199;Direkt Enjeksiyon;;;;;;;;1882;188;230;130;10,9;1370;1856;4477;1609;514;1652;5;225/55 R18;225;55%;18;Onden Cekisli;Var;Otomatik;6 ileri;Aisin;EURO 6;127;5,84;4,9;6,4;53;6;5;Var;Var;Var;Var;Otomatik Klima;Kumas;5;Manuel;Manuel; LED; Var
Opel Grandland X 1.6 Dizel 120 HP Excellence;Opel;Grandland X;Grandland X;Excellence;2017, 2018;Almanya;Fosil Yakıt;SUV;SUV;C;Icten Yanmali (Standart);Dizel;Turbo;4;1560;Common Rail Direkt Enjeksiyon;;;;;;;;3661;189;300;120;11,8;1392;1856;4477;1609;514;1652;5;225/55 R18;225;55%;18;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 6;111;4,55;3,9;4,9;53;6;5;Var;Var;Var;Var;Otomatik Klima;Kumas;5;Manuel;Manuel; LED; Var
Opel Grandland X 1.6 Dizel 120 HP Otomatik Excellence;Opel;Grandland X;Grandland X;Excellence;2017, 2018;Almanya;Fosil Yakıt;SUV;SUV;C;Icten Yanmali (Standart);Dizel;Turbo;4;1560;Common Rail Direkt Enjeksiyon;;;;;;;;3661;189;300;120;11,8;1430;1856;4477;1609;514;1652;5;225/55 R18;225;55%;18;Onden Cekisli;Var;Otomatik;6 ileri;Aisin;EURO 6;118;4,8;4,2;5,1;53;6;5;Var;Var;Var;Var;Otomatik Klima;Kumas;5;Manuel;Manuel; LED; Var
Opel Grandland X 1.2 130 HP Otomatik Ultimate;Opel;Grandland X;Grandland X;Ultimate;2018;Almanya;Fosil Yakıt;SUV;SUV;C;Icten Yanmali (Standart);Benzin;Turbo;3;1199;Direkt Enjeksiyon;;;;;;;;1882;188;230;130;10,9;1370;1856;4477;1609;514;1652;5;235/50 R19;235;50%;19;Onden Cekisli;Var;Otomatik;6 ileri;Aisin;EURO 6;127;5,84;4,9;6,4;53;6;5;Var;Var;Var;Var;Otomatik Klima;Kumas;5;Manuel;Manuel; LED; Var
Opel Grandland X 1.6 Dizel 120 HP Otomatik Ultimate;Opel;Grandland X;Grandland X;Ultimate;2018;Almanya;Fosil Yakıt;SUV;SUV;C;Icten Yanmali (Standart);Dizel;Turbo;4;1560;Common Rail Direkt Enjeksiyon;;;;;;;;3661;189;300;120;11,8;1430;1856;4477;1609;514;1652;5;235/50 R19;235;50%;19;Onden Cekisli;Var;Otomatik;6 ileri;Aisin;EURO 6;118;4,8;4,2;5,1;53;6;5;Var;Var;Var;Var;Otomatik Klima;Kumas;5;Manuel;Manuel; LED; Var
Toyota GT 86 2.0 200 PS;Toyota;Gt;GT 86;Standart;2015;Japonya;Fosil Yakıt;Binek;Coupe;S;Icten Yanmali (Standart);Benzin;Turbo;4;1998;D-4S Dogrudan Enjeksiyon;;;;;;;;10613;226;205;200;7,6;1240;1775;4240;1285;218;243;3;215/45 R17;215;45%;17;Arkadan Itisli;Var;Manuel;6 ileri;Manuel;EURO 5;184;8,71;6,4;10,4;50;7;5;Var;Var;Yok;Yok;Otomatik Klima;Deri;4;Manuel;Manuel; LED; Var
Toyota GT 86 2.0 200 PS Otomatik;Toyota;Gt;GT 86;Standart;2015;Japonya;Fosil Yakıt;Binek;Coupe;S;Icten Yanmali (Standart);Benzin;Turbo;4;1998;D-4S Dogrudan Enjeksiyon;;;;;;;;10613;210;205;200;8,2;1265;1775;4240;1285;218;243;3;215/45 R17;215;45%;17;Arkadan Itisli;Var;Otomatik;6 ileri;A960E;EURO 5;164;7,94;5,7;9,6;50;7;5;Var;Var;Yok;Yok;Otomatik Klima;Deri;4;Manuel;Manuel; LED; Var
Toyota Hilux 2.4 Dizel 150 PS Adventure;Toyota;Hilux;Hilux;Adventure;2018;Japonya;Fosil Yakıt;Pick-Up;Pick-Up;Pick-Up;Icten Yanmali (Standart);Dizel;Turbo;4;2393;Common Rail Direkt Enjeksiyon;;;;;;;;17549;175;400;150;12,8;2025;1855;5330;1815;1031;Koltuklar Katlanmıyor;5;265/60 R18;265;60%;18;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 6;177;7,24;6,1;7,9;80;7;3;Var;Var;Var;Yok;Otomatik Klima;Kumas;5;Manuel;Manuel; LED; Var
Toyota Hilux 2.4 Dizel 150 PS Adventure (4x4);Toyota;Hilux;Hilux;Adventure;2018;Japonya;Fosil Yakıt;Pick-Up;Pick-Up;Pick-Up;Icten Yanmali (Standart);Dizel;Turbo;4;2393;Common Rail Direkt Enjeksiyon;;;;;;;;17549;170;400;150;12,8;2165;1855;5330;1815;1031;Koltuklar Katlanmıyor;5;265/60 R18;265;60%;18;4x4 Cekisli;Var;Manuel;6 ileri;Manuel;EURO 6;185;7,5;6,3;8,2;80;7;3;Var;Var;Var;Yok;Otomatik Klima;Kumas;5;Manuel;Manuel; LED; Var
Toyota Hilux 2.4 Dizel 150 PS Otomatik Adventure;Toyota;Hilux;Hilux;Adventure;2018;Japonya;Fosil Yakıt;Pick-Up;Pick-Up;Pick-Up;Icten Yanmali (Standart);Dizel;Turbo;4;2393;Common Rail Direkt Enjeksiyon;;;;;;;;17549;170;400;150;12,8;2025;1855;5330;1815;1031;Koltuklar Katlanmıyor;5;265/60 R18;265;60%;18;Onden Cekisli;Var;Otomatik;6 ileri;AC60E;EURO 6;204;8,39;6,7;9,5;80;7;3;Var;Var;Var;Yok;Otomatik Klima;Kumas;5;Manuel;Manuel; LED; Var
Toyota Hilux 2.4 Dizel 150 PS Otomatik Hi-Cruiser (4x4);Toyota;Hilux;Hilux;Hi-Cruiser;2018;Japonya;Fosil Yakıt;Pick-Up;Pick-Up;Pick-Up;Icten Yanmali (Standart);Dizel;Turbo;4;2393;Common Rail Direkt Enjeksiyon;;;;;;;;17549;170;400;150;12,8;2180;1855;5330;1815;1031;Koltuklar Katlanmıyor;5;265/60 R18;265;60%;18;4x4 Cekisli;Var;Otomatik;6 ileri;AC60E;EURO 6;204;8,39;6,7;9,5;80;7;3;Var;Var;Var;Yok;Otomatik Klima;Kumas;5;Manuel;Manuel; LED; Var
Honda HR-V 1.5 VTEC 130 PS Elegance;Honda;Hr-V;HR-V;Elegance;2016;Japonya;Fosil Yakıt;SUV;SUV;B;Icten Yanmali (Standart);Benzin;Atmosferik;4;1498;PGM-FI (Direkt Enjeksiyon);;;;;;;;3661;192;155;130;10,2;1312;1772;4294;1605;431;437;5;215/60 R16;215;60%;16;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 6;130;6,11;4,8;7;50;6;5;Var;Var;Var;Var;Otomatik Klima;Kumas;5;Manuel;Manuel; LED; Var
Honda HR-V 1.5 VTEC 130 PS Executive;Honda;Hr-V;HR-V;Executive;2016;Japonya;Fosil Yakıt;SUV;SUV;B;Icten Yanmali (Standart);Benzin;Atmosferik;4;1498;PGM-FI (Direkt Enjeksiyon);;;;;;;;3661;192;155;130;10,7;1312;1772;4294;1605;431;437;5;215/55 R17;215;55%;17;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 6;134;6,21;4,9;7,1;50;6;5;Var;Var;Var;Var;Otomatik Klima;Kumas & Deri;5;Manuel;Manuel; LED; Var
Honda HR-V 1.5 VTEC 130 PS Otomatik Elegance;Honda;Hr-V;HR-V;Elegance;2016;Japonya;Fosil Yakıt;SUV;SUV;B;Icten Yanmali (Standart);Benzin;Atmosferik;4;1498;PGM-FI (Direkt Enjeksiyon);;;;;;;;3661;187;155;130;11,2;1320;1772;4294;1605;431;1533;5;215/60 R16;215;60%;16;Onden Cekisli;Var;Otomatik;Kademesiz;CVT;EURO 6;120;5,53;4,6;6,1;50;6;5;Var;Var;Var;Var;Otomatik Klima;Kumas;5;Manuel;Manuel; LED; Var
Honda HR-V 1.5 VTEC 130 PS Otomatik Executive;Honda;Hr-V;HR-V;Executive;2016, 2017, 2018, 2019, 2020;Japonya;Fosil Yakıt;SUV;SUV;B;Icten Yanmali (Standart);Benzin;Atmosferik;4;1498;PGM-FI (Direkt Enjeksiyon);;;;;;;;3661;187;155;130;11,2;1320;1772;4294;1605;431;1533;5;215/55 R17;215;55%;17;Onden Cekisli;Var;Otomatik;Kademesiz;CVT;EURO 6;120;5,53;4,6;6,1;50;6;5;Var;Var;Var;Var;Otomatik Klima;Kumas & Deri;5;Manuel;Manuel; LED; Var
Honda HR-V 1.5 VTEC 130 PS Premium;Honda;Hr-V;HR-V;Premium;2016;Japonya;Fosil Yakıt;SUV;SUV;B;Icten Yanmali (Standart);Benzin;Atmosferik;4;1498;PGM-FI (Direkt Enjeksiyon);;;;;;;;3661;192;155;130;10,2;1312;1772;4294;1605;431;437;5;215/60 R16;215;60%;16;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 6;130;6,11;4,8;7;50;6;5;Var;Var;Yok;Yok;Otomatik Klima;Kumas;5;Manuel;Manuel; LED; Var
Honda HR-V 1.6 i-DTEC 120 PS Elegance;Honda;Hr-V;HR-V;Elegance;2016;Japonya;Fosil Yakıt;SUV;SUV;B;Icten Yanmali (Standart);Dizel;Turbo;4;1597;Common Rail Direkt Enjeksiyon;;;;;;;;3661;192;300;120;10;1395;1772;4294;1605;431;1533;5;215/60 R16;215;60%;16;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 6;104;4,13;3,8;4,2;50;6;5;Var;Var;Var;Var;Otomatik Klima;Kumas;5;Manuel;Manuel; LED; Var
Honda HR-V 1.6 i-DTEC 120 PS Premium;Honda;Hr-V;HR-V;Premium;2016;Japonya;Fosil Yakıt;SUV;SUV;B;Icten Yanmali (Standart);Dizel;Turbo;4;1597;Common Rail Direkt Enjeksiyon;;;;;;;;3661;192;300;120;10;1395;1772;4294;1605;431;1533;5;215/60 R16;215;60%;16;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 6;104;4,13;3,8;4,2;50;6;5;Var;Var;Yok;Yok;Otomatik Klima;Kumas;5;Manuel;Manuel; LED; Var
Honda HR-V 1.5 VTEC 182 PS Otomatik Sport;Honda;Hr-V;HR-V;Sport;2020;Japonya;Fosil Yakıt;SUV;SUV;B;Icten Yanmali (Standart);Benzin;Turbo;4;1498;PGM-FI (Direkt Enjeksiyon);;;;;;;;6314;200;220;182;8,6;1452;1772;4334;1605;448;1533;5;225/50 R18;225;50%;18;Onden Cekisli;Var;Otomatik;Kademesiz;CVT;EURO 6.2;137;6,58;5,1;7,6;50;8;5;Var;Var;Var;Var;Otomatik Klima; Kumas & Deri;5;Manuel;Manuel; LED; Var
Porsche Cayman 2.7 275 PS;Porsche;Cayman;Cayman;Standart;2016;Almanya;Fosil Yakıt;Binek;Coupe;S;Icten Yanmali (Standart);Benzin;Cift Turbo;6;2706;DFI (Dogrudan Yakit Enjeksiyonu);;;;;;;;26654;266;290;265;5,7;1385;1801;4380;1294;425;Koltuklar Katlanmıyor;3;235/45 R18;235;45%;18;Arkadan Itisli;Var;Manuel;6 ileri;Manuel;EURO 6;195;9,45;6,4;11,8;64;8;Test Edilmemiş;Var;Var;Var;Var;Otomatik Klima;Deri;2;Manuel;Manuel; LED; Var
Hyundai i20 1.4 CVVT Otomatik Elite;Hyundai;I20;i20;Elite;2014;Guney Kore;Fosil Yakıt;Binek;Hatchback;B;Icten Yanmali (Standart);Benzin;Atmosferik;4;1396;Cok Noktadan Enjeksiyon;;;;;;;;3661;170;137;100;12,9;1216;1710;3995;1490;295;1060;5;185/60 R15;185;60%;15;Onden Cekisli;Yok;Otomatik;4 ileri;Tork Konvertörlü;EURO 5;140;6,69;4,8;8,1;45;6;5;Var;Yok;Var;Var;Otomatik Klima;Kumas;5;Manuel;Manuel; Halojen; Var
Hyundai i20 1.0 T-GDI 120 PS DCT Elite Pan Smart;Hyundai;I20;i20;Elite Pan Smart;2018, 2019, 2020;Guney Kore;Fosil Yakıt;Binek;Hatchback;B;Icten Yanmali (Standart);Benzin;Turbo;3;998;Direkt Enjeksiyon;;;;;;;;1882;190;172;120;10,5;1185;1734;4035;1474;301;1017;5;195/55 R16;195;55%;16;Onden Cekisli;Var;Otomatik;7 ileri;DCT (YO);EURO 6;116;5,43;4,6;5,9;50;6;4;Var;Var;Var;Var;Otomatik Klima;Kumas;5;Manuel;Manuel; LED; Var
Hyundai i20 1.0 T-GDI 120 PS DCT Elite Pan Smart Safety;Hyundai;I20;i20;Elite Pan Smart Safety;2018;Guney Kore;Fosil Yakıt;Binek;Hatchback;B;Icten Yanmali (Standart);Benzin;Turbo;3;998;Direkt Enjeksiyon;;;;;;;;1882;190;172;120;10,5;1185;1734;4035;1474;301;1017;5;195/55 R16;195;55%;16;Onden Cekisli;Var;Otomatik;7 ileri;DCT (YO);EURO 6;116;5,43;4,6;5,9;50;6;4;Var;Var;Var;Var;Otomatik Klima;Kumas;5;Manuel;Manuel; LED; Var
BMW i3 170 BG Otomatik;BMW;I3;i3;Standart;2015, 2016, 2017, 2018;Almanya;Elektrik;Binek;Hatchback;Premium C;BEV (Elektrikli);Elektrik;Elektrik;Elektrik;Elektrik;Elektrik;19;Lityum Iyon;190;190;127;12,9;AC (7,4 kW) (%0 - %100) 4 sa | DC (50 kW) (%0 - %80) 30 dk,;3988;150;250;170;7,2;1195;1775;3999;1578;260;1100;5;155/70 R19;155;70%;19;Arkadan Itisli;Var;Reduktor Sanziman;Reduktor Sanziman;Reduktor Sanziman;Emisyon Yok;Emisyon Yok;;;;;8;4;Var;Var;Yok;Var;Otomatik Klima;Kumas;4;Manuel;Manuel; LED; Var
Hyundai i30 1.6 CRDi Elite;Hyundai;I30;i30;Elite;2014;Guney Kore;Fosil Yakıt;Binek;Hatchback;C;Icten Yanmali (Standart);Dizel;Turbo;4;1591;Cok Noktadan Enjeksiyon;;;;;;;;3661;197;260;128;10,9;1365;1780;4300;1470;378;1316;5;205/55 R16;205;55%;16;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 5;114;4,66;3,8;5,2;53;7;5;Var;Var;Var;Var;Otomatik Klima;Kumas & Deri;5;Manuel;Manuel; Halojen; Var
Hyundai i30 1.6 CRDi Otomatik Elite;Hyundai;I30;i30;Elite;2014;Guney Kore;Fosil Yakıt;Binek;Hatchback;C;Icten Yanmali (Standart);Dizel;Turbo;4;1591;Cok Noktadan Enjeksiyon;;;;;;;;3661;190;260;128;11,7;1385;1780;4300;1470;378;1316;5;205/55 R16;205;55%;16;Onden Cekisli;Var;Otomatik;6 ileri; Tork Konvertörlü;EURO 5;145;6,07;4,5;7,2;53;7;5;Var;Var;Var;Var;Otomatik Klima;Kumas & Deri;5;Manuel;Manuel; Halojen; Var
Hyundai i30 1.6 CRDi Otomatik Style;Hyundai;I30;i30;Style;2014;Guney Kore;Fosil Yakıt;Binek;Hatchback;C;Icten Yanmali (Standart);Dizel;Turbo;4;1591;Cok Noktadan Enjeksiyon;;;;;;;;3661;190;260;128;11,7;1385;1780;4300;1470;378;1316;5;205/55 R16;205;55%;16;Onden Cekisli;Var;Otomatik;6 ileri; Tork Konvertörlü;EURO 5;145;6,07;4,5;7,2;53;6;5;Var;Yok;Var;Var;Otomatik Klima;Kumas;5;Manuel;Manuel; Halojen; Var
Hyundai i30 1.6 CRDi Style;Hyundai;I30;i30;Style;2014;Guney Kore;Fosil Yakıt;Binek;Hatchback;C;Icten Yanmali (Standart);Dizel;Turbo;4;1591;Cok Noktadan Enjeksiyon;;;;;;;;3661;197;260;128;10,9;1365;1780;4300;1470;378;1316;5;205/55 R16;205;55%;16;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 5;114;4,66;3,8;5,2;53;6;5;Var;Yok;Var;Var;Otomatik Klima;Kumas;5;Manuel;Manuel; Halojen; Var
Hyundai i30 1.6 GDI Elite;Hyundai;I30;i30;Elite;2014;Guney Kore;Fosil Yakıt;Binek;Hatchback;C;Icten Yanmali (Standart);Benzin;Atmosferik;4;1591;Cok Noktadan Enjeksiyon;;;;;;;;3661;195;164;135;9,9;1268;1780;4300;1470;378;1316;5;205/55 R16;205;55%;16;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 5;139;6,59;4,7;8;53;7;5;Var;Var;Var;Var;Otomatik Klima;Kumas & Deri;5;Manuel;Manuel; Halojen; Var
Hyundai i30 1.6 GDI Otomatik Elite;Hyundai;I30;i30;Elite;2014;Guney Kore;Fosil Yakıt;Binek;Hatchback;C;Icten Yanmali (Standart);Benzin;Atmosferik;4;1591;Cok Noktadan Enjeksiyon;;;;;;;;3661;192;164;135;11;1300;1780;4300;1470;378;1316;5;205/55 R16;205;55%;16;Onden Cekisli;Var;Otomatik;6 ileri; Tork Konvertörlü;EURO 5;157;7,47;5,3;9,1;53;7;5;Var;Var;Var;Var;Otomatik Klima;Kumas & Deri;5;Manuel;Manuel; Halojen; Var
Hyundai i30 1.6 GDI Otomatik Style;Hyundai;I30;i30;Style;2014;Guney Kore;Fosil Yakıt;Binek;Hatchback;C;Icten Yanmali (Standart);Benzin;Atmosferik;4;1591;Cok Noktadan Enjeksiyon;;;;;;;;3661;195;164;135;9,9;1268;1780;4300;1470;378;1316;5;205/55 R16;205;55%;16;Onden Cekisli;Var;Otomatik;6 ileri; Tork Konvertörlü;EURO 5;139;6,59;4,7;8;53;6;5;Var;Yok;Var;Var;Otomatik Klima;Kumas;5;Manuel;Manuel; Halojen; Var
Hyundai i30 1.6 GDI Style;Hyundai;I30;i30;Style;2014;Guney Kore;Fosil Yakıt;Binek;Hatchback;C;Icten Yanmali (Standart);Benzin;Atmosferik;4;1591;Cok Noktadan Enjeksiyon;;;;;;;;3661;195;164;135;9,9;1268;1780;4300;1470;378;1316;5;205/55 R16;205;55%;16;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 5;139;6,59;4,7;8;53;6;5;Var;Yok;Var;Var;Otomatik Klima;Kumas;5;Manuel;Manuel; Halojen; Var
Hyundai i30 1.6 CRDi 128 PS Otomatik Style;Hyundai;I30;i30;Style;2015;Guney Kore;Fosil Yakıt;Binek;Hatchback;C;Icten Yanmali (Standart);Dizel;Turbo;4;1582;Common Rail Direkt Enjeksiyon;;;;;;;;3661;190;260;128;11,7;1385;1780;4300;1470;378;1316;5;205/55 R16;205;55%;16;Onden Cekisli;Yok;Otomatik;6 ileri; Tork Konvertörlü;EURO 5;145;6,07;4,5;7,2;53;6;5;Var;Var;Var;Var;Otomatik Klima;Kumas;5;Manuel;Manuel; Halojen; Var
Hyundai i30 1.6 CRDi 128 PS Style;Hyundai;I30;i30;Style;2015;Guney Kore;Fosil Yakıt;Binek;Hatchback;C;Icten Yanmali (Standart);Dizel;Turbo;4;1582;Common Rail Direkt Enjeksiyon;;;;;;;;3661;197;260;128;10,9;1365;1780;4300;1470;378;1316;5;205/55 R16;205;55%;16;Onden Cekisli;Yok;Manuel;6 ileri;Manuel;EURO 5;114;4,66;3,8;5,2;53;6;5;Var;Var;Var;Var;Otomatik Klima;Kumas;5;Manuel;Manuel; Halojen; Var
