BASLIK;MARKA;MODEL;TEMEL OZELLIKLER - Seri;TEMEL OZELLIKLER - Donanim Paketi;TEMEL OZELLIKLER - Model Yillari;TEMEL OZELLIKLER - Ait Oldugu Ulke;TEMEL OZELLIKLER - Yakit Turu;TEMEL OZELLIKLER - Arac Turu;TEMEL OZELLIKLER - Govde Tipi;TEMEL OZELLIKLER - Segment;TEMEL OZELLIKLER - Motor Tipi;TEMEL OZELLIKLER - Yakit Tipi;MOTOR (Icten Yanmali) - Besleme Tipi;MOTOR (Icten Yanmali) - Silindir Adedi;MOTOR (Icten Yanmali) - Silindir Hacmi;MOTOR (Icten Yanmali) - Yakit Puskurtme;MOTOR (Elektrikli) - Batarya Kapasitesi;MOTOR (Elektrikli) - Batarya Tipi;MOTOR (Elektrikli) - Menzil (WLTP - Birlesik);MOTOR (Elektrikli) - Menzil (WLTP - Sehir Ici);MOTOR (Elektrikli) - Motor Gucu;MOTOR (Elektrikli) - Ortalama Tuketim (Elk.);MOTOR (Elektrikli) - Sarj Suresi;EKONOMI - MTV;EKONOMI - Bakim Masrafi (Tahmini);PERFORMANS - Azami Hiz;PERFORMANS - Azami Tork;PERFORMANS - Beygir Gucu;PERFORMANS - 0 - 100 Km Hizlanma;AGIRLIK & OLCULER - Agirlik;AGIRLIK & OLCULER - Genislik;AGIRLIK & OLCULER - Uzunluk;AGIRLIK & OLCULER - Yukseklik;BAGAJ OZELLIKLERI - Bagaj Hacmi (5 Koltuk);BAGAJ OZELLIKLERI - Bagaj Hacmi (2 Koltuk);DIS GOVDE - Kapi Sayisi;LASTIK & JANT - Lastik Ebatlari;LASTIK & JANT - Taban Genisligi;LASTIK & JANT - Kesit Orani;LASTIK & JANT - Jant Capi;SANZIMAN & CEKIS SISTEMI - Cekis;SANZIMAN & CEKIS SISTEMI - Cekis Kontrol Sistemi;SANZIMAN & CEKIS SISTEMI - Sanziman Turu;SANZIMAN & CEKIS SISTEMI - Sanziman Kademesi;SANZIMAN & CEKIS SISTEMI - Sanziman Modeli;YAKIT TUKETIMI & EMISYON - Emisyon Standardi;YAKIT TUKETIMI & EMISYON - Ortalama Emisyon;YAKIT TUKETIMI & EMISYON - Ortalama Y.Tuketimi (100 km);YAKIT TUKETIMI & EMISYON - Sehir Disi Tuketim (100 km);YAKIT TUKETIMI & EMISYON - Sehir Ici Tuketim (100 km);YAKIT TUKETIMI & EMISYON - Yakit Kapasitesi (lt);YOLCU EMNIYETI - Hava Yastigi Adedi;YOLCU EMNIYETI - NCAP/ANCAP Adedi;GOSTERGELER & SENSORLER - Far Sensoru;GOSTERGELER & SENSORLER - Lastik Basinc Sensoru;GOSTERGELER & SENSORLER - Park Sensoru & Yardimi;GOSTERGELER & SENSORLER - Yagmur Sensoru;ISITMA & SOGUTMA - Klima;KOLTUKLAR & IC DOSEME - Koltuk Dosemesi Tipi;KOLTUKLAR & IC DOSEME - Koltuk Sayisi;KOLTUKLAR & IC DOSEME - Surucu Koltugu Ayarlari;KOLTUKLAR & IC DOSEME - On Yolcu Koltugu Ayarlari;LAMBALAR & AYDINLATMA - Far Tipi;LAMBALAR & AYDINLATMA - Sis Farlari;Performance_Score;Ic_Hacim_Score;Konfor_Score;Guvenlik_Score;Eko_Score;Maintenance_Score;GLOBAL_SCORE
Fiat Egea 1.6 Multijet 130 HP Lounge;Fiat;Egea;Egea;Lounge;2021;Italya;Fosil Yakıt;Binek;Sedan;C;Icten Yanmali (Standart);Dizel;Turbo;4;1598;Common Rail Direkt Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;6.314;nan;212;320;130;9.6;1300;1792;4532;1497;520;1152;5;225/45 R17;225;45%;17;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 6.2;118;4.76;4.00;5.20;50;6;3;Var;Var;Var;Var;Otomatik Klima;Kumas;5;Manuel;Manuel;Halojen;Var;124;4893;1529;467;71;78;1132
Volkswagen Passat 1.4 TSI BMT 122 PS DSG Trendline;Volkswagen;Passat;Passat;Trendline;2014;Almanya;Fosil Yakıt;Binek;Sedan;D;Icten Yanmali (Standart);Benzin;Turbo;4;1390;Elektronik Dogrudan Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;3.661;nan;205;200;122;10.3;1473;1820;4769;1470;565;1152;5;205/55 R16;205;55%;16;Onden Cekisli;Var;Otomatik;7 ileri;DSG (YO);EURO 5;138;6.47;5.20;7.30;70;5;5;Yok;Yok;Var;Yok;Manuel Klima;Kumas;5;Manuel;Manuel;Halojen;Var;96;5134;1587;501;69;81;1179
Volkswagen Passat 1.4 TSI BMT 122 PS Trendline;Volkswagen;Passat;Passat;Trendline;2014;Almanya;Fosil Yakıt;Binek;Sedan;D;Icten Yanmali (Standart);Benzin;Turbo;4;1390;Elektronik Dogrudan Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;3.661;nan;205;200;122;10.3;1451;1820;4769;1470;565;1152;5;205/55 R16;205;55%;16;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 5;138;6.58;4.90;7.80;70;5;5;Yok;Yok;Var;Yok;Manuel Klima;Kumas;5;Manuel;Manuel;Halojen;Var;97;5134;1587;501;69;81;1179
Volkswagen Passat 1.4 TSI BMT 122 PS Comfortline;Volkswagen;Passat;Passat;Comfortline;2014;Almanya;Fosil Yakıt;Binek;Sedan;D;Icten Yanmali (Standart);Benzin;Turbo;4;1390;Elektronik Dogrudan Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;3.661;nan;205;200;122;10.3;1451;1820;4769;1470;565;1152;5;215/55 R16;215;55%;16;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 5;138;6.58;4.90;7.80;70;5;5;Var;Yok;Var;Var;Otomatik Klima;Kumas;5;Elektronik;Manuel;Halojen;Var;97;5134;1601;501;69;81;1179
Volkswagen Passat 1.4 TSI BMT 122 PS DSG Comfortline;Volkswagen;Passat;Passat;Comfortline;2014;Almanya;Fosil Yakıt;Binek;Sedan;D;Icten Yanmali (Standart);Benzin;Turbo;4;1390;Elektronik Dogrudan Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;3.661;nan;205;200;122;10.3;1473;1820;4769;1470;565;1152;5;215/55 R16;215;55%;16;Onden Cekisli;Var;Otomatik;7 ileri;DSG (YO);EURO 5;138;6.47;5.20;7.30;70;5;5;Var;Yok;Var;Var;Otomatik Klima;Kumas;5;Elektronik;Manuel;Halojen;Var;96;5134;1601;501;69;81;1179
Volkswagen Passat 1.4 TSI BMT 122 PS DSG Exclusive;Volkswagen;Passat;Passat;Exclusive;2014;Almanya;Fosil Yakıt;Binek;Sedan;D;Icten Yanmali (Standart);Benzin;Turbo;4;1390;Elektronik Dogrudan Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;3.661;nan;205;200;122;10.3;1473;1820;4769;1470;565;1152;5;235/45 R17;235;45%;17;Onden Cekisli;Var;Otomatik;7 ileri;DSG (YO);EURO 5;138;6.47;5.20;7.30;70;5;5;Var;Var;Var;Var;Otomatik Klima;Deri;5;Elektronik;Elektronik;Halojen;Var;96;5134;1617;501;69;81;1179
Volkswagen Passat 1.4 TSI BMT 122 PS DSG Highline;Volkswagen;Passat;Passat;Highline;2014;Almanya;Fosil Yakıt;Binek;Sedan;D;Icten Yanmali (Standart);Benzin;Turbo;4;1390;Elektronik Dogrudan Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;3.661;nan;205;200;122;10.3;1473;1820;4769;1470;565;1152;5;235/45 R17;235;45%;17;Onden Cekisli;Var;Otomatik;7 ileri;DSG (YO);EURO 5;138;6.47;5.20;7.30;70;5;5;Var;Var;Var;Var;Otomatik Klima;Deri;5;Elektronik;Elektronik;Halojen;Var;96;5134;1617;501;69;81;1179
Volkswagen Passat 1.4 TSI BMT 122 PS Exclusive;Volkswagen;Passat;Passat;Exclusive;2014;Almanya;Fosil Yakıt;Binek;Sedan;D;Icten Yanmali (Standart);Benzin;Turbo;4;1390;Elektronik Dogrudan Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;3.661;nan;205;200;122;10.3;1451;1820;4769;1470;565;1152;5;235/45 R17;235;45%;17;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 5;138;6.58;4.90;7.80;70;5;5;Var;Var;Var;Var;Otomatik Klima;Deri;5;Elektronik;Elektronik;Halojen;Var;97;5134;1617;501;69;81;1179
Volkswagen Passat 1.4 TSI BMT 122 PS Highline;Volkswagen;Passat;Passat;Highline;2014;Almanya;Fosil Yakıt;Binek;Sedan;D;Icten Yanmali (Standart);Benzin;Turbo;4;1390;Elektronik Dogrudan Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;3.661;nan;205;200;122;10.3;1451;1820;4769;1470;565;1152;5;235/45 R17;235;45%;17;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 5;138;6.58;4.90;7.80;70;5;5;Var;Var;Var;Var;Otomatik Klima;Deri;5;Elektronik;Elektronik;Halojen;Var;97;5134;1617;501;69;81;1179
Volkswagen Passat 1.4 TSI 125 PS DSG Trendline;Volkswagen;Passat;Passat;Trendline;2017, 2018;Almanya;Fosil Yakıt;Binek;Sedan;D;Icten Yanmali (Standart);Benzin;Turbo;4;1395;Elektronik Dogrudan Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;3.661;nan;208;200;125;9.7;1395;1832;4767;1456;586;1152;5;215/60 R16;215;60%;16;Onden Cekisli;Var;Otomatik;7 ileri;DSG (YO);EURO 6.2;117;5.48;4.50;6.10;66;6;5;Yok;Var;Var;Yok;Manuel Klima;Kumas;5;Manuel;Manuel;LED;Var;104;5116;1583;508;71;81;1179
Volkswagen Passat 1.4 TSI 125 PS DSG Comfortline;Volkswagen;Passat;Passat;Comfortline;2017, 2018;Almanya;Fosil Yakıt;Binek;Sedan;D;Icten Yanmali (Standart);Benzin;Turbo;4;1395;Elektronik Dogrudan Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;3.661;nan;208;200;125;9.7;1395;1832;4767;1456;586;1152;5;215/55 R17;215;55%;17;Onden Cekisli;Var;Otomatik;7 ileri;DSG (YO);EURO 6.2;117;5.48;4.50;6.10;66;6;5;Var;Var;Var;Var;Otomatik Klima;Kumas;5;Elektronik;Manuel;LED;Var;104;5116;1595;508;71;81;1179
Volkswagen Passat 1.4 TSI 125 PS DSG Highline;Volkswagen;Passat;Passat;Highline;2017, 2018;Almanya;Fosil Yakıt;Binek;Sedan;D;Icten Yanmali (Standart);Benzin;Turbo;4;1395;Elektronik Dogrudan Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;3.661;nan;208;200;125;9.7;1395;1832;4767;1456;586;1152;5;235/45 R18;235;45%;18;Onden Cekisli;Var;Otomatik;7 ileri;DSG (YO);EURO 6.2;117;5.48;4.50;6.10;66;6;5;Var;Var;Var;Var;Otomatik Klima;Deri;5;Elektronik;Elektronik;Halojen;Var;104;5116;1611;508;71;81;1179
Volkswagen Passat 1.5 TSI ACT 150 PS DSG Business;Volkswagen;Passat;Passat;Business;2019, 2020, 2021, 2022;Almanya;Fosil Yakıt;Binek;Sedan;D;Icten Yanmali (Standart);Benzin;Turbo;4;1498;Direkt Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;8.421;nan;220;250;150;8.7;1435;1832;4775;1442;586;1152;5;215/60 R16;215;60%;16;Onden Cekisli;Var;Otomatik;7 ileri;DSG (YO);EURO 6.2;117;5.65;4.30;6.60;59;6;5;Var;Var;Var;Var;Otomatik Klima;Kumas;5;Elektronik;Elektronik;LED;Var;129;5076;1583;505;67;73;1176
Volkswagen Passat 1.5 TSI ACT 150 PS DSG Impression;Volkswagen;Passat;Passat;Impression;2019, 2020, 2021, 2022;Almanya;Fosil Yakıt;Binek;Sedan;D;Icten Yanmali (Standart);Benzin;Turbo;4;1498;Direkt Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;8.421;nan;220;250;150;8.7;1435;1832;4775;1442;586;1152;5;215/60 R16;215;60%;16;Onden Cekisli;Var;Otomatik;7 ileri;DSG (YO);EURO 6.2;117;5.65;4.30;6.60;59;6;5;Yok;Var;Var;Yok;Otomatik Klima;Kumas;5;Elektronik;Elektronik;LED;Var;129;5076;1583;505;67;73;1176
Volkswagen Passat 1.5 TSI ACT 150 PS DSG Elegance;Volkswagen;Passat;Passat;Elegance;2019, 2020, 2021, 2022;Almanya;Fosil Yakıt;Binek;Sedan;D;Icten Yanmali (Standart);Benzin;Turbo;4;1498;Direkt Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;8.421;nan;220;250;150;8.7;1435;1832;4775;1442;586;1152;5;215/55 R17;215;55%;17;Onden Cekisli;Var;Otomatik;7 ileri;DSG (YO);EURO 6.2;117;5.65;4.30;6.60;59;6;5;Var;Var;Var;Var;Otomatik Klima;Deri & Kumas;5;Elektronik;Elektronik;LED;Var;129;5076;1597;505;67;73;1176
Volkswagen Passat 1.5 TSI ACT 150 PS DSG Passat;Volkswagen;Passat;Passat;Passat;2019;Almanya;Fosil Yakıt;Binek;Sedan;D;Icten Yanmali (Standart);Benzin;Turbo;4;1498;Direkt Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;6.314;nan;220;250;150;8.7;1435;1832;4775;1442;586;1152;5;215/60 R16;215;60%;16;Onden Cekisli;Var;Otomatik;7 ileri;DSG (YO);EURO 6.2;117;5.65;4.30;6.60;59;6;5;Var;Var;Var;Yok;Otomatik Klima;Kumas;5;Elektronik;Elektronik;LED;Var;129;5076;1583;505;68;73;1176
Volkswagen Passat 1.4 TSI 150 PS DSG Comfortline;Volkswagen;Passat;Passat;Comfortline;2017, 2018;Almanya;Fosil Yakıt;Binek;Sedan;D;Icten Yanmali (Standart);Benzin;Turbo;4;1395;Elektronik Dogrudan Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;3.661;nan;220;250;150;8.4;1413;1832;4767;1456;586;1152;5;215/55 R17;215;55%;17;Onden Cekisli;Var;Otomatik;7 ileri;DSG (YO);EURO 6.2;118;5.59;4.50;6.30;66;6;5;Var;Var;Var;Var;Otomatik Klima;Kumas;5;Elektronik;Manuel;LED;Var;131;5116;1595;508;68;74;1186
Volkswagen Passat 1.4 TSI 150 PS DSG Highline;Volkswagen;Passat;Passat;Highline;2017, 2018;Almanya;Fosil Yakıt;Binek;Sedan;D;Icten Yanmali (Standart);Benzin;Turbo;4;1395;Elektronik Dogrudan Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;3.661;nan;220;250;150;8.4;1413;1832;4767;1456;586;1152;5;235/45 R18;235;45%;18;Onden Cekisli;Var;Otomatik;7 ileri;DSG (YO);EURO 6.2;118;5.59;4.50;6.30;66;6;5;Var;Var;Var;Var;Otomatik Klima;Deri;5;Elektronik;Elektronik;Halojen;Var;131;5116;1611;508;68;74;1186
Fiat Egea HB 1.0 Firefly 100 HP Urban;Fiat;Egea Hb;Egea;Urban;2021;Italya;Fosil Yakıt;Binek;Hatchback;C;Icten Yanmali (Standart);Benzin;Turbo;3;999;Direkt Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;3.372;nan;192;190;100;11.8;1240;1792;4368;1495;440;1152;5;205/55 R16;205;55%;16;Onden Cekisli;Var;Manuel;5 ileri;Manuel;EURO 6.2;132;5.80;4.70;6.50;50;6;3;Yok;Var;Var;Yok;Manuel Klima;Kumas;5;Manuel;Manuel;Halojen;Var;77;4711;1460;453;73;91;1081
Fiat Egea HB 1.0 Firefly 100 HP Lounge;Fiat;Egea Hb;Egea;Lounge;2021;Italya;Fosil Yakıt;Binek;Hatchback;C;Icten Yanmali (Standart);Benzin;Turbo;3;999;Direkt Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;3.372;nan;192;190;100;11.8;1240;1792;4368;1495;440;1152;5;225/45 R17;225;45%;17;Onden Cekisli;Var;Manuel;5 ileri;Manuel;EURO 6.2;132;5.80;4.70;6.50;50;6;3;Var;Var;Var;Var;Otomatik Klima;Kumas;5;Manuel;Manuel;Halojen;Var;77;4711;1475;453;73;91;1081
Fiat Egea HB 1.6 E-Torq 110 HP Otomatik Easy Plus;Fiat;Egea Hb;Egea;Easy Plus;2017, 2018;Italya;Fosil Yakıt;Binek;Hatchback;C;Icten Yanmali (Standart);Benzin;Atmosferik;4;1598;Cok Noktadan Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;3.661;nan;192;152;110;11.5;1300;1792;4368;1495;380;1152;5;205/55 R16;205;55%;16;Onden Cekisli;Var;Otomatik;6 ileri;Aisin;EURO 6;147;7.18;4.60;9.20;50;6;3;Yok;Var;Yok;Yok;Manuel Klima;Kumas;5;Manuel;Manuel;Halojen;Yok;76;4711;1460;453;68;83;1079
Fiat Egea HB 1.6 E-Torq 110 HP Otomatik Lounge Plus;Fiat;Egea Hb;Egea;Lounge Plus;2017, 2018;Italya;Fosil Yakıt;Binek;Hatchback;C;Icten Yanmali (Standart);Benzin;Atmosferik;4;1598;Cok Noktadan Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;3.661;nan;192;152;110;11.5;1300;1792;4368;1495;380;1152;5;205/55 R16;205;55%;16;Onden Cekisli;Var;Otomatik;6 ileri;Aisin;EURO 6;147;7.18;4.60;9.20;50;6;3;Var;Var;Var;Var;Otomatik Klima;Kumas;5;Manuel;Manuel;Halojen;Var;76;4711;1472;453;68;83;1079
Kia Stonic 1.25 84 PS Cool;Kia;Stonic;Stonic;Cool;2020, 2021;Guney Kore;Fosil Yakıt;SUV;SUV;B;Icten Yanmali (Standart);Benzin;Atmosferik;4;1248;Cok Noktadan Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;3.372;nan;165;121.6;84;13.2;1180;1760;4140;1500;352;1155;5;185/65 R15;185;65%;15;Onden Cekisli;Var;Manuel;5 ileri;Manuel;EURO 6.2;131;6.10;5.20;6.60;45;6;3;Yok;Var;Yok;Yok;Manuel Klima;Kumas;5;Manuel;Manuel;Halojen;Var;42;4402;1366;429;73;92;1004
Kia Stonic 1.4 100 PS Otomatik Cool;Kia;Stonic;Stonic;Cool;2018, 2019, 2020, 2021;Guney Kore;Fosil Yakıt;SUV;SUV;B;Icten Yanmali (Standart);Benzin;Atmosferik;4;1368;Cok Noktadan Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;6.314;nan;173;133;100;13.8;1183;1760;4140;1500;352;1155;5;185/65 R15;185;65%;15;Onden Cekisli;Var;Otomatik;6 ileri;Tork Konvertörlü;EURO 6.2;141;6.73;5.20;7.80;45;6;3;Yok;Var;Yok;Yok;Otomatik Klima;Kumas;5;Manuel;Manuel;LED;Var;48;4402;1378;429;70;87;1005
Kia Stonic 1.4 100 PS Otomatik Elegance Design Paket;Kia;Stonic;Stonic;Elegance Design Paket;2021;Guney Kore;Fosil Yakıt;SUV;SUV;B;Icten Yanmali (Standart);Benzin;Atmosferik;4;1368;Cok Noktadan Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;6.314;nan;173;133;100;13.8;1183;1760;4140;1500;352;1155;5;195/55 R16;195;55%;16;Onden Cekisli;Var;Otomatik;6 ileri;Tork Konvertörlü;EURO 6.2;141;6.73;5.20;7.80;45;6;3;Var;Var;Var;Yok;Otomatik Klima;Kumaş;5;Manuel;Manuel;Halojen;Var;48;4402;1379;429;70;87;1005
Kia Stonic 1.4 100 PS Otomatik Elegance Konfor;Kia;Stonic;Stonic;Elegance Konfor;2020, 2021;Guney Kore;Fosil Yakıt;SUV;SUV;B;Icten Yanmali (Standart);Benzin;Atmosferik;4;1368;Cok Noktadan Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;6.314;nan;173;133;100;13.8;1183;1760;4140;1500;352;1155;5;195/55 R16;195;55%;16;Onden Cekisli;Var;Otomatik;6 ileri;Tork Konvertörlü;EURO 6.2;141;6.73;5.20;7.80;45;6;3;Var;Var;Var;Yok;Otomatik Klima;Kumaş;5;Manuel;Manuel;Halojen;Var;48;4402;1379;429;70;87;1005
Kia Stonic 1.4 100 PS Otomatik Prestige;Kia;Stonic;Stonic;Prestige;2021;Guney Kore;Fosil Yakıt;SUV;SUV;B;Icten Yanmali (Standart);Benzin;Atmosferik;4;1368;Cok Noktadan Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;6.314;nan;173;133;100;13.8;1183;1760;4140;1500;352;1155;5;205/55 R17;205;55%;17;Onden Cekisli;Var;Otomatik;6 ileri;Tork Konvertörlü;EURO 6.2;141;6.73;5.20;7.80;45;6;3;Var;Var;Var;Yok;Otomatik Klima;Kumaş;5;Manuel;Manuel;Halojen;Var;48;4402;1380;429;70;87;1005
Kia Stonic 1.4 100 PS Otomatik Elegance Design Pack;Kia;Stonic;Stonic;Elegance Design Pack;2019, 2020;Guney Kore;Fosil Yakıt;SUV;SUV;B;Icten Yanmali (Standart);Benzin;Atmosferik;4;1368;Cok Noktadan Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;6.314;nan;173;133;100;13.8;1183;1760;4140;1500;352;1155;5;195/55 R16;195;55%;16;Onden Cekisli;Var;Otomatik;6 ileri;Tork Konvertörlü;EURO 6.2;141;6.73;5.20;7.80;45;6;3;Var;Var;Var;Yok;Otomatik Klima;Kumaş;5;Manuel;Manuel;Halojen;Var;48;4402;1379;429;70;87;1005
Kia Stonic 1.4 100 PS Otomatik Elegance Sunroof;Kia;Stonic;Stonic;Elegance Sunroof;2019;Guney Kore;Fosil Yakıt;SUV;SUV;B;Icten Yanmali (Standart);Benzin;Atmosferik;4;1368;Cok Noktadan Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;6.314;nan;173;133;100;13.8;1183;1760;4140;1500;352;1155;5;195/55 R16;195;55%;16;Onden Cekisli;Var;Otomatik;6 ileri;Tork Konvertörlü;EURO 6;141;6.73;5.20;7.80;45;6;3;Var;Var;Var;Yok;Otomatik Klima;Kumaş;5;Manuel;Manuel;Halojen;Var;48;4402;1379;429;70;87;1005
Kia Stonic 1.4 100 PS Otomatik Elegance;Kia;Stonic;Stonic;Elegance;2018;Guney Kore;Fosil Yakıt;SUV;SUV;B;Icten Yanmali (Standart);Benzin;Atmosferik;4;1368;Cok Noktadan Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;3.661;nan;173;133;100;13.8;1183;1760;4140;1500;352;1155;5;205/55 R17;205;55%;17;Onden Cekisli;Var;Otomatik;6 ileri;Tork Konvertörlü;EURO 6;141;6.73;5.20;7.80;45;6;3;Var;Var;Var;Var;Otomatik Klima;Kumas;5;Elektronik;Elektronik;Halojen;Var;48;4402;1380;429;70;87;1005
Kia Stonic 1.4 100 PS Otomatik Elegance Design;Kia;Stonic;Stonic;Elegance Design;2018;Guney Kore;Fosil Yakıt;SUV;SUV;B;Icten Yanmali (Standart);Benzin;Atmosferik;4;1368;Cok Noktadan Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;3.661;nan;173;133;100;13.8;1183;1760;4140;1500;352;1155;5;205/55 R17;205;55%;17;Onden Cekisli;Var;Otomatik;6 ileri;Tork Konvertörlü;EURO 6;141;6.73;5.20;7.80;45;6;3;Var;Var;Var;Var;Otomatik Klima;Kumas & Deri;5;Elektronik;Elektronik;LED;Var;48;4402;1394;429;70;87;1005
Kia Stonic 1.0 100 PS DCT Cool;Kia;Stonic;Stonic;Cool;2020;Guney Kore;Fosil Yakıt;SUV;SUV;B;Icten Yanmali (Standart);Benzin;Turbo;3;998;Direkt Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;3.372;nan;180;172;100;11.7;1155;1760;4140;1500;352;1155;5;185/65 R15;185;65%;15;Onden Cekisli;Var;Otomatik;7 ileri;DCT (YO);EURO 6.2;109;5.12;4.30;5.60;45;6;3;Yok;Var;Yok;Yok;Otomatik Klima;Kumas;5;Manuel;Manuel;LED;Var;70;4402;1378;430;74;91;1013
Kia Stonic 1.0 100 PS DCT Elegance Design Pack;Kia;Stonic;Stonic;Elegance Design Pack;2020;Guney Kore;Fosil Yakıt;SUV;SUV;B;Icten Yanmali (Standart);Benzin;Turbo;3;998;Direkt Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;3.372;nan;180;172;100;11.7;1155;1760;4140;1500;352;1155;5;195/55 R16;195;55%;16;Onden Cekisli;Var;Otomatik;7 ileri;DCT (YO);EURO 6.2;109;5.12;4.30;5.60;45;6;3;Yok;Var;Var;Yok;Otomatik Klima;Kumaş;5;Manuel;Manuel;Halojen;Var;70;4402;1379;430;74;91;1013
Kia Stonic 1.0 100 PS DCT Elegance Konfor;Kia;Stonic;Stonic;Elegance Konfor;2020;Guney Kore;Fosil Yakıt;SUV;SUV;B;Icten Yanmali (Standart);Benzin;Turbo;3;998;Direkt Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;3.372;nan;180;172;100;11.7;1155;1760;4140;1500;352;1155;5;195/55 R16;195;55%;16;Onden Cekisli;Var;Otomatik;7 ileri;DCT (YO);EURO 6.2;109;5.12;4.30;5.60;45;6;3;Yok;Var;Var;Yok;Otomatik Klima;Kumaş;5;Manuel;Manuel;Halojen;Var;70;4402;1379;430;74;91;1013
Kia Stonic 1.0 T-GDI 120 PS DCT Elegance Design Pack;Kia;Stonic;Stonic;Elegance Design Pack;2019;Guney Kore;Fosil Yakıt;SUV;SUV;B;Icten Yanmali (Standart);Benzin;Turbo;3;998;Direkt Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;3.372;nan;185;171;120;10.6;1220;1760;4140;1500;352;1155;5;195/55 R16;195;55%;16;Onden Cekisli;Var;Otomatik;7 ileri;DCT (YO);EURO 6;120;5.58;4.90;5.90;45;6;3;Var;Var;Var;Yok;Otomatik Klima;Kumaş;5;Manuel;Manuel;Halojen;Var;84;4402;1379;429;72;85;1016
Kia Stonic 1.0 T-GDI 120 PS DCT Elegance Sunroof;Kia;Stonic;Stonic;Elegance Sunroof;2019;Guney Kore;Fosil Yakıt;SUV;SUV;B;Icten Yanmali (Standart);Benzin;Turbo;3;998;Direkt Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;3.372;nan;185;171;120;10.6;1220;1760;4140;1500;352;1155;5;195/55 R16;195;55%;16;Onden Cekisli;Var;Otomatik;7 ileri;DCT (YO);EURO 6;120;5.58;4.90;5.90;45;6;3;Var;Var;Var;Yok;Otomatik Klima;Kumaş;5;Manuel;Manuel;Halojen;Var;84;4402;1379;429;72;85;1016
Kia Stonic 1.0 120 PS DCT Elegance Design Pack;Kia;Stonic;Stonic;Elegance Design Pack;2020;Guney Kore;Fosil Yakıt;SUV;SUV;B;Icten Yanmali (Standart);Benzin;Turbo;3;998;T-GDI (Turbo Dogrudan Enjeksiyon);nan;nan;nan;nan;nan;nan;nan;3.372;nan;185;171.5;120;10.6;1220;1760;4140;1500;352;1155;5;195/55 R16;195;55%;16;Onden Cekisli;Var;Otomatik;7 ileri;DCT (YO);EURO 6.2;120;5.58;4.90;5.90;45;6;3;Var;Var;Var;Yok;Otomatik Klima;Kumaş;5;Manuel;Manuel;Halojen;Var;84;4402;1379;429;72;85;1016
Kia Stonic 1.0 120 PS DCT Elegance Konfor;Kia;Stonic;Stonic;Elegance Konfor;2020;Guney Kore;Fosil Yakıt;SUV;SUV;B;Icten Yanmali (Standart);Benzin;Turbo;3;998;T-GDI (Turbo Dogrudan Enjeksiyon);nan;nan;nan;nan;nan;nan;nan;3.372;nan;185;171.5;120;10.6;1220;1760;4140;1500;352;1155;5;195/55 R16;195;55%;16;Onden Cekisli;Var;Otomatik;7 ileri;DCT (YO);EURO 6.2;120;5.58;4.90;5.90;45;6;3;Var;Var;Var;Yok;Otomatik Klima;Kumaş;5;Manuel;Manuel;Halojen;Var;84;4402;1379;429;72;85;1016
