AĞIRLIK & ÖLÇÜLER - Ağırlık,AĞIRLIK & ÖLÇÜLER - Dönüş Çapı,AĞIRLIK & ÖLÇÜLER - Genişlik,AĞIRLIK & ÖLÇÜLER - Uzunluk,AĞIRLIK & ÖLÇÜLER - Yükseklik,BAGAJ ÖZELLİKLERİ - Bagaj Diğer Özellikler,BAGAJ ÖZELLİKLERİ - Bagaj Hacmi (2 Koltuk),BAGAJ ÖZELLİKLERİ - Bagaj Hacmi (5 Koltuk),BAGAJ ÖZELLİKLERİ - Bagaj Hacmi (7 Koltuk),Başlık,DIŞ GÖVDE - Şasi Tipi,DOKÜMAN - Test Sürüşü Talep Sayfası,DOKÜMAN - Ürün Kataloğu,GARANTİ & YOL YARDIM - Garanti,GARANTİ & YOL YARDIM - Yol Yardım Bilgileri,GARANTİ & YOL YARDIM - Yol Yardım Hizmeti,MOTOR (Elektrikli) - Azami Tork,MOTOR (Elektrikli) - Batarya Garantisi,MOTOR (Elektrikli) - Batarya Kapasitesi,MOTOR (Elektrikli) - Batarya Tipi,MOTOR (Elektrikli) - Diğer Özellikler,MOTOR (Elektrikli) - Menzil,MOTOR (Elektrikli) - Menzil (WLTP-Birleşik),MOTOR (Elektrikli) - Menzil (WLTP-Şehir İçi),MOTOR (Elektrikli) - Motor Gücü,MOTOR (Elektrikli) - Ortalama Tüketim (Elk.),MOTOR (Elektrikli) - Şarj Süresi,MOTOR (İçten Yanmalı) - Besleme Tipi,MOTOR (İçten Yanmalı) - Diğer Motor Özellikleri,MOTOR (İçten Yanmalı) - Silindir Adedi,MOTOR (İçten Yanmalı) - Silindir Hacmi,MOTOR (İçten Yanmalı) - Yakıt Püskürtme,PERFORMANS - 0-100 Km Hızlanma,PERFORMANS - Azami Hız,PERFORMANS - Azami Tork (Toplam),PERFORMANS - Beygir Gücü (Toplam),TEMEL ÖZELLİKLER - Ait Olduğu Ülke,TEMEL ÖZELLİKLER - Alt Seri,TEMEL ÖZELLİKLER - Araç Türü,TEMEL ÖZELLİKLER - Donanım Paketi,TEMEL ÖZELLİKLER - Engelli Bireyler İçin ÖTV Muafiyeti,TEMEL ÖZELLİKLER - Gövde Tipi,TEMEL ÖZELLİKLER - Model Yılı,TEMEL ÖZELLİKLER - Motor Tipi,TEMEL ÖZELLİKLER - Motorlu Taşıt Vergisi,TEMEL ÖZELLİKLER - Segment,TEMEL ÖZELLİKLER - Seri,TEMEL ÖZELLİKLER - Yakıt Tipi,URL,YAKIT TÜKETİMİ & EMİSYON - LPG,YAKIT TÜKETİMİ & EMİSYON - LPG CO2 Salınımı,YAKIT TÜKETİMİ & EMİSYON - LPG Kapasitesi,YAKIT TÜKETİMİ & EMİSYON - LPG OrtalamaTüketim (100 km),YAKIT TÜKETİMİ & EMİSYON - LPG Şehir Dışı Tüketim (100 km),YAKIT TÜKETİMİ & EMİSYON - LPG Şehir İçi Tüketim (100 km),YAKIT TÜKETİMİ & EMİSYON - Ortalama Emisyon,YAKIT TÜKETİMİ & EMİSYON - Ortalama Emisyon (WLTP),YAKIT TÜKETİMİ & EMİSYON - Ortalama Y.Tüketimi (100 km),YAKIT TÜKETİMİ & EMİSYON - Ortalama Y.Tüketimi (100 km/WLTP),YAKIT TÜKETİMİ & EMİSYON - Yakıt Kapasitesi,YAKIT TÜKETİMİ & EMİSYON - Çevre Standardı (Emisyon),YAKIT TÜKETİMİ & EMİSYON - Şehir Dışı Tüketim (100 km),YAKIT TÜKETİMİ & EMİSYON - Şehir İçi Tüketim (100 km),YOLCU EMNİYETİ - NCAP/ANCAP Puanı,YOLCU EMNİYETİ - NCAP/ANCAP Web Sayfası,YOLCU EMNİYETİ - NCAP/ANCAP Yılı,YOLCU EMNİYETİ - Çarpışma Testi (NCAP/ANCAP),YÜK ALANI - Azami Hacim,YÜK ALANI - Azami Yük (İstiap Haddi),YÜK ALANI - Azami Yüklü Ağırlık,YÜK ALANI - Azami İç Genişlik,YÜK ALANI - Azami İç Yükseklik,YÜK ALANI - Davlumbaz Aralığı,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekiş,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekiş Kontrol Sistemi,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekiş Kontrol Özellikleri,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekme Kapasitesi (Frenli),ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekme Kapasitesi (Frensiz),ŞANZIMAN & ÇEKİŞ SİSTEMİ - Şanzıman Kademesi,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Şanzıman Türü,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Şanzıman Özellikleri
1810 kg,,1850 mm,4310 mm,1570 mm,Ön Bagaj Bölmesi 25 Lt,1251 lt,460 lt,,2024 Kia EV3 204 PS Otomatik GT-Line Uz.Menzil (4x2),,2024 Kia EV3 204 PS Otomatik GT-Line Uz.Menzil (4x2) Test Sürüşü Talep Sayfası,2024 Kia EV3 204 PS Otomatik GT-Line Uz.Menzil (4x2) Ürün Kataloğu,,,,283 nm,,81.4 kW/sa,,,,584 km,755 km,150 kW,15.5 kWsa/100km,"AC 3 Faz 11 kW (%10 - %100) 7sa.15dk.
DC (50 kW) (%10 - %80) 79dk.
DC 350 kW (%10 - %80) 31 dk.",,,,,,7.9 saniye,170 km/s,283 nm,204 BG,Güney Kore,,Binek,GT-Line,,SUV,2024,BEV (Elektrikli),,B,EV3,Elektrik,https://www.epey.com/araba/2024-kia-ev3-204-ps-otomatik-gt-line-uz-menzil-4x2.html,,,,,,,,,,,,,,,,,,,,,,,,,Önden Çekişli,,,,,1 ileri,Otomatik,
1810 kg,,1850 mm,4310 mm,1570 mm,Ön Bagaj Bölmesi 25 Lt,1251 lt,460 lt,,2024 Kia EV3 204 PS Otomatik Prestige Uz.Menzil (4x2),,2024 Kia EV3 204 PS Otomatik Prestige Uz.Menzil (4x2) Test Sürüşü Talep Sayfası,2024 Kia EV3 204 PS Otomatik Prestige Uz.Menzil (4x2) Ürün Kataloğu,,,,283 nm,,81.4 kW/sa,,,,604 km,772 km,150 kW,14.9 kWsa/100km,"AC 3 Faz 11 kW (%10 - %100) 7sa.15dk.
DC (50 kW) (%10 - %80) 79dk.
DC 350 kW (%10 - %80) 31 dk.",,,,,,7.7 saniye,170 km/s,283 nm,204 BG,Güney Kore,,Binek,Prestige,,SUV,2024,BEV (Elektrikli),,B,EV3,Elektrik,https://www.epey.com/araba/2024-kia-ev3-204-ps-otomatik-prestige-uz-menzil-4x2.html,,,,,,,,,,,,,,,,,,,,,,,,,Önden Çekişli,,,,,1 ileri,Otomatik,
1910 kg,,1880 mm,4680 mm,1550 mm,Ön Bagaj Bölmesi 20 Lt,1300 lt,490 lt,,2024 Kia EV6 229 PS Prestige Long Range (4x2),,2024 Kia EV6 229 PS Prestige Long Range (4x2) Test Sürüşü Talep Sayfası,2024 Kia EV6 229 PS Prestige Long Range (4x2) Ürün Kataloğu,,,,350 nm,,77.4 kW/sa,Li-Po (Lityum-İyon Polimer),,,528 km,,77.4 kW,16.5 kWsa/100km,"AC 3 Faz 11 kW (%10 - %100) 7sa.20dk.
DC 350 kW (%10 - %80) 18dk.
DC 50 kW (%10 - %80) 73dk.",,,,,,7.3 saniye,185 km/s,350 nm,229 BG,Güney Kore,,Binek,Prestige,,Crossover,2024,BEV (Elektrikli),,C,EV6,Elektrik,https://www.epey.com/araba/2024-kia-ev6-229-ps-prestige-long-range-4x2.html,,,,,,,,,,,,,,,5 yıldız,2024 Kia EV6 229 PS Prestige Long Range (4x2) NCAP/ANCAP Web Sayfası,2022,Var,,,,,,,Arkadan İtişli,,,,,,Otomatik,
2015 kg,,1890 mm,4695 mm,1550 mm,Ön Bagaj Bölmesi 20 Lt,1300 lt,490 lt,,2024 Kia EV6 325 PS GT-Line Long Range (4x4),,2024 Kia EV6 325 PS GT-Line Long Range (4x4) Test Sürüşü Talep Sayfası,2024 Kia EV6 325 PS GT-Line Long Range (4x4) Ürün Kataloğu,,,,605 nm,,77.4 kW/sa,Li-Po (Lityum-İyon Polimer),,,506 km,,77.4 kW,18.0 kWsa/100km,"AC 3 Faz 11 kW (%10 - %100) 7sa.20dk.
DC 350 kW (%10 - %80) 18dk.
DC 50 kW (%10 - %80) 73dk.",,,,,,5.2 saniye,188 km/s,605 nm,325 BG,Güney Kore,,Binek,GT-Line,,Crossover,2024,BEV (Elektrikli),,C,EV6,Elektrik,https://www.epey.com/araba/2024-kia-ev6-325-ps-gt-line-long-range-4x4.html,,,,,,,,,,,,,,,5 yıldız,2024 Kia EV6 325 PS GT-Line Long Range (4x4) NCAP/ANCAP Web Sayfası,2022,Var,,,,,,,4x4 Çekişli,,,,,,Otomatik,
2106 kg,,1890 mm,4695 mm,1545 mm,Ön Bagaj Bölmesi 20 Lt,1260 lt,480 lt,,2024 Kia EV6 585 PS GT Long Range (4x4),,2024 Kia EV6 585 PS GT Long Range (4x4) Test Sürüşü Talep Sayfası,2024 Kia EV6 585 PS GT Long Range (4x4) Ürün Kataloğu,,,,740 nm,,77.4 kW/sa,Li-Po (Lityum-İyon Polimer),,,506 km,,77.4 kW,20.6 kWsa/100km,"AC 3 Faz 11 kW (%10 - %100) 7sa.20dk.
DC 350 kW (%10 - %80) 18dk.
DC 50 kW (%10 - %80) 73dk.",,,,,,3.5 saniye,260 km/s,740 nm,585 BG,Güney Kore,,Binek,GT,,Crossover,2024,BEV (Elektrikli),,C,EV6,Elektrik,https://www.epey.com/araba/2024-kia-ev6-585-ps-gt-long-range-4x4.html,,,,,,,,,,,,,,,5 yıldız,2024 Kia EV6 585 PS GT Long Range (4x4) NCAP/ANCAP Web Sayfası,2022,Var,,,,,,,4x4 Çekişli,,,,,,Otomatik,
1682 kg,,1825 mm,4420 mm,1570 mm,,1392 lt,475 lt,,2024 Kia Niro EV 204 PS Elegance (4x2),,2024 Kia Niro EV 204 PS Elegance (4x2) Test Sürüşü Talep Sayfası,2024 Kia Niro EV 204 PS Elegance (4x2) Ürün Kataloğu,,,,255 nm,,64.8 kW/sa,,,,460 km,,150 kW,16.2 kWsa/100km,"AC 3 Faz 11 kW (%10 - %100) 6sa.20dk.
DC 100 kW (%10 - %80) 45 dk.
DC 50 kW (%10 - %80) 65 dk",,,,,,7.8 saniye,167 km/s,255 nm,204 BG,Güney Kore,,Binek,Elegance,,SUV,2024,BEV (Elektrikli),,C,Niro EV,Elektrik,https://www.epey.com/araba/2024-kia-niro-ev-204-ps-elegance-4x2.html,,,,,,,,,,,,,,,4 yıldız,2024 Kia Niro EV 204 PS Elegance (4x2) NCAP/ANCAP Web Sayfası,2022,Var,,,,,,,Önden Çekişli,,,,,,Otomatik,
910 kg,,1595 mm,3605 mm,1485 mm,,1010 lt,255 lt,,2024 Kia Picanto 1.0 63 PS AMT Feel,,2024 Kia Picanto 1.0 63 PS AMT Feel Test Sürüşü Talep Sayfası,2024 Kia Picanto 1.0 63 PS AMT Feel Ürün Kataloğu,,,,,,,,,,,,,,,Atmosferik,,3,998 cc,Çok Noktadan Enjeksiyon,18.2 saniye,145 km/s,93 nm,63 BG,Güney Kore,,Binek,Feel,,Hatchback,2024,İçten Yanmalı (Standart),,A,Picanto,Benzin,https://www.epey.com/araba/2024-kia-picanto-1-0-63-ps-amt-feel.html,,,,,,,123 g/km,,5.4 lt,,35 lt,,,,3 yıldız,2024 Kia Picanto 1.0 63 PS AMT Feel NCAP/ANCAP Web Sayfası,2017,Var,,,,,,,Önden Çekişli,,,,,5 ileri,Otomatik,
915 kg,,1595 mm,3605 mm,1485 mm,,1010 lt,255 lt,,2024 Kia Picanto 1.2 79 PS AMT Cool,,2024 Kia Picanto 1.2 79 PS AMT Cool Test Sürüşü Talep Sayfası,2024 Kia Picanto 1.2 79 PS AMT Cool Ürün Kataloğu,,,,,,,,,,,,,,,Atmosferik,,4,1197 cc,Çok Noktadan Enjeksiyon,16.5 saniye,159 km/s,113 nm,79 BG,Güney Kore,,Binek,Cool,,Hatchback,2024,İçten Yanmalı (Standart),,A,Picanto,Benzin,https://www.epey.com/araba/2024-kia-picanto-1-2-79-ps-amt-cool.html,,,,,,,131 g/km,,5.8 lt,,35 lt,,,,3 yıldız,2024 Kia Picanto 1.2 79 PS AMT Cool NCAP/ANCAP Web Sayfası,2017,Var,,,,,,,Önden Çekişli,,,,,5 ileri,Otomatik,
1325 kg,,1826 mm,4395 mm,1483 mm,,1378 lt,426 lt,,2024 Kia XCeed 1.5 T-GDI 140 PS DCT Cool Plus,,2024 Kia XCeed 1.5 T-GDI 140 PS DCT Cool Plus Test Sürüşü Talep Sayfası,2024 Kia XCeed 1.5 T-GDI 140 PS DCT Cool Plus Ürün Kataloğu,,,,,,,,,,,,,,,Turbo,,4,1482 cc,Direkt Enjeksiyon,10.4 saniye,195 km/s,253 nm,140 BG,Güney Kore,,Binek,Cool Plus,,Hatchback,2024,İçten Yanmalı (Standart),,C,XCeed,Benzin,https://www.epey.com/araba/2024-kia-xceed-1-5-t-gdi-140-ps-dct-cool-plus.html,,,,,,,,143 g/km,,6.3 lt,50 lt,,,,,,,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DCT (Yarı Otm.)
1325 kg,,1826 mm,4395 mm,1483 mm,,1378 lt,426 lt,,2024 Kia XCeed 1.5 T-GDI 140 PS DCT Elegance Plus,,2024 Kia XCeed 1.5 T-GDI 140 PS DCT Elegance Plus Test Sürüşü Talep Sayfası,2024 Kia XCeed 1.5 T-GDI 140 PS DCT Elegance Plus Ürün Kataloğu,,,,,,,,,,,,,,,Turbo,,4,1482 cc,Direkt Enjeksiyon,10.4 saniye,195 km/s,253 nm,140 BG,Güney Kore,,Binek,Elegance Plus,,Hatchback,2024,İçten Yanmalı (Standart),,C,XCeed,Benzin,https://www.epey.com/araba/2024-kia-xceed-1-5-t-gdi-140-ps-dct-elegance-plus.html,,,,,,,,143 g/km,,6.3 lt,50 lt,,,,,,,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DCT (Yarı Otm.)
1136 kg,,1652 mm,3620 mm,1577 mm,,,210 lt,,2024 LeapMotor T03 107 HP (4x2),,,2024 LeapMotor T03 107 HP (4x2) Ürün Kataloğu,,,,158 nm,,41.0 kW/sa,Lityum İyon,,,417 km,,80 kW,,"AC (%30 - %80) 210dk.
DC (%30 - %80) 36dk.",,,,,,12.1 saniye,130 km/s,158 nm,107 BG,Çin,,Binek,Standart,,Hatchback,2024,BEV (Elektrikli),1108 tl/yıl,A,T03,Elektrik,https://www.epey.com/araba/2024-leapmotor-t03-4x2.html,,,,,,,,,,,,,,,,,,,,,,,,,Önden Çekişli,,,,,1 ileri,Otomatik,Direksiyondan Kumandalı
1630 kg,,1820 mm,4751 mm,1446 mm,,,455 lt,,2024 Mercedes C 200 1.5 204 BG 4MATIC 9G-Tronic AMG (4x4),,2024 Mercedes C 200 1.5 204 BG 4MATIC 9G-Tronic AMG (4x4) Test Sürüşü Talep Sayfası,2024 Mercedes C 200 1.5 204 BG 4MATIC 9G-Tronic AMG (4x4) Ürün Kataloğu,,,,,,,,,,,,,,,Turbo,,4,1496 cc,Direkt Enjeksiyon,7.1 saniye,241 km/s,300 nm,204 BG,Almanya,,Binek,AMG,,Sedan,2024,İçten Yanmalı (Standart),,D,C,Benzin,https://www.epey.com/araba/2024-mercedes-c-200-1-5-204-bg-4matic-9g-tronic-amg-4x4.html,,,,,,,152 g/km,,6.6 lt,,50 lt,,5.2 lt,9.2 lt,5 yıldız,2024 Mercedes C 200 1.5 204 BG 4MATIC 9G-Tronic AMG (4x4) NCAP/ANCAP Web Sayfası,2022,Var,,,,,,,4x4 Çekişli,,,,,9 ileri,Otomatik,9G-Tronic (Otomatik)
1630 kg,,1820 mm,4751 mm,1446 mm,,,455 lt,,2024 Mercedes C 200 1.5 204 BG 4MATIC 9G-Tronic Avantgarde (4x4),,2024 Mercedes C 200 1.5 204 BG 4MATIC 9G-Tronic Avantgarde (4x4) Test Sürüşü Talep Sayfası,2024 Mercedes C 200 1.5 204 BG 4MATIC 9G-Tronic Avantgarde (4x4) Ürün Kataloğu,,,,,,,,,,,,,,,Turbo,,4,1496 cc,Direkt Enjeksiyon,7.1 saniye,241 km/s,300 nm,204 BG,Almanya,,Binek,Avantgarde,,Sedan,2024,İçten Yanmalı (Standart),,D,C,Benzin,https://www.epey.com/araba/2024-mercedes-c-200-1-5-204-bg-4matic-9g-tronic-avantgarde-4x4.html,,,,,,,152 g/km,,6.6 lt,,50 lt,,5.2 lt,9.2 lt,5 yıldız,2024 Mercedes C 200 1.5 204 BG 4MATIC 9G-Tronic Avantgarde (4x4) NCAP/ANCAP Web Sayfası,2022,Var,,,,,,,4x4 Çekişli,,,,,9 ileri,Otomatik,9G-Tronic (Otomatik)
2045 kg,,1834 mm,4463 mm,1620 mm,,1320 lt,340 lt,,2024 Mercedes EQA 250+ 190 BG AMG+ (4x2),,2024 Mercedes EQA 250+ 190 BG AMG+ (4x2) Test Sürüşü Talep Sayfası,2024 Mercedes EQA 250+ 190 BG AMG+ (4x2) Ürün Kataloğu,,,,385 nm,,70.5 kW/sa,,,,506 km,,140 kW,15.3 kWsa/100km,"AC (7.4 kW) (%10 - %100) 7sa.35dk.
DC (%10 - %80) 32dk.",,,,,,8.6 saniye,160 km/s,385 nm,190 BG,Almanya,,Binek,AMG+,,SUV,2024,BEV (Elektrikli),,C,EQA,Elektrik,https://www.epey.com/araba/2024-mercedes-eqa-250-plus-190-bg-amg-plus-4x2.html,,,,,,,,,,,,,,,5 yıldız,2024 Mercedes EQA 250+ 190 BG AMG+ (4x2) NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,Önden Çekişli,,,,,,Otomatik,
2105 kg,,1834 mm,4463 mm,1620 mm,,1320 lt,340 lt,,2024 Mercedes EQA 350 4MATIC 292 BG AMG+ (4x4),,2024 Mercedes EQA 350 4MATIC 292 BG AMG+ (4x4) Test Sürüşü Talep Sayfası,2024 Mercedes EQA 350 4MATIC 292 BG AMG+ (4x4) Ürün Kataloğu,,,,520 nm,,66.5 kW/sa,,,,421 km,,215 kW,17.4 kWsa/100km,"AC (7.4 kW) (%10 - %100) 6sa.30dk.
DC (%10 - %80) 32dk.",,,,,,6.0 saniye,160 km/s,520 nm,292 BG,Almanya,,Binek,AMG+,,SUV,2024,BEV (Elektrikli),,C,EQA,Elektrik,https://www.epey.com/araba/2024-mercedes-eqa-350-4matic-292-bg-amg-plus-4x4.html,,,,,,,,,,,,,,,5 yıldız,2024 Mercedes EQA 350 4MATIC 292 BG AMG+ (4x4) NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,4x4 Çekişli,,,,,,Otomatik,
2110 kg,,1834 mm,4687 mm,1706 mm,,1710 lt,495 lt,,2024 Mercedes EQB 250+ 190 BG AMG+ (4x2),,2024 Mercedes EQB 250+ 190 BG AMG+ (4x2) Test Sürüşü Talep Sayfası,2024 Mercedes EQB 250+ 190 BG AMG+ (4x2) Ürün Kataloğu,,,,385 nm,,70.5 kW/sa,Lityum İyon,,,481 km,,140 kW,16.1 kWsa/100km,"AC 11 kW (%10 - %100) 7sa.35dk.
DC 100 kW (%10 - %80) 32 dk.",,,,,,8.9 saniye,160 km/s,385 nm,190 BG,Almanya,,Binek,,,SUV,2024,BEV (Elektrikli),,Premium C,EQB,Elektrik,https://www.epey.com/araba/2024-mercedes-eqb-250-plus-190-bg-amg-plus-4x2-2.html,,,,,,,,,,,,,,,5 yıldız,2024 Mercedes EQB 250+ 190 BG AMG+ (4x2) NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,Önden Çekişli,,,,,,Otomatik,
2175 kg,,1834 mm,4687 mm,1706 mm,,1710 lt,495 lt,,2024 Mercedes EQB 350 4MATIC 292 BG AMG+ (4x4),,2024 Mercedes EQB 350 4MATIC 292 BG AMG+ (4x4) Test Sürüşü Talep Sayfası,2024 Mercedes EQB 350 4MATIC 292 BG AMG+ (4x4) Ürün Kataloğu,,,,520 nm,,66.5 kW/sa,Lityum İyon,,,406 km,,215 kW,18.1 kWsa/100km,"AC 11 kW (%10 - %100) 5sa.45dk.
DC 100 kW (%10 - %80) 32 dk.",,,,,,6.2 saniye,160 km/s,520 nm,292 BG,Almanya,,Binek,,,SUV,2024,BEV (Elektrikli),,Premium C,EQB,Elektrik,https://www.epey.com/araba/2024-mercedes-eqb-350-4matic-292-bg-amg-plus-4x4.html,,,,,,,,,,,,,,,5 yıldız,2024 Mercedes EQB 350 4MATIC 292 BG AMG+ (4x4) NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,4x4 Çekişli,,,,,,Otomatik,
1920 kg,,1919 mm,4674 mm,1613 mm,,1396 lt,357 lt,,2024 MG Marvel R 288 PS (4x4),,2024 MG Marvel R 288 PS (4x4) Test Sürüşü Talep Sayfası,2024 MG Marvel R 288 PS (4x4) Ürün Kataloğu,,,,665 nm,,70.0 kW/sa,Lityum İyon,Entegre AC Şarj Cihazı (11 kW),,370 km,,212 kW,20.9 kWsa/100km,"AC 11 kW Tip 2 (%0 - %100) 7sa
DC (%05 - %80) 43dk.",,,,,,4.9 saniye,200 km/s,665 nm,288 BG,İngiltere > Çin,,Binek,,,Hatchback,2024,BEV (Elektrikli),,D,Marvel R,Elektrik,https://www.epey.com/araba/2024-mg-marvel-r-288-ps-4x4.html,,,,,,,,,,,,,,,4 yıldız,2024 MG Marvel R 288 PS (4x4) NCAP/ANCAP Web Sayfası,2021,Var,,,,,,,4x4 Çekişli,,,,,,Otomatik,
1635 kg,,1836 mm,4287 mm,1504 mm,,1177 lt,363 lt,,2024 MG MG4 167 HP Comfort (4x2),,2024 MG MG4 167 HP Comfort (4x2) Test Sürüşü Talep Sayfası,2024 MG MG4 167 HP Comfort (4x2) Ürün Kataloğu,,,,250 nm,,51.0 kW/sa,,,,350 km,,125 kW,17.0 kWsa/100km,"Azami DC Şarj Gücü 88 kW
Dahili DC 6.6 kW (%10 - %80) 37dk.",,,,,,7.7 saniye,160 km/s,250 nm,167 BG,İngiltere > Çin,,Binek,Comfort,,Hatchback,2024,BEV (Elektrikli),,C,MG4,Elektrik,https://www.epey.com/araba/2024-mg-mg4-167-hp-comfort-4x2.html,,,,,,,,,,,,,,,5 yıldız,2024 MG MG4 167 HP Comfort (4x2) NCAP/ANCAP Web Sayfası,2022,Var,,,,,,,Arkadan İtişli,,,,,,Otomatik,
1675 kg,,1836 mm,4287 mm,1516 mm,,1165 lt,350 lt,,2024 MG MG4 204 HP Luxury (4x2),,2024 MG MG4 204 HP Luxury (4x2) Test Sürüşü Talep Sayfası,2024 MG MG4 204 HP Luxury (4x2) Ürün Kataloğu,,,,250 nm,,64.0 kW/sa,,,,435 km,,150 kW,16.6 kWsa/100km,"Azami DC Şarj Gücü 140 kW
Dahili DC 11 kW (%10 - %80) 26dk.",,,,,,7.9 saniye,160 km/s,250 nm,204 BG,İngiltere > Çin,,Binek,Luxury,,Hatchback,2024,BEV (Elektrikli),,C,MG4,Elektrik,https://www.epey.com/araba/2024-mg-mg4-204-hp-luxury-4x2.html,,,,,,,,,,,,,,,5 yıldız,2024 MG MG4 204 HP Luxury (4x2) NCAP/ANCAP Web Sayfası,2022,Var,,,,,,,Arkadan İtişli,,,,,,Otomatik,
1803 kg,,1836 mm,4287 mm,1516 mm,,1165 lt,350 lt,,2024 MG MG4 435 HP XPOWER (4x4),,2024 MG MG4 435 HP XPOWER (4x4) Test Sürüşü Talep Sayfası,2024 MG MG4 435 HP XPOWER (4x4) Ürün Kataloğu,,,,600 nm,,64.0 kW/sa,,,,385 km,,320 kW,18.7 kWsa/100km,"Azami DC Şarj Gücü 140 kW
Dahili DC 11 kW (%10 - %80) 26dk.",,,,,,3.8 saniye,200 km/s,600 nm,435 BG,İngiltere > Çin,,Binek,XPOWER,,Hatchback,2024,BEV (Elektrikli),,C,MG4,Elektrik,https://www.epey.com/araba/2024-mg-mg4-435-hp-xpower-4x4.html,,,,,,,,,,,,,,,5 yıldız,2024 MG MG4 435 HP XPOWER (4x4) NCAP/ANCAP Web Sayfası,2022,Var,,,,,,,4x4 Çekişli,,,,,,Otomatik,
1620 kg,,1809 mm,4323 mm,1649 mm,,1166 lt,448 lt,,2024 MG ZS EV Luxury 156 HP (4x2),,2024 MG ZS EV Luxury 156 HP (4x2) Test Sürüşü Talep Sayfası,2024 MG ZS EV Luxury 156 HP (4x2) Ürün Kataloğu,,,,280 nm,,,,,,440 km,,,,"DC (%05 - %80) 40dk.
DC (%30 - %80) 30dk.",,,,,,8.6 saniye,175 km/s,280 nm,156 BG,İngiltere > Çin,,Binek,Luxury,,SUV,2024,BEV (Elektrikli),3085 tl/yıl,B,ZS EV,Elektrik,https://www.epey.com/araba/2024-mg-zs-ev-luxury-4x2.html,,,,,,,,,,,,,,,5 yıldız,2024 MG ZS EV Luxury 156 HP (4x2) NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,Önden Çekişli,,,,,,Otomatik,
1440 kg,,1727 mm,3850 mm,1432 mm,,731 lt,211 lt,,2024 Mini Cooper SE 184 PS (4x2),,2024 Mini Cooper SE 184 PS (4x2) Test Sürüşü Talep Sayfası,2024 Mini Cooper SE 184 PS (4x2) Ürün Kataloğu,,,,270 nm,,32.6 kW/sa,Lityum İyon,,,215 km,,135 kW,17.5 kWsa/100km,AC (11.2 kW) (%0 - %80) 2sa.30dk.,,,,,,7.3 saniye,150 km/s,270 nm,184 BG,İngiltere > Almanya,,Binek,,,Hatchback,2024,BEV (Elektrikli),,Premium C,Cooper SE,Elektrik,https://www.epey.com/araba/2024-mini-cooper-se-184-ps-4x2.html,,,,,,,,,,,,,,,4 yıldız,2024 Mini Cooper SE 184 PS (4x2) NCAP/ANCAP Web Sayfası,2014,Var,,,,,,,Önden Çekişli,,,,,,Otomatik,
1679 kg,,1860 mm,4374 mm,1488 mm,,1268 lt,352 lt,,2024 Opel Astra Elektrik 156 HP Ultimate (4x2),,2024 Opel Astra Elektrik 156 HP Ultimate (4x2) Test Sürüşü Talep Sayfası,,,,,270 nm,,54 kW/sa,,,,418 km,,115 kW,,"AC Duvar Tipi (11 kW) (%100) 5s 45dk.
AC Ev Tipi 3.2 kW (%100) 19sa.
DC Hızlı (100 kW) (%80) 26dk.",,,,,,9.2 saniye,170 km/s,270 nm,156 BG,Almanya > Fransa,,Binek,Ultimate,,Hatchback,2024,BEV (Elektrikli),719 tl/yıl,C,Astra Elektrik,Elektrik,https://www.epey.com/araba/2024-opel-astra-elektrik-156-hp-ultimate-4x2.html,,,,,,,,,,,,,,,4 yıldız,2024 Opel Astra Elektrik 156 HP Ultimate (4x2) NCAP/ANCAP Web Sayfası,2022,Var,,,,,,,Önden Çekişli,,,,,1 ileri,Redüktör Şanzıman,
1469 kg,,1960 mm,4061 mm,1435 mm,,,267 lt,,2024 Opel Corsa Elektrik 136 HP GS (4x2),,,2024 Opel Corsa Elektrik 136 HP GS (4x2) Ürün Kataloğu,,,,260 nm,,50.0 kW/sa,,Yerleşik AC Şarj Cihazı (7.4 kW),,354 km,492 km,100 kW,16.4 kWsa/100km,"AC (7.4 kW) (%0 - %100) 7sa.30dk.
DC (100 kW) (%0 - %80) 25dk.
DC (50 kW) (%0 - %80) 40dk.",,,,,,8.2 saniye,150 km/s,260 nm,136 BG,Almanya > Hollanda,,Binek,GS,,Hatchback,2024,BEV (Elektrikli),,B,Corsa Elektrik,Elektrik,https://www.epey.com/araba/2024-opel-corsa-elektrik-136-hp-gs-4x2.html,,,,,,,,,,,,,,,,,,,,,,,,,Önden Çekişli,,,,,1 ileri,Redüktör Şanzıman,
