AĞIRLIK & ÖLÇÜLER - Ağırlık,AĞIRLIK & ÖLÇÜLER - Dönüş Çapı,AĞIRLIK & ÖLÇÜLER - Genişlik,AĞIRLIK & ÖLÇÜLER - Uzunluk,AĞIRLIK & ÖLÇÜLER - Yükseklik,BAGAJ ÖZELLİKLERİ - Bagaj Hacmi (2 Koltuk),BAGAJ ÖZELLİKLERİ - Bagaj Hacmi (5 Koltuk),BAGAJ ÖZELLİKLERİ - Bagaj Hacmi (7 Koltuk),Başlık,DIŞ GÖVDE - Arka Kapı Tipi,DIŞ GÖVDE - Arka Tekerlek,DIŞ GÖVDE - Kapı Sayısı,DIŞ GÖVDE - Sürgülü Sağ Yan Kapı,DIŞ GÖVDE - Şasi Tipi,DOKÜMAN - Test Sürüşü Talep Sayfası,DOKÜMAN - Ürün Kataloğu,GARANTİ & YOL YARDIM - Garanti,GARANTİ & YOL YARDIM - Yol Yardım Bilgileri,GARANTİ & YOL YARDIM - Yol Yardım Hizmeti,MOTOR (Elektrikli) - Azami Tork,MOTOR (Elektrikli) - Batarya Kapasitesi,MOTOR (Elektrikli) - Batarya Tipi,MOTOR (Elektrikli) - Diğer Özellikler,MOTOR (Elektrikli) - Menzil (WLTP-Birleşik),MOTOR (İçten Yanmalı) - Besleme Tipi,MOTOR (İçten Yanmalı) - Diğer Motor Özellikleri,MOTOR (İçten Yanmalı) - Silindir Adedi,MOTOR (İçten Yanmalı) - Silindir Hacmi,MOTOR (İçten Yanmalı) - Yakıt Püskürtme,PERFORMANS - 0-100 Km Hızlanma,PERFORMANS - Azami Hız,PERFORMANS - Azami Tork (Toplam),PERFORMANS - Beygir Gücü (Toplam),TEMEL ÖZELLİKLER - Ait Olduğu Ülke,TEMEL ÖZELLİKLER - Alt Seri,TEMEL ÖZELLİKLER - Araç Türü,TEMEL ÖZELLİKLER - Donanım Paketi,TEMEL ÖZELLİKLER - Gövde Tipi,TEMEL ÖZELLİKLER - Model Yılı,TEMEL ÖZELLİKLER - Motor Tipi,TEMEL ÖZELLİKLER - Motorlu Taşıt Vergisi,TEMEL ÖZELLİKLER - Segment,TEMEL ÖZELLİKLER - Seri,TEMEL ÖZELLİKLER - Yakıt Tipi,URL,YAKIT TÜKETİMİ & EMİSYON - LPG,YAKIT TÜKETİMİ & EMİSYON - LPG CO2 Salınımı,YAKIT TÜKETİMİ & EMİSYON - LPG Kapasitesi,YAKIT TÜKETİMİ & EMİSYON - LPG OrtalamaTüketim (100 km),YAKIT TÜKETİMİ & EMİSYON - LPG Şehir Dışı Tüketim (100 km),YAKIT TÜKETİMİ & EMİSYON - LPG Şehir İçi Tüketim (100 km),YAKIT TÜKETİMİ & EMİSYON - Ortalama Emisyon,YAKIT TÜKETİMİ & EMİSYON - Ortalama Y.Tüketimi (100 km),YAKIT TÜKETİMİ & EMİSYON - Yakıt Kapasitesi,YAKIT TÜKETİMİ & EMİSYON - Çevre Standardı (Emisyon),YAKIT TÜKETİMİ & EMİSYON - Şehir Dışı Tüketim (100 km),YAKIT TÜKETİMİ & EMİSYON - Şehir İçi Tüketim (100 km),YOLCU EMNİYETİ - Anahtarsız Sistem,YOLCU EMNİYETİ - NCAP/ANCAP Puanı,YOLCU EMNİYETİ - NCAP/ANCAP Web Sayfası,YOLCU EMNİYETİ - NCAP/ANCAP Yılı,YOLCU EMNİYETİ - Çarpışma Testi (NCAP/ANCAP),YÜK ALANI - Azami Hacim,YÜK ALANI - Azami Yük (İstiap Haddi),YÜK ALANI - Azami Yüklü Ağırlık,YÜK ALANI - Azami İç Genişlik,YÜK ALANI - Azami İç Uzunluk,YÜK ALANI - Azami İç Yükseklik,YÜK ALANI - Davlumbaz Aralığı,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekiş,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekiş Kontrol Sistemi,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekiş Kontrol Özellikleri,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekme Kapasitesi (Frenli),ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekme Kapasitesi (Frensiz),ŞANZIMAN & ÇEKİŞ SİSTEMİ - Şanzıman Kademesi,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Şanzıman Türü,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Şanzıman Özellikleri
1331 kg,,1804 mm,4341 mm,1693 mm,,478 lt,,2022 Dacia Duster 1.0 ECO-G Turbo 100 BG Comfort (4x2),,,,,,2022 Dacia Duster 1.0 ECO-G Turbo 100 BG Comfort (4x2) Test Sürüşü Talep Sayfası,2022 Dacia Duster 1.0 ECO-G Turbo 100 BG Comfort (4x2) Ürün Kataloğu,,,,,,,,,Turbo,,3,999 cc,Çok Noktadan Enjeksiyon,15.1 saniye,166 km/s,170 nm,100 BG,Romanya > Fransa,,Binek,Comfort,SUV,2022,İçten Yanmalı (Standart),1576 tl/yıl,C,Duster,Benzin & LPG,https://www.epey.com/araba/2022-dacia-duster-1-0-eco-g-turbo-100-bg-comfort-4x2.html,Var,129 g/km,49.8 lt,7.4 lt,,,147 g/km,6.5 lt,50 lt,,,,,3 yıldız,2022 Dacia Duster 1.0 ECO-G Turbo 100 BG Comfort (4x2) NCAP/ANCAP Web Sayfası,2017,Var,,,,,,,,Önden Çekişli,,,,,6 ileri,Manuel,
1264 kg,,1804 mm,4341 mm,1693 mm,,478 lt,,2022 Dacia Duster 1.0 Turbo 90 BG Comfort (4x2),,,,,,2022 Dacia Duster 1.0 Turbo 90 BG Comfort (4x2) Test Sürüşü Talep Sayfası,2022 Dacia Duster 1.0 Turbo 90 BG Comfort (4x2) Ürün Kataloğu,,,,,,,,,Turbo,,3,999 cc,Çok Noktadan Enjeksiyon,13.1 saniye,166 km/s,160 nm,90 BG,Romanya > Fransa,,Binek,Comfort,SUV,2022,İçten Yanmalı (Standart),1576 tl/yıl,C,Duster,Benzin,https://www.epey.com/araba/2022-dacia-duster-1-0-turbo-90-bg-comfort-4x2.html,,,,,,,143 g/km,6.4 lt,50 lt,,,,,3 yıldız,2022 Dacia Duster 1.0 Turbo 90 BG Comfort (4x2) NCAP/ANCAP Web Sayfası,2017,Var,,,,,,,,Önden Çekişli,,,,,6 ileri,Manuel,
1399 kg,,1804 mm,4341 mm,1682 mm,,467 lt,,2022 Dacia Duster 1.3 Turbo 150 BG Comfort (4x4),,,,,,2022 Dacia Duster 1.3 Turbo 150 BG Comfort (4x4) Test Sürüşü Talep Sayfası,2022 Dacia Duster 1.3 Turbo 150 BG Comfort (4x4) Ürün Kataloğu,,,,,,,,,Turbo,,4,1332 cc,Direkt Enjeksiyon,10.4 saniye,198 km/s,250 nm,150 BG,Romanya > Fransa,,Binek,Comfort,SUV,2022,İçten Yanmalı (Standart),2746 tl/yıl,C,Duster,Benzin,https://www.epey.com/araba/2022-dacia-duster-1-3-turbo-150-bg-comfort-4x4.html,,,,,,,155 g/km,6.9 lt,50 lt,,,,,3 yıldız,2022 Dacia Duster 1.3 Turbo 150 BG Comfort (4x4) NCAP/ANCAP Web Sayfası,2017,Var,,,,,,,,4x4 Çekişli,,,,,6 ileri,Manuel,
1338 kg,,1804 mm,4341 mm,1693 mm,,478 lt,,2022 Dacia Duster 1.3 Turbo 150 BG EDC Comfort (4x2),,,,,,2022 Dacia Duster 1.3 Turbo 150 BG EDC Comfort (4x2) Test Sürüşü Talep Sayfası,2022 Dacia Duster 1.3 Turbo 150 BG EDC Comfort (4x2) Ürün Kataloğu,,,,,,,,,Turbo,,4,1332 cc,Direkt Enjeksiyon,9.7 saniye,199 km/s,250 nm,150 BG,Romanya > Fransa,,Binek,Comfort,SUV,2022,İçten Yanmalı (Standart),2746 tl/yıl,C,Duster,Benzin,https://www.epey.com/araba/2022-dacia-duster-1-3-turbo-150-bg-edc-comfort-4x2.html,,,,,,,145 g/km,6.4 lt,50 lt,,,,,3 yıldız,2022 Dacia Duster 1.3 Turbo 150 BG EDC Comfort (4x2) NCAP/ANCAP Web Sayfası,2017,Var,,,,,,,,Önden Çekişli,,,,,6 ileri,Otomatik,EDC (Çift Kavramalı Otm.)
1338 kg,,1804 mm,4341 mm,1693 mm,,478 lt,,2022 Dacia Duster 1.3 Turbo 150 BG EDC Prestige (4x2),,,,,,2022 Dacia Duster 1.3 Turbo 150 BG EDC Prestige (4x2) Test Sürüşü Talep Sayfası,2022 Dacia Duster 1.3 Turbo 150 BG EDC Prestige (4x2) Ürün Kataloğu,,,,,,,,,Turbo,,4,1332 cc,Direkt Enjeksiyon,9.7 saniye,199 km/s,250 nm,150 BG,Romanya > Fransa,,Binek,Prestige,SUV,2022,İçten Yanmalı (Standart),2746 tl/yıl,C,Duster,Benzin,https://www.epey.com/araba/2022-dacia-duster-1-3-turbo-150-bg-edc-prestige-4x2.html,,,,,,,145 g/km,6.4 lt,50 lt,,,,,3 yıldız,2022 Dacia Duster 1.3 Turbo 150 BG EDC Prestige (4x2) NCAP/ANCAP Web Sayfası,2017,Var,,,,,,,,Önden Çekişli,,,,,6 ileri,Otomatik,EDC (Çift Kavramalı Otm.)
1338 kg,,1804 mm,4341 mm,1693 mm,,478 lt,,2022 Dacia Duster 1.3 Turbo 150 BG EDC Prestige Plus (4x2),,,,,,2022 Dacia Duster 1.3 Turbo 150 BG EDC Prestige Plus (4x2) Test Sürüşü Talep Sayfası,2022 Dacia Duster 1.3 Turbo 150 BG EDC Prestige Plus (4x2) Ürün Kataloğu,,,,,,,,,Turbo,,4,1332 cc,Direkt Enjeksiyon,9.7 saniye,199 km/s,250 nm,150 BG,Romanya > Fransa,,Binek,Prestige Plus,SUV,2022,İçten Yanmalı (Standart),2746 tl/yıl,C,Duster,Benzin,https://www.epey.com/araba/2022-dacia-duster-1-3-turbo-150-bg-edc-prestige-plus-4x2.html,,,,,,,145 g/km,6.4 lt,50 lt,,,,,3 yıldız,2022 Dacia Duster 1.3 Turbo 150 BG EDC Prestige Plus (4x2) NCAP/ANCAP Web Sayfası,2017,Var,,,,,,,,Önden Çekişli,,,,,6 ileri,Otomatik,EDC (Çift Kavramalı Otm.)
1399 kg,,1804 mm,4341 mm,1693 mm,,494 lt,,2022 Dacia Duster 1.5 Blue dCi 115 BG Comfort (4x2),,,,,,2022 Dacia Duster 1.5 Blue dCi 115 BG Comfort (4x2) Test Sürüşü Talep Sayfası,2022 Dacia Duster 1.5 Blue dCi 115 BG Comfort (4x2) Ürün Kataloğu,,,,,,,,,Turbo,,4,1461 cc,Common Rail Direkt Enjeksiyon,10.2 saniye,183 km/s,260 nm,115 BG,Romanya > Fransa,,Binek,Comfort,SUV,2022,İçten Yanmalı (Standart),1576 tl/yıl,C,Duster,Dizel,https://www.epey.com/araba/2022-dacia-duster-1-5-blue-dci-115-bg-comfort-4x2.html,,,,,,,130 g/km,5.0 lt,50 lt,,,,,3 yıldız,2022 Dacia Duster 1.5 Blue dCi 115 BG Comfort (4x2) NCAP/ANCAP Web Sayfası,2017,Var,,,,,,,,Önden Çekişli,,,,,6 ileri,Manuel,
1488 kg,,1804 mm,4341 mm,1682 mm,,414 lt,,2022 Dacia Duster 1.5 Blue dCi 115 BG Comfort (4x4),,,,,,2022 Dacia Duster 1.5 Blue dCi 115 BG Comfort (4x4) Test Sürüşü Talep Sayfası,2022 Dacia Duster 1.5 Blue dCi 115 BG Comfort (4x4) Ürün Kataloğu,,,,,,,,,Turbo,,4,1461 cc,Common Rail Direkt Enjeksiyon,10.2 saniye,175 km/s,260 nm,115 BG,Romanya > Fransa,,Binek,Comfort,SUV,2022,İçten Yanmalı (Standart),1576 tl/yıl,C,Duster,Dizel,https://www.epey.com/araba/2022-dacia-duster-1-5-blue-dci-115-bg-comfort-4x4.html,,,,,,,141 g/km,5.4 lt,50 lt,,,,,3 yıldız,2022 Dacia Duster 1.5 Blue dCi 115 BG Comfort (4x4) NCAP/ANCAP Web Sayfası,2017,Var,,,,,,,,4x4 Çekişli,,,,,6 ileri,Manuel,
1379 kg,11.10 mt.,1751 mm,4498 mm,1683 mm,,827 lt,207 lt,2022 Dacia Lodgy 1.5 Blue dCi 95 BG Ambiance (7K),,,,,,2022 Dacia Lodgy 1.5 Blue dCi 95 BG Ambiance (7K) Test Sürüşü Talep Sayfası,2022 Dacia Lodgy 1.5 Blue dCi 95 BG Ambiance (7K) Ürün Kataloğu,"3 Yıl / 100 Bin Km Mekanik
3 Yıl Boya
6 Yıl Paslanmazlık",Dacia Yol Yardım 444 6247,Var,,,,,,Turbo,,4,1461 cc,Common Rail Direkt Enjeksiyon,12.9 saniye,173 km/s,220 nm,95 BG,Romanya > Fransa,,Binek,Ambiance,MPV,2022,İçten Yanmalı (Standart),2746 tl/yıl,D,Lodgy,Dizel,https://www.epey.com/araba/2022-dacia-lodgy-1-5-blue-dci-95-bg-ambiance-7k.html,,,,,,,106 g/km,4.0 lt,50 lt,Euro 6,3.7 lt,4.6 lt,,3 yıldız,2022 Dacia Lodgy 1.5 Blue dCi 95 BG Ambiance (7K) NCAP/ANCAP Web Sayfası,2012,Var,,,,,,,,Önden Çekişli,,,,,6 ileri,Manuel,
1174 kg,,1848 mm,4088 mm,1499 mm,1108 lt,410 lt,,2022 Dacia Sandero 1.0 Turbo 90 BG X-tronic Prestige,,,,,,2022 Dacia Sandero 1.0 Turbo 90 BG X-tronic Prestige Test Sürüşü Talep Sayfası,2022 Dacia Sandero 1.0 Turbo 90 BG X-tronic Prestige Ürün Kataloğu,"Garantiyi 4 Yıla Kadar Uzatabilme
3 Yıl / 100 Bin Km Mekanik",Dacia Yol Yardım 444 6247,Var,,,,,,Turbo,,3,999 cc,Direkt Enjeksiyon,13.4 saniye,169 km/s,142 nm,90 BG,Romanya > Fransa,,Binek,Prestige,Hatchback,2022,İçten Yanmalı (Standart),1576 tl/yıl,B,Sandero,Benzin,https://www.epey.com/araba/2022-dacia-sandero-1-0-turbo-90-bg-x-tronic-prestige.html,Yok,,,,,,114 g/km,5.0 lt,50 lt,Euro 6,4.5 lt,5.9 lt,,,,,,,,,,,,,Önden Çekişli,,,,,,Otomatik,X-Tronic (Değişken Oranlı)
1197 kg,,1848 mm,4099 mm,1587 mm,1108 lt,410 lt,,2022 Dacia Sandero Stepway 1.0 Turbo 90 BG X-tronic Prestige,,,,,,2022 Dacia Sandero Stepway 1.0 Turbo 90 BG X-tronic Prestige Test Sürüşü Talep Sayfası,2022 Dacia Sandero Stepway 1.0 Turbo 90 BG X-tronic Prestige Ürün Kataloğu,"Garantiyi 4 Yıla Kadar Uzatabilme
3 Yıl / 100 Bin Km Mekanik",Dacia Yol Yardım 444 6247,Var,,,,,,Turbo,,3,999 cc,Direkt Enjeksiyon,14.2 saniye,163 km/s,142 nm,90 BG,Romanya > Fransa,,Binek,Prestige,SUV,2022,İçten Yanmalı (Standart),1576 tl/yıl,B,Sandero Stepway,Benzin,https://www.epey.com/araba/2022-dacia-sandero-stepway-1-0-turbo-90-bg-x-tronic-prestige.html,,,,,,,119 g/km,5.2 lt,50 lt,Euro 6,4.7 lt,6.0 lt,,2 yıldız,2022 Dacia Sandero Stepway 1.0 Turbo 90 BG X-tronic Prestige NCAP/ANCAP Web Sayfası,2021,Var,,,,,,,,Önden Çekişli,,,,,,Otomatik,X-Tronic (Değişken Oranlı)
1229 kg,,1848 mm,4099 mm,1587 mm,1108 lt,410 lt,,2022 Dacia Sandero Stepway 1.0 Turbo ECO-G 100 BG Comfort,,,,,,2022 Dacia Sandero Stepway 1.0 Turbo ECO-G 100 BG Comfort Test Sürüşü Talep Sayfası,2022 Dacia Sandero Stepway 1.0 Turbo ECO-G 100 BG Comfort Ürün Kataloğu,"Garantiyi 4 Yıla Kadar Uzatabilme
3 Yıl / 100 Bin Km Mekanik",Dacia Yol Yardım 444 6247,Var,,,,,,Turbo,,3,999 cc,Direkt Enjeksiyon,11.9 saniye,177 km/s,170 nm,100 BG,Romanya > Fransa,,Binek,Comfort,SUV,2022,İçten Yanmalı (Standart),1576 tl/yıl,B,Sandero Stepway,Benzin & LPG,https://www.epey.com/araba/2022-dacia-sandero-stepway-1-0-turbo-eco-g-100-bg-comfort.html,Var,105 g/km,40 lt,6.7 lt,6.0 lt,7.8 lt,119 g/km,5.2 lt,50 lt,Euro 6,4.6 lt,6.4 lt,,2 yıldız,2022 Dacia Sandero Stepway 1.0 Turbo ECO-G 100 BG Comfort NCAP/ANCAP Web Sayfası,2021,Var,,,,,,,,Önden Çekişli,,,,,6 ileri,Manuel,
1520 kg,,1832 mm,4406 mm,1845 mm,3200 lt,790 lt,,2022 Fiat Doblo Kombi 1.6 MultiJet 105 HP Easy,,,,,,,2022 Fiat Doblo Kombi 1.6 MultiJet 105 HP Easy Ürün Kataloğu,"3 Yıl / 150 Bin Km Mekanik
3 Yıl Boya
8 Yıl Paslanmazlık",Fiat Acil Servis 444 2255,Var,,,,,,Turbo,,4,1598 cc,Common Rail Direkt Enjeksiyon,13.6 saniye,170 km/s,320 nm,105 BG,İtalya,Combi,Ticari,Easy,Kombi,2022,İçten Yanmalı (Standart),2093 tl/yıl,Hafif Ticari,Doblo,Dizel,https://www.epey.com/araba/2022-fiat-doblo-kombi-1-6-multijet-105-hp-easy.html,,,,,,,179 g/km,6.8 lt,60 lt,Euro 6,,,,3 yıldız,2022 Fiat Doblo Kombi 1.6 MultiJet 105 HP Easy NCAP/ANCAP Web Sayfası,2017,Var,,710 kg,2090 kg,,,,,Önden Çekişli,,,,,6 ileri,Manuel,
1520 kg,,1832 mm,4406 mm,1845 mm,3200 lt,790 lt,,2022 Fiat Doblo Kombi 1.6 MultiJet 105 HP Safeline,,,,,,,2022 Fiat Doblo Kombi 1.6 MultiJet 105 HP Safeline Ürün Kataloğu,"3 Yıl / 150 Bin Km Mekanik
3 Yıl Boya
8 Yıl Paslanmazlık",Fiat Acil Servis 444 2255,Var,,,,,,Turbo,,4,1598 cc,Common Rail Direkt Enjeksiyon,13.6 saniye,170 km/s,320 nm,105 BG,İtalya,Combi,Ticari,Safeline,Kombi,2022,İçten Yanmalı (Standart),2093 tl/yıl,Hafif Ticari,Doblo,Dizel,https://www.epey.com/araba/2022-fiat-doblo-kombi-1-6-multijet-105-hp-safeline.html,,,,,,,179 g/km,6.8 lt,60 lt,Euro 6,,,,3 yıldız,2022 Fiat Doblo Kombi 1.6 MultiJet 105 HP Safeline NCAP/ANCAP Web Sayfası,2017,Var,,710 kg,2090 kg,,,,,Önden Çekişli,,,,,6 ileri,Manuel,
1520 kg,,1832 mm,4406 mm,1845 mm,3200 lt,790 lt,,2022 Fiat Doblo Kombi 1.6 MultiJet 120 HP Premio Plus,,,,,,,2022 Fiat Doblo Kombi 1.6 MultiJet 120 HP Premio Plus Ürün Kataloğu,"3 Yıl / 150 Bin Km Mekanik
3 Yıl Boya
8 Yıl Paslanmazlık",Fiat Acil Servis 444 2255,Var,,,,,,Turbo,,4,1598 cc,Common Rail Direkt Enjeksiyon,13.4 saniye,176 km/s,320 nm,120 BG,İtalya,Combi,Ticari,Premio Plus,Kombi,2022,İçten Yanmalı (Standart),2093 tl/yıl,Hafif Ticari,Doblo,Dizel,https://www.epey.com/araba/2022-fiat-doblo-kombi-1-6-multijet-120-hp-premio-plus.html,,,,,,,179 g/km,6.8 lt,60 lt,Euro 6,,,,3 yıldız,2022 Fiat Doblo Kombi 1.6 MultiJet 120 HP Premio Plus NCAP/ANCAP Web Sayfası,2017,Var,,710 kg,2090 kg,,,,,Önden Çekişli,,,,,6 ileri,Manuel,
1520 kg,,1832 mm,4406 mm,1845 mm,3200 lt,790 lt,,2022 Fiat Doblo Kombi 1.6 MultiJet 120 HP Trekking,,,,,,,2022 Fiat Doblo Kombi 1.6 MultiJet 120 HP Trekking Ürün Kataloğu,"3 Yıl / 150 Bin Km Mekanik
3 Yıl Boya
8 Yıl Paslanmazlık",Fiat Acil Servis 444 2255,Var,,,,,,Turbo,,4,1598 cc,Common Rail Direkt Enjeksiyon,13.4 saniye,176 km/s,320 nm,120 BG,İtalya,Combi,Ticari,Trekking,Kombi,2022,İçten Yanmalı (Standart),2746 tl/yıl,Hafif Ticari,Doblo,Dizel,https://www.epey.com/araba/2022-fiat-doblo-kombi-1-6-multijet-120-hp-trekking.html,,,,,,,179 g/km,6.8 lt,60 lt,Euro 6,,,,3 yıldız,2022 Fiat Doblo Kombi 1.6 MultiJet 120 HP Trekking NCAP/ANCAP Web Sayfası,2017,Var,,710 kg,2090 kg,,,,,Önden Çekişli,,,,,6 ileri,Manuel,
1240 kg,10.90 mt.,1792 mm,4532 mm,1497 mm,,520 lt,,2022 Fiat Egea 1.3 Multijet 95 HP Easy,,,,,,2022 Fiat Egea 1.3 Multijet 95 HP Easy Test Sürüşü Talep Sayfası,2022 Fiat Egea 1.3 Multijet 95 HP Easy Ürün Kataloğu,"3 Yıl Boya
5 Yıl / 100 Bin Km Mekanik
8 Yıl Paslanmazlık",Fiat Acil Servis 444 2255,Var,,,,,,Turbo,,4,1248 cc,Common Rail Direkt Enjeksiyon,12.8 saniye,184 km/s,200 nm,95 BG,İtalya,Sedan,Binek,Easy,Sedan,2022,İçten Yanmalı (Standart),1576 tl/yıl,C,Egea,Dizel,https://www.epey.com/araba/2022-fiat-egea-1-3-multijet-95-hp-easy.html,,,,,,,113 g/km,4.2 lt,50 lt,Euro 6d-FINAL,,,,3 yıldız,2022 Fiat Egea 1.3 Multijet 95 HP Easy NCAP/ANCAP Web Sayfası,2016,Var,,,,,,,,Önden Çekişli,,,,,5 ileri,Manuel,
1240 kg,10.90 mt.,1792 mm,4532 mm,1497 mm,,520 lt,,2022 Fiat Egea 1.3 Multijet 95 HP Lounge,,,,,,2022 Fiat Egea 1.3 Multijet 95 HP Lounge Test Sürüşü Talep Sayfası,2022 Fiat Egea 1.3 Multijet 95 HP Lounge Ürün Kataloğu,"3 Yıl Boya
5 Yıl / 100 Bin Km Mekanik
8 Yıl Paslanmazlık",Fiat Acil Servis 444 2255,Var,,,,,,Turbo,,4,1248 cc,Common Rail Direkt Enjeksiyon,12.8 saniye,184 km/s,200 nm,95 BG,İtalya,Sedan,Binek,Lounge,Sedan,2022,İçten Yanmalı (Standart),1576 tl/yıl,C,Egea,Dizel,https://www.epey.com/araba/2022-fiat-egea-1-3-multijet-95-hp-lounge.html,,,,,,,113 g/km,4.2 lt,50 lt,Euro 6d-FINAL,,,,3 yıldız,2022 Fiat Egea 1.3 Multijet 95 HP Lounge NCAP/ANCAP Web Sayfası,2016,Var,,,,,,,,Önden Çekişli,,,,,5 ileri,Manuel,
1240 kg,10.90 mt.,1792 mm,4532 mm,1497 mm,,520 lt,,2022 Fiat Egea 1.3 Multijet 95 HP Urban,,,,,,2022 Fiat Egea 1.3 Multijet 95 HP Urban Test Sürüşü Talep Sayfası,2022 Fiat Egea 1.3 Multijet 95 HP Urban Ürün Kataloğu,"3 Yıl Boya
5 Yıl / 100 Bin Km Mekanik
8 Yıl Paslanmazlık",Fiat Acil Servis 444 2255,Var,,,,,,Turbo,,4,1248 cc,Common Rail Direkt Enjeksiyon,12.8 saniye,184 km/s,200 nm,95 BG,İtalya,Sedan,Binek,Urban,Sedan,2022,İçten Yanmalı (Standart),1576 tl/yıl,C,Egea,Dizel,https://www.epey.com/araba/2022-fiat-egea-1-3-multijet-95-hp-urban.html,,,,,,,113 g/km,4.2 lt,50 lt,Euro 6d-FINAL,,,,3 yıldız,2022 Fiat Egea 1.3 Multijet 95 HP Urban NCAP/ANCAP Web Sayfası,2016,Var,,,,,,,,Önden Çekişli,,,,,5 ileri,Manuel,
1150 kg,10.90 mt.,1792 mm,4532 mm,1497 mm,,520 lt,,2022 Fiat Egea 1.4 Fire 95 HP Easy,,,,,,2022 Fiat Egea 1.4 Fire 95 HP Easy Test Sürüşü Talep Sayfası,2022 Fiat Egea 1.4 Fire 95 HP Easy Ürün Kataloğu,"3 Yıl Boya
5 Yıl / 100 Bin Km Mekanik
8 Yıl Paslanmazlık",Fiat Acil Servis 444 2255,Var,,,,,,Atmosferik,,4,1368 cc,Çok Noktadan Enjeksiyon,11.8 saniye,186 km/s,127 nm,95 BG,İtalya,Sedan,Binek,Easy,Sedan,2022,İçten Yanmalı (Standart),2746 tl/yıl,C,Egea,Benzin,https://www.epey.com/araba/2022-fiat-egea-1-4-fire-95-hp-easy.html,,,,,,,150 g/km,6.5 lt,50 lt,Euro 6d-FINAL,,,,3 yıldız,2022 Fiat Egea 1.4 Fire 95 HP Easy NCAP/ANCAP Web Sayfası,2016,Var,,,,,,,,Önden Çekişli,,,,,6 ileri,Manuel,
1150 kg,10.90 mt.,1792 mm,4532 mm,1497 mm,,520 lt,,2022 Fiat Egea 1.4 Fire 95 HP Lounge,,,,,,2022 Fiat Egea 1.4 Fire 95 HP Lounge Test Sürüşü Talep Sayfası,2022 Fiat Egea 1.4 Fire 95 HP Lounge Ürün Kataloğu,"3 Yıl Boya
5 Yıl / 100 Bin Km Mekanik
8 Yıl Paslanmazlık",Fiat Acil Servis 444 2255,Var,,,,,,Atmosferik,,4,1368 cc,Çok Noktadan Enjeksiyon,11.8 saniye,186 km/s,127 nm,95 BG,İtalya,Sedan,Binek,Lounge,Sedan,2022,İçten Yanmalı (Standart),2746 tl/yıl,C,Egea,Benzin,https://www.epey.com/araba/2022-fiat-egea-1-4-fire-95-hp-lounge.html,,,,,,,150 g/km,6.5 lt,50 lt,Euro 6d-FINAL,,,,3 yıldız,2022 Fiat Egea 1.4 Fire 95 HP Lounge NCAP/ANCAP Web Sayfası,2016,Var,,,,,,,,Önden Çekişli,,,,,6 ileri,Manuel,
1150 kg,10.90 mt.,1792 mm,4532 mm,1497 mm,,520 lt,,2022 Fiat Egea 1.4 Fire 95 HP Urban,,,,,,2022 Fiat Egea 1.4 Fire 95 HP Urban Test Sürüşü Talep Sayfası,2022 Fiat Egea 1.4 Fire 95 HP Urban Ürün Kataloğu,"3 Yıl Boya
5 Yıl / 100 Bin Km Mekanik
8 Yıl Paslanmazlık",Fiat Acil Servis 444 2255,Var,,,,,,Atmosferik,,4,1368 cc,Çok Noktadan Enjeksiyon,11.8 saniye,186 km/s,127 nm,95 BG,İtalya,Sedan,Binek,Urban,Sedan,2022,İçten Yanmalı (Standart),2746 tl/yıl,C,Egea,Benzin,https://www.epey.com/araba/2022-fiat-egea-1-4-fire-95-hp-urban.html,,,,,,,150 g/km,6.5 lt,50 lt,Euro 6d-FINAL,,,,3 yıldız,2022 Fiat Egea 1.4 Fire 95 HP Urban NCAP/ANCAP Web Sayfası,2016,Var,,,,,,,,Önden Çekişli,,,,,6 ileri,Manuel,
1375 kg,10.90 mt.,1792 mm,4532 mm,1497 mm,,520 lt,,2022 Fiat Egea 1.5 T4 Hibrit 130 HP Otomatik Easy,,,,,,2022 Fiat Egea 1.5 T4 Hibrit 130 HP Otomatik Easy Test Sürüşü Talep Sayfası,2022 Fiat Egea 1.5 T4 Hibrit 130 HP Otomatik Easy Ürün Kataloğu,"3 Yıl Boya
5 Yıl / 100 Bin Km Mekanik
8 Yıl Paslanmazlık",Fiat Acil Servis 444 2255,Var,,15 kW/sa,,,,Turbo,,4,1469 cc,,8.6 saniye,196 km/s,240 nm,130 BG,İtalya,Sedan,Binek,Easy,Sedan,2022,HEV (Benzinli & Elektrikli),2746 tl/yıl,C,Egea,Benzin & Elektrik,https://www.epey.com/araba/2022-fiat-egea-1-5-t4-hibrit-130-hp-otomatik-easy.html,,,,,,,117 g/km,5.1 lt,50 lt,Euro 6d-FINAL,,,,3 yıldız,2022 Fiat Egea 1.5 T4 Hibrit 130 HP Otomatik Easy NCAP/ANCAP Web Sayfası,2016,Var,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,
