AĞIRLIK & ÖLÇÜLER - Ağırlık,AĞIRLIK & ÖLÇÜLER - Dönüş Çapı,AĞIRLIK & ÖLÇÜLER - Genişlik,AĞIRLIK & ÖLÇÜLER - Uzunluk,AĞIRLIK & ÖLÇÜLER - Yükseklik,BAGAJ ÖZELLİKLERİ - Bagaj Hacmi (2 Koltuk),BAGAJ ÖZELLİKLERİ - Bagaj Hacmi (5 Koltuk),BAGAJ ÖZELLİKLERİ - Bagaj Hacmi (7 Koltuk),Başlık,DOKÜMAN - Test Sürüşü Talep Sayfası,DOKÜMAN - Ürün Kataloğu,GARANTİ & YOL YARDIM - Garanti,GARANTİ & YOL YARDIM - Yol Yardım Bilgileri,GARANTİ & YOL YARDIM - Yol Yardım Hizmeti,MOTOR (Elektrikli) - Azami Tork,MOTOR (Elektrikli) - Batarya Kapasitesi,MOTOR (Elektrikli) - Batarya Tipi,MOTOR (Elektrikli) - Menzil (WLTP-Birleşik),MOTOR (İçten Yanmalı) - Besleme Tipi,MOTOR (İçten Yanmalı) - Diğer Motor Özellikleri,MOTOR (İçten Yanmalı) - Silindir Adedi,MOTOR (İçten Yanmalı) - Silindir Hacmi,MOTOR (İçten Yanmalı) - Yakıt Püskürtme,PERFORMANS - 0-100 Km Hızlanma,PERFORMANS - Azami Hız,PERFORMANS - Azami Tork (Toplam),PERFORMANS - Beygir Gücü (Toplam),TEMEL ÖZELLİKLER - Ait Olduğu Ülke,TEMEL ÖZELLİKLER - Alt Seri,TEMEL ÖZELLİKLER - Araç Türü,TEMEL ÖZELLİKLER - Donanım Paketi,TEMEL ÖZELLİKLER - Engelli Bireyler İçin ÖTV Muafiyeti,TEMEL ÖZELLİKLER - Gövde Tipi,TEMEL ÖZELLİKLER - Model Yılı,TEMEL ÖZELLİKLER - Motor Tipi,TEMEL ÖZELLİKLER - Motorlu Taşıt Vergisi,TEMEL ÖZELLİKLER - Segment,TEMEL ÖZELLİKLER - Seri,TEMEL ÖZELLİKLER - Yakıt Tipi,URL,YAKIT TÜKETİMİ & EMİSYON - LPG,YAKIT TÜKETİMİ & EMİSYON - LPG Kapasitesi,YAKIT TÜKETİMİ & EMİSYON - LPG OrtalamaTüketim (100 km),YAKIT TÜKETİMİ & EMİSYON - LPG Şehir Dışı Tüketim (100 km),YAKIT TÜKETİMİ & EMİSYON - LPG Şehir İçi Tüketim (100 km),YAKIT TÜKETİMİ & EMİSYON - Ortalama Emisyon,YAKIT TÜKETİMİ & EMİSYON - Ortalama Y.Tüketimi (100 km),YAKIT TÜKETİMİ & EMİSYON - Yakıt Kapasitesi,YAKIT TÜKETİMİ & EMİSYON - Çevre Standardı (Emisyon),YAKIT TÜKETİMİ & EMİSYON - Şehir Dışı Tüketim (100 km),YAKIT TÜKETİMİ & EMİSYON - Şehir İçi Tüketim (100 km),YOLCU EMNİYETİ - Anahtarsız Sistem,YOLCU EMNİYETİ - Hava Yastığı,YOLCU EMNİYETİ - NCAP/ANCAP Puanı,YOLCU EMNİYETİ - NCAP/ANCAP Web Sayfası,YOLCU EMNİYETİ - NCAP/ANCAP Yılı,YOLCU EMNİYETİ - Çarpışma Testi (NCAP/ANCAP),YÜK ALANI - Azami Hacim,YÜK ALANI - Azami Yük (İstiap Haddi),YÜK ALANI - Azami Yüklü Ağırlık,YÜK ALANI - Azami İç Genişlik,YÜK ALANI - Azami İç Uzunluk,YÜK ALANI - Azami İç Yükseklik,YÜK ALANI - Davlumbaz Aralığı,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Yerden Yükseklik (Azami),ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekiş,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekiş Kontrol Sistemi,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekiş Kontrol Özellikleri,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekme Kapasitesi (Frenli),ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekme Kapasitesi (Frensiz),ŞANZIMAN & ÇEKİŞ SİSTEMİ - Şanzıman Kademesi,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Şanzıman Türü,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Şanzıman Özellikleri
,11.80 mt.,1890 mm,4963 mm,1443 mm,,500 lt,,2019 Volvo S90 D5 2.0 235 HP AWD Geartronic Inscription Plus (4x4),2019 Volvo S90 D5 2.0 235 HP AWD Geartronic Inscription Plus (4x4) Test Sürüşü Talep Sayfası,2019 Volvo S90 D5 2.0 235 HP AWD Geartronic Inscription Plus (4x4) Ürün Kataloğu,3 Yıl / 100 Bin Km Mekanik,"Garanti Süresi Boyunca Ücretsiz
Volvo OtoLine 444 4858",Var,,,,,Turbo,,4,1969 cc,Common Rail Direkt Enjeksiyon,7.3 saniye,230 km/s,480 nm,235 BG,İsveç > Çin,D5,Binek,Inscription Plus,,Sedan,2019,İçten Yanmalı (Standart),5003 tl/yıl,E,S90,Dizel,https://www.epey.com/araba/2019-volvo-s90-d5-2-0-235-hp-awd-geartronic-inscription-plus-4x4.html,,,,,,133 g/km,5.1 lt,60 lt,,,,,,5 yıldız,2019 Volvo S90 D5 2.0 235 HP AWD Geartronic Inscription Plus (4x4) NCAP/ANCAP Web Sayfası,2017,Var,,,,,,,,,4x4 Çekişli,,,,,8 ileri,Otomatik,Geartronic (Otomatik)
,11.80 mt.,1890 mm,4963 mm,1443 mm,,500 lt,,2019 Volvo S90 D5 2.0 235 HP AWD Geartronic Momentum (4x4),2019 Volvo S90 D5 2.0 235 HP AWD Geartronic Momentum (4x4) Test Sürüşü Talep Sayfası,2019 Volvo S90 D5 2.0 235 HP AWD Geartronic Momentum (4x4) Ürün Kataloğu,3 Yıl / 100 Bin Km Mekanik,"Garanti Süresi Boyunca Ücretsiz
Volvo OtoLine 444 4858",Var,,,,,Turbo,,4,1969 cc,Common Rail Direkt Enjeksiyon,7.3 saniye,230 km/s,480 nm,235 BG,İsveç > Çin,D5,Binek,Momentum,,Sedan,2019,İçten Yanmalı (Standart),5003 tl/yıl,E,S90,Dizel,https://www.epey.com/araba/2019-volvo-s90-d5-2-0-235-hp-awd-geartronic-momentum-4x4.html,,,,,,133 g/km,5.1 lt,60 lt,,,,,,5 yıldız,2019 Volvo S90 D5 2.0 235 HP AWD Geartronic Momentum (4x4) NCAP/ANCAP Web Sayfası,2017,Var,,,,,,,,,4x4 Çekişli,,,,,8 ileri,Otomatik,Geartronic (Otomatik)
,11.80 mt.,1890 mm,4963 mm,1443 mm,,500 lt,,2019 Volvo S90 D5 2.0 235 HP AWD Geartronic Momentum Plus (4x4),2019 Volvo S90 D5 2.0 235 HP AWD Geartronic Momentum Plus (4x4) Test Sürüşü Talep Sayfası,2019 Volvo S90 D5 2.0 235 HP AWD Geartronic Momentum Plus (4x4) Ürün Kataloğu,3 Yıl / 100 Bin Km Mekanik,"Garanti Süresi Boyunca Ücretsiz
Volvo OtoLine 444 4858",Var,,,,,Turbo,,4,1969 cc,Common Rail Direkt Enjeksiyon,7.3 saniye,230 km/s,480 nm,235 BG,İsveç > Çin,D5,Binek,Momentum Plus,,Sedan,2019,İçten Yanmalı (Standart),5003 tl/yıl,E,S90,Dizel,https://www.epey.com/araba/2019-volvo-s90-d5-2-0-235-hp-awd-geartronic-momentum-plus-4x4.html,,,,,,133 g/km,5.1 lt,60 lt,,,,,,5 yıldız,2019 Volvo S90 D5 2.0 235 HP AWD Geartronic Momentum Plus (4x4) NCAP/ANCAP Web Sayfası,2017,Var,,,,,,,,,4x4 Çekişli,,,,,8 ileri,Otomatik,Geartronic (Otomatik)
,11.80 mt.,1890 mm,4963 mm,1443 mm,,500 lt,,2019 Volvo S90 D5 2.0 235 HP AWD Geartronic R-Design Plus (4x4),2019 Volvo S90 D5 2.0 235 HP AWD Geartronic R-Design Plus (4x4) Test Sürüşü Talep Sayfası,2019 Volvo S90 D5 2.0 235 HP AWD Geartronic R-Design Plus (4x4) Ürün Kataloğu,3 Yıl / 100 Bin Km Mekanik,"Garanti Süresi Boyunca Ücretsiz
Volvo OtoLine 444 4858",Var,,,,,Turbo,,4,1969 cc,Common Rail Direkt Enjeksiyon,7.3 saniye,230 km/s,480 nm,235 BG,İsveç > Çin,D5,Binek,R-Design Plus,,Sedan,2019,İçten Yanmalı (Standart),5003 tl/yıl,E,S90,Dizel,https://www.epey.com/araba/2019-volvo-s90-d5-2-0-235-hp-awd-geartronic-r-design-plus-4x4.html,,,,,,133 g/km,5.1 lt,60 lt,,,,,,5 yıldız,2019 Volvo S90 D5 2.0 235 HP AWD Geartronic R-Design Plus (4x4) NCAP/ANCAP Web Sayfası,2017,Var,,,,,,,,,4x4 Çekişli,,,,,8 ileri,Otomatik,Geartronic (Otomatik)
,11.80 mt.,1890 mm,4963 mm,1443 mm,,500 lt,,2019 Volvo S90 T6 2.0 320 HP AWD Geartronic Inscription Plus (4x4),2019 Volvo S90 T6 2.0 320 HP AWD Geartronic Inscription Plus (4x4) Test Sürüşü Talep Sayfası,2019 Volvo S90 T6 2.0 320 HP AWD Geartronic Inscription Plus (4x4) Ürün Kataloğu,3 Yıl / 100 Bin Km Mekanik,"Garanti Süresi Boyunca Ücretsiz
Volvo OtoLine 444 4858",Var,,,,,Kompresör & Turbo,,4,1969 cc,Direkt Enjeksiyon,7.3 saniye,230 km/s,400 nm,320 BG,İsveç > Çin,T6,Binek,Inscription Plus,,Sedan,2019,İçten Yanmalı (Standart),5003 tl/yıl,E,S90,Benzin,https://www.epey.com/araba/2019-volvo-s90-t6-2-0-320-hp-awd-geartronic-inscription-plus-4x4.html,,,,,,169 g/km,7.3 lt,60 lt,,,,,,5 yıldız,2019 Volvo S90 T6 2.0 320 HP AWD Geartronic Inscription Plus (4x4) NCAP/ANCAP Web Sayfası,2017,Var,,,,,,,,,4x4 Çekişli,,,,,8 ileri,Otomatik,Geartronic (Otomatik)
,11.80 mt.,1890 mm,4963 mm,1443 mm,,500 lt,,2019 Volvo S90 T6 2.0 320 HP AWD Geartronic R-Design (4x4),2019 Volvo S90 T6 2.0 320 HP AWD Geartronic R-Design (4x4) Test Sürüşü Talep Sayfası,2019 Volvo S90 T6 2.0 320 HP AWD Geartronic R-Design (4x4) Ürün Kataloğu,3 Yıl / 100 Bin Km Mekanik,"Garanti Süresi Boyunca Ücretsiz
Volvo OtoLine 444 4858",Var,,,,,Kompresör & Turbo,,4,1969 cc,Direkt Enjeksiyon,7.3 saniye,230 km/s,400 nm,320 BG,İsveç > Çin,T6,Binek,R-Design,,Sedan,2019,İçten Yanmalı (Standart),5003 tl/yıl,E,S90,Benzin,https://www.epey.com/araba/2019-volvo-s90-t6-2-0-320-hp-awd-geartronic-r-design-4x4.html,,,,,,169 g/km,7.3 lt,60 lt,,,,,,5 yıldız,2019 Volvo S90 T6 2.0 320 HP AWD Geartronic R-Design (4x4) NCAP/ANCAP Web Sayfası,2017,Var,,,,,,,,,4x4 Çekişli,,,,,8 ileri,Otomatik,Geartronic (Otomatik)
,,1890 mm,4963 mm,1443 mm,,500 lt,,2019 Volvo S90 T8 Plug-in Hibrit 2.0 407 HP EAWD Geartronic Inscription (4x4),2019 Volvo S90 T8 Plug-in Hibrit 2.0 407 HP EAWD Geartronic Inscription (4x4) Test Sürüşü Talep Sayfası,2019 Volvo S90 T8 Plug-in Hibrit 2.0 407 HP EAWD Geartronic Inscription (4x4) Ürün Kataloğu,3 Yıl / 100 Bin Km Mekanik,"Garanti Süresi Boyunca Ücretsiz
Volvo OtoLine 444 4858",Var,240 nm,9.2 kW/sa,,,Kompresör & Turbo,,4,1969 cc,Direkt Enjeksiyon,4.7 saniye,250 km/s,400 nm,407 BG,İsveç > Çin,T8 Plug-in Hibrit,Binek,Inscription,,Sedan,2019,PHEV (Prizden Şarjlı HEV),,E,S90,Benzin & Elektrik,https://www.epey.com/araba/2019-volvo-s90-t8-plug-in-hibrit-2-0-407-hp-eawd-geartronic-inscription-4x4.html,,,,,,,1.9 lt,50 lt,,,,,,5 yıldız,2019 Volvo S90 T8 Plug-in Hibrit 2.0 407 HP EAWD Geartronic Inscription (4x4) NCAP/ANCAP Web Sayfası,2017,Var,,,,,,,,,4x4 Çekişli,,,,,8 ileri,Otomatik,Geartronic (Otomatik)
,,1890 mm,4963 mm,1443 mm,,500 lt,,2019 Volvo S90 T8 Plug-in Hibrit 2.0 407 HP EAWD Geartronic R-Design (4x4),2019 Volvo S90 T8 Plug-in Hibrit 2.0 407 HP EAWD Geartronic R-Design (4x4) Test Sürüşü Talep Sayfası,2019 Volvo S90 T8 Plug-in Hibrit 2.0 407 HP EAWD Geartronic R-Design (4x4) Ürün Kataloğu,3 Yıl / 100 Bin Km Mekanik,"Garanti Süresi Boyunca Ücretsiz
Volvo OtoLine 444 4858",Var,240 nm,9.2 kW/sa,,,Kompresör & Turbo,,4,1969 cc,Direkt Enjeksiyon,4.7 saniye,250 km/s,400 nm,407 BG,İsveç > Çin,T8 Plug-in Hibrit,Binek,R-Design,,Sedan,2019,PHEV (Prizden Şarjlı HEV),,E,S90,Benzin & Elektrik,https://www.epey.com/araba/2019-volvo-s90-t8-plug-in-hibrit-2-0-407-hp-eawd-geartronic-r-design-4x4.html,,,,,,,1.9 lt,50 lt,,,,,,5 yıldız,2019 Volvo S90 T8 Plug-in Hibrit 2.0 407 HP EAWD Geartronic R-Design (4x4) NCAP/ANCAP Web Sayfası,2017,Var,,,,,,,,,4x4 Çekişli,,,,,8 ileri,Otomatik,Geartronic (Otomatik)
1435 kg,10.80 mt.,1857 mm,4370 mm,1420 mm,,324 lt,,2019 Volvo V40 T3 1.5 152 HP Geartronic Inscription,2019 Volvo V40 T3 1.5 152 HP Geartronic Inscription Test Sürüşü Talep Sayfası,2019 Volvo V40 T3 1.5 152 HP Geartronic Inscription Ürün Kataloğu,"2 Yıl Sınırsız Km Mekanik
3. Yıl / 100 Bin Km Mekanik","Garanti Süresi Boyunca Ücretsiz
Volvo OtoLine 444 4858",Var,,,,,Turbo,,4,1498 cc,Direkt Enjeksiyon,8.3 saniye,210 km/s,250 nm,152 BG,İsveç > Çin,T3,Binek,Inscription,,Hatchback,2019,İçten Yanmalı (Standart),1800 tl/yıl,Premium C,V40,Benzin,https://www.epey.com/araba/2019-volvo-v40-t3-1-5-152-hp-geartronic-inscription.html,,,,,,129 g/km,5.5 lt,62 lt,Euro 6,,,,,5 yıldız,2019 Volvo V40 T3 1.5 152 HP Geartronic Inscription NCAP/ANCAP Web Sayfası,2012,Var,,,,,,,,,Önden Çekişli,,,,,6 ileri,Otomatik,Geartronic (Otomatik)
1674 kg,11.4 mt.,1863 mm,4425 mm,1652 mm,1336 lt,460 lt,,2019 Volvo XC40 D3 2.0 150 HP Geartronic Inscription (4x2),2019 Volvo XC40 D3 2.0 150 HP Geartronic Inscription (4x2) Test Sürüşü Talep Sayfası,2019 Volvo XC40 D3 2.0 150 HP Geartronic Inscription (4x2) Ürün Kataloğu,"3 Yıl / 100 Bin Km Mekanik
8 Yıl Boya
12 Yıl Paslanmazlık","Garanti Süresi Boyunca Ücretsiz
Volvo OtoLine 444 4858",Var,,,,,Turbo,,4,1969 cc,Common Rail Direkt Enjeksiyon,8.2 saniye,195 km/s,320 nm,150 BG,İsveç > Çin,D3,Binek,Inscription,,SUV,2019,İçten Yanmalı (Standart),5003 tl/yıl,Premium B,XC40,Dizel,https://www.epey.com/araba/2019-volvo-xc40-d3-2-0-150-hp-geartronic-inscription-4x2.html,,,,,,132 g/km,5.0 lt,54 lt,Euro 6,4.7 lt,5.6 lt,,,5 yıldız,2019 Volvo XC40 D3 2.0 150 HP Geartronic Inscription (4x2) NCAP/ANCAP Web Sayfası,2018,Var,,,,,,,,,Önden Çekişli,,,,,8 ileri,Otomatik,Geartronic (Otomatik)
1674 kg,11.4 mt.,1863 mm,4425 mm,1652 mm,1336 lt,460 lt,,2019 Volvo XC40 D3 2.0 150 HP Geartronic Momentum (4x2),2019 Volvo XC40 D3 2.0 150 HP Geartronic Momentum (4x2) Test Sürüşü Talep Sayfası,2019 Volvo XC40 D3 2.0 150 HP Geartronic Momentum (4x2) Ürün Kataloğu,"3 Yıl / 100 Bin Km Mekanik
8 Yıl Boya
12 Yıl Paslanmazlık","Garanti Süresi Boyunca Ücretsiz
Volvo OtoLine 444 4858",Var,,,,,Turbo,,4,1969 cc,Common Rail Direkt Enjeksiyon,8.2 saniye,195 km/s,320 nm,150 BG,İsveç > Çin,D3,Binek,Momentum,,SUV,2019,İçten Yanmalı (Standart),5003 tl/yıl,Premium B,XC40,Dizel,https://www.epey.com/araba/2019-volvo-xc40-d3-2-0-150-hp-geartronic-momentum-4x2.html,,,,,,132 g/km,5.0 lt,54 lt,Euro 6,4.7 lt,5.6 lt,,,5 yıldız,2019 Volvo XC40 D3 2.0 150 HP Geartronic Momentum (4x2) NCAP/ANCAP Web Sayfası,2018,Var,,,,,,,,,Önden Çekişli,,,,,8 ileri,Otomatik,Geartronic (Otomatik)
1674 kg,11.4 mt.,1863 mm,4425 mm,1652 mm,1336 lt,460 lt,,2019 Volvo XC40 D3 2.0 150 HP Geartronic R-Design (4x2),2019 Volvo XC40 D3 2.0 150 HP Geartronic R-Design (4x2) Test Sürüşü Talep Sayfası,2019 Volvo XC40 D3 2.0 150 HP Geartronic R-Design (4x2) Ürün Kataloğu,"3 Yıl / 100 Bin Km Mekanik
8 Yıl Boya
12 Yıl Paslanmazlık","Garanti Süresi Boyunca Ücretsiz
Volvo OtoLine 444 4858",Var,,,,,Turbo,,4,1969 cc,Common Rail Direkt Enjeksiyon,8.2 saniye,195 km/s,320 nm,150 BG,İsveç > Çin,D3,Binek,R-Design,,SUV,2019,İçten Yanmalı (Standart),5003 tl/yıl,Premium B,XC40,Dizel,https://www.epey.com/araba/2019-volvo-xc40-d3-2-0-150-hp-geartronic-r-design-4x2.html,,,,,,132 g/km,5.0 lt,54 lt,Euro 6,4.7 lt,5.6 lt,,,5 yıldız,2019 Volvo XC40 D3 2.0 150 HP Geartronic R-Design (4x2) NCAP/ANCAP Web Sayfası,2018,Var,,,,,,,,,Önden Çekişli,,,,,8 ileri,Otomatik,Geartronic (Otomatik)
1728 kg,11.4 mt.,1863 mm,4425 mm,1652 mm,1336 lt,460 lt,,2019 Volvo XC40 D4 2.0 190 HP AWD Geartronic Inscription (4x4),2019 Volvo XC40 D4 2.0 190 HP AWD Geartronic Inscription (4x4) Test Sürüşü Talep Sayfası,2019 Volvo XC40 D4 2.0 190 HP AWD Geartronic Inscription (4x4) Ürün Kataloğu,"3 Yıl / 100 Bin Km Mekanik
8 Yıl Boya
12 Yıl Paslanmazlık","Garanti Süresi Boyunca Ücretsiz
Volvo OtoLine 444 4858",Var,,,,,Çift Turbo,,4,1969 cc,Common Rail Direkt Enjeksiyon,7.9 saniye,210 km/s,400 nm,190 BG,İsveç > Çin,D4,Binek,Inscription,,SUV,2019,İçten Yanmalı (Standart),5003 tl/yıl,Premium B,XC40,Dizel,https://www.epey.com/araba/2019-volvo-xc40-d4-2-0-190-hp-awd-geartronic-inscription-4x4.html,,,,,,131 g/km,5.0 lt,54 lt,Euro 6,,,,,5 yıldız,2019 Volvo XC40 D4 2.0 190 HP AWD Geartronic Inscription (4x4) NCAP/ANCAP Web Sayfası,2018,Var,,,,,,,,,4x4 Çekişli,,,,,8 ileri,Otomatik,Geartronic (Otomatik)
1728 kg,11.4 mt.,1863 mm,4425 mm,1652 mm,1336 lt,460 lt,,2019 Volvo XC40 D4 2.0 190 HP AWD Geartronic Momentum (4x4),2019 Volvo XC40 D4 2.0 190 HP AWD Geartronic Momentum (4x4) Test Sürüşü Talep Sayfası,2019 Volvo XC40 D4 2.0 190 HP AWD Geartronic Momentum (4x4) Ürün Kataloğu,"3 Yıl / 100 Bin Km Mekanik
8 Yıl Boya
12 Yıl Paslanmazlık","Garanti Süresi Boyunca Ücretsiz
Volvo OtoLine 444 4858",Var,,,,,Çift Turbo,,4,1969 cc,Common Rail Direkt Enjeksiyon,7.9 saniye,210 km/s,400 nm,190 BG,İsveç > Çin,D4,Binek,Momentum,,SUV,2019,İçten Yanmalı (Standart),5003 tl/yıl,Premium B,XC40,Dizel,https://www.epey.com/araba/2019-volvo-xc40-d4-2-0-190-hp-awd-geartronic-momentum-4x4.html,,,,,,131 g/km,5.0 lt,54 lt,Euro 6,,,,,5 yıldız,2019 Volvo XC40 D4 2.0 190 HP AWD Geartronic Momentum (4x4) NCAP/ANCAP Web Sayfası,2018,Var,,,,,,,,,4x4 Çekişli,,,,,8 ileri,Otomatik,Geartronic (Otomatik)
1728 kg,11.4 mt.,1863 mm,4425 mm,1652 mm,1336 lt,460 lt,,2019 Volvo XC40 D4 2.0 190 HP AWD Geartronic R-Design (4x4),2019 Volvo XC40 D4 2.0 190 HP AWD Geartronic R-Design (4x4) Test Sürüşü Talep Sayfası,2019 Volvo XC40 D4 2.0 190 HP AWD Geartronic R-Design (4x4) Ürün Kataloğu,"3 Yıl / 100 Bin Km Mekanik
8 Yıl Boya
12 Yıl Paslanmazlık","Garanti Süresi Boyunca Ücretsiz
Volvo OtoLine 444 4858",Var,,,,,Çift Turbo,,4,1969 cc,Common Rail Direkt Enjeksiyon,7.9 saniye,210 km/s,400 nm,190 BG,İsveç > Çin,D4,Binek,R-Design,,SUV,2019,İçten Yanmalı (Standart),5003 tl/yıl,Premium B,XC40,Dizel,https://www.epey.com/araba/2019-volvo-xc40-d4-2-0-190-hp-awd-geartronic-r-design-4x4.html,,,,,,131 g/km,5.0 lt,54 lt,Euro 6,,,,,5 yıldız,2019 Volvo XC40 D4 2.0 190 HP AWD Geartronic R-Design (4x4) NCAP/ANCAP Web Sayfası,2018,Var,,,,,,,,,4x4 Çekişli,,,,,8 ileri,Otomatik,Geartronic (Otomatik)
,11.4 mt.,1863 mm,4425 mm,1652 mm,1336 lt,460 lt,,2019 Volvo XC40 T3 1.5 163 HP Geartronic Inscription (4x2),2019 Volvo XC40 T3 1.5 163 HP Geartronic Inscription (4x2) Test Sürüşü Talep Sayfası,2019 Volvo XC40 T3 1.5 163 HP Geartronic Inscription (4x2) Ürün Kataloğu,"3 Yıl / 100 Bin Km Mekanik
8 Yıl Boya
12 Yıl Paslanmazlık","Garanti Süresi Boyunca Ücretsiz
Volvo OtoLine 444 4858",Var,,,,,Turbo,,3,1477 cc,Direkt Enjeksiyon,9.6 saniye,200 km/s,265 nm,163 BG,İsveç > Çin,T3,Binek,Inscription,,SUV,2019,İçten Yanmalı (Standart),1800 tl/yıl,Premium B,XC40,Benzin,https://www.epey.com/araba/2019-volvo-xc40-t3-1-5-163-hp-geartronic-inscription-4x2.html,,,,,,,,54 lt,Euro 6,,,,,5 yıldız,2019 Volvo XC40 T3 1.5 163 HP Geartronic Inscription (4x2) NCAP/ANCAP Web Sayfası,2018,Var,,,,,,,,,Önden Çekişli,,,,,8 ileri,Otomatik,Geartronic (Otomatik)
,11.4 mt.,1863 mm,4425 mm,1652 mm,1336 lt,460 lt,,2019 Volvo XC40 T3 1.5 163 HP Geartronic Momentum (4x2),2019 Volvo XC40 T3 1.5 163 HP Geartronic Momentum (4x2) Test Sürüşü Talep Sayfası,2019 Volvo XC40 T3 1.5 163 HP Geartronic Momentum (4x2) Ürün Kataloğu,"3 Yıl / 100 Bin Km Mekanik
8 Yıl Boya
12 Yıl Paslanmazlık","Garanti Süresi Boyunca Ücretsiz
Volvo OtoLine 444 4858",Var,,,,,Turbo,,3,1477 cc,Direkt Enjeksiyon,9.6 saniye,200 km/s,265 nm,163 BG,İsveç > Çin,T3,Binek,Momentum,,SUV,2019,İçten Yanmalı (Standart),1800 tl/yıl,Premium B,XC40,Benzin,https://www.epey.com/araba/2019-volvo-xc40-t3-1-5-163-hp-geartronic-momentum-4x2.html,,,,,,,,54 lt,Euro 6,,,,,5 yıldız,2019 Volvo XC40 T3 1.5 163 HP Geartronic Momentum (4x2) NCAP/ANCAP Web Sayfası,2018,Var,,,,,,,,,Önden Çekişli,,,,,8 ileri,Otomatik,Geartronic (Otomatik)
,11.4 mt.,1863 mm,4425 mm,1652 mm,1336 lt,460 lt,,2019 Volvo XC40 T3 1.5 163 HP Geartronic R-Design (4x2),2019 Volvo XC40 T3 1.5 163 HP Geartronic R-Design (4x2) Test Sürüşü Talep Sayfası,2019 Volvo XC40 T3 1.5 163 HP Geartronic R-Design (4x2) Ürün Kataloğu,"3 Yıl / 100 Bin Km Mekanik
8 Yıl Boya
12 Yıl Paslanmazlık","Garanti Süresi Boyunca Ücretsiz
Volvo OtoLine 444 4858",Var,,,,,Turbo,,3,1477 cc,Direkt Enjeksiyon,9.6 saniye,200 km/s,265 nm,163 BG,İsveç > Çin,T3,Binek,R-Design,,SUV,2019,İçten Yanmalı (Standart),1800 tl/yıl,Premium B,XC40,Benzin,https://www.epey.com/araba/2019-volvo-xc40-t3-1-5-163-hp-geartronic-r-design-4x2.html,,,,,,,,54 lt,Euro 6,,,,,5 yıldız,2019 Volvo XC40 T3 1.5 163 HP Geartronic R-Design (4x2) NCAP/ANCAP Web Sayfası,2018,Var,,,,,,,,,Önden Çekişli,,,,,8 ileri,Otomatik,Geartronic (Otomatik)
1706 kg,11.4 mt.,1863 mm,4425 mm,1652 mm,1336 lt,460 lt,,2019 Volvo XC40 T4 2.0 190 HP AWD Geartronic Inscription (4x4),2019 Volvo XC40 T4 2.0 190 HP AWD Geartronic Inscription (4x4) Test Sürüşü Talep Sayfası,2019 Volvo XC40 T4 2.0 190 HP AWD Geartronic Inscription (4x4) Ürün Kataloğu,"3 Yıl / 100 Bin Km Mekanik
8 Yıl Boya
12 Yıl Paslanmazlık","Garanti Süresi Boyunca Ücretsiz
Volvo OtoLine 444 4858",Var,,,,,Turbo,,4,1969 cc,Direkt Enjeksiyon,8.5 saniye,210 km/s,300 nm,190 BG,İsveç > Çin,T4,Binek,Inscription,,SUV,2019,İçten Yanmalı (Standart),5003 tl/yıl,Premium B,XC40,Benzin,https://www.epey.com/araba/2019-volvo-xc40-t4-2-0-190-hp-awd-geartronic-inscription-4x4.html,,,,,,161 g/km,6.9 lt,54 lt,Euro 6,,,,,5 yıldız,2019 Volvo XC40 T4 2.0 190 HP AWD Geartronic Inscription (4x4) NCAP/ANCAP Web Sayfası,2018,Var,,,,,,,,,4x4 Çekişli,,,,,8 ileri,Otomatik,Geartronic (Otomatik)
1706 kg,11.4 mt.,1863 mm,4425 mm,1652 mm,1336 lt,460 lt,,2019 Volvo XC40 T4 2.0 190 HP AWD Geartronic Momentum (4x4),2019 Volvo XC40 T4 2.0 190 HP AWD Geartronic Momentum (4x4) Test Sürüşü Talep Sayfası,2019 Volvo XC40 T4 2.0 190 HP AWD Geartronic Momentum (4x4) Ürün Kataloğu,"3 Yıl / 100 Bin Km Mekanik
8 Yıl Boya
12 Yıl Paslanmazlık","Garanti Süresi Boyunca Ücretsiz
Volvo OtoLine 444 4858",Var,,,,,Turbo,,4,1969 cc,Direkt Enjeksiyon,8.5 saniye,210 km/s,300 nm,190 BG,İsveç > Çin,T4,Binek,Momentum,,SUV,2019,İçten Yanmalı (Standart),5003 tl/yıl,Premium B,XC40,Benzin,https://www.epey.com/araba/2019-volvo-xc40-t4-2-0-190-hp-awd-geartronic-momentum-4x4.html,,,,,,161 g/km,6.9 lt,54 lt,Euro 6,,,,,5 yıldız,2019 Volvo XC40 T4 2.0 190 HP AWD Geartronic Momentum (4x4) NCAP/ANCAP Web Sayfası,2018,Var,,,,,,,,,4x4 Çekişli,,,,,8 ileri,Otomatik,Geartronic (Otomatik)
