AĞIRLIK & ÖLÇÜLER - Ağırlık,AĞIRLIK & ÖLÇÜLER - Dönüş Çapı,AĞIRLIK & ÖLÇÜLER - Genişlik,AĞIRLIK & ÖLÇÜLER - Uzunluk,AĞIRLIK & ÖLÇÜLER - Yükseklik,BAGAJ ÖZELLİKLERİ - Bagaj Hacmi (2 Koltuk),BAGAJ ÖZELLİKLERİ - Bagaj Hacmi (5 Koltuk),BAGAJ ÖZELLİKLERİ - Bagaj Hacmi (7 Koltuk),Başlık,DIŞ GÖVDE - Arka Kapı Tipi,DIŞ GÖVDE - Arka Tekerlek,DIŞ GÖVDE - Kapı Sayısı,DIŞ GÖVDE - Sürgülü Sağ Yan Kapı,DIŞ GÖVDE - Şasi Tipi,DOKÜMAN - Test Sürüşü Talep Sayfası,DOKÜMAN - Ürün Kataloğu,GARANTİ & YOL YARDIM - Garanti,GARANTİ & YOL YARDIM - Yol Yardım Bilgileri,GARANTİ & YOL YARDIM - Yol Yardım Hizmeti,MOTOR (Elektrikli) - Azami Tork,MOTOR (Elektrikli) - Batarya Kapasitesi,MOTOR (Elektrikli) - Batarya Tipi,MOTOR (Elektrikli) - Menzil (WLTP-Birleşik),MOTOR (İçten Yanmalı) - Besleme Tipi,MOTOR (İçten Yanmalı) - Diğer Motor Özellikleri,MOTOR (İçten Yanmalı) - Silindir Adedi,MOTOR (İçten Yanmalı) - Silindir Hacmi,MOTOR (İçten Yanmalı) - Yakıt Püskürtme,PERFORMANS - 0-100 Km Hızlanma,PERFORMANS - Azami Hız,PERFORMANS - Azami Tork (Toplam),PERFORMANS - Beygir Gücü (Toplam),SÜRÜŞ DESTEK SİSTEMLERİ - Yokuş Kalkış Desteği,SÜRÜŞ DESTEK SİSTEMLERİ - Yokuş Kalkış Özellikleri,TEMEL ÖZELLİKLER - Ait Olduğu Ülke,TEMEL ÖZELLİKLER - Alt Seri,TEMEL ÖZELLİKLER - Araç Türü,TEMEL ÖZELLİKLER - Donanım Paketi,TEMEL ÖZELLİKLER - Gövde Tipi,TEMEL ÖZELLİKLER - Model Yılı,TEMEL ÖZELLİKLER - Motor Tipi,TEMEL ÖZELLİKLER - Motorlu Taşıt Vergisi,TEMEL ÖZELLİKLER - Segment,TEMEL ÖZELLİKLER - Seri,TEMEL ÖZELLİKLER - Yakıt Tipi,URL,YAKIT TÜKETİMİ & EMİSYON - LPG,YAKIT TÜKETİMİ & EMİSYON - LPG CO2 Salınımı,YAKIT TÜKETİMİ & EMİSYON - LPG Kapasitesi,YAKIT TÜKETİMİ & EMİSYON - LPG OrtalamaTüketim (100 km),YAKIT TÜKETİMİ & EMİSYON - LPG Şehir Dışı Tüketim (100 km),YAKIT TÜKETİMİ & EMİSYON - LPG Şehir İçi Tüketim (100 km),YAKIT TÜKETİMİ & EMİSYON - Ortalama Emisyon,YAKIT TÜKETİMİ & EMİSYON - Ortalama Y.Tüketimi (100 km),YAKIT TÜKETİMİ & EMİSYON - Yakıt Kapasitesi,YAKIT TÜKETİMİ & EMİSYON - Çevre Standardı (Emisyon),YAKIT TÜKETİMİ & EMİSYON - Şehir Dışı Tüketim (100 km),YAKIT TÜKETİMİ & EMİSYON - Şehir İçi Tüketim (100 km),YOLCU EMNİYETİ - Anahtarsız Sistem,YOLCU EMNİYETİ - Hava Yastığı,YOLCU EMNİYETİ - NCAP/ANCAP Puanı,YOLCU EMNİYETİ - NCAP/ANCAP Web Sayfası,YOLCU EMNİYETİ - NCAP/ANCAP Yılı,YOLCU EMNİYETİ - Çarpışma Testi (NCAP/ANCAP),YÜK ALANI - Azami Hacim,YÜK ALANI - Azami Yük (İstiap Haddi),YÜK ALANI - Azami Yüklü Ağırlık,YÜK ALANI - Azami İç Genişlik,YÜK ALANI - Azami İç Uzunluk,YÜK ALANI - Azami İç Yükseklik,YÜK ALANI - Davlumbaz Aralığı,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekiş,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekiş Kontrol Sistemi,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekiş Kontrol Özellikleri,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekme Kapasitesi (Frenli),ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekme Kapasitesi (Frensiz),ŞANZIMAN & ÇEKİŞ SİSTEMİ - Şanzıman Kademesi,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Şanzıman Türü,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Şanzıman Özellikleri
1382 kg,11.10 mt.,1793 mm,4408 mm,1858 mm,2852 lt,750 lt,,2020 Volkswagen Caddy 2.0 TDI 102 PS Trendline,,,,,,,2020 Volkswagen Caddy 2.0 TDI 102 PS Trendline Ürün Kataloğu,,"Volkswagen Çağrı24 0212 335 0404
Volkswagen Çağrı24 0800 211 0870",Var,,,,,Değişken Geometrili Turbo,,4,1968 cc,Common Rail Direkt Enjeksiyon,12.9 saniye,172 km/s,250 nm,102 BG,,,Almanya,Combi,Ticari,Trendline,Kombi,2020,İçten Yanmalı (Standart),2311 tl/yıl,Hafif Ticari,Caddy,Dizel,https://www.epey.com/araba/2020-volkswagen-caddy-2-0-tdi-102-ps-trendline.html,,,,,,,130 g/km,4.9 lt,55 lt,Euro 6,4.4 lt,5.9 lt,,,4 yıldız,2020 Volkswagen Caddy 2.0 TDI 102 PS Trendline NCAP/ANCAP Web Sayfası,2015,Var,,,,,,,,Önden Çekişli,,,,,5 ileri,Manuel,
1513 kg,12.20 mt.,1793 mm,4976 mm,1872 mm,,,,2020 Volkswagen Caddy Maxi Van 2.0 TDI 102 PS DSG,,,,,,,2020 Volkswagen Caddy Maxi Van 2.0 TDI 102 PS DSG Ürün Kataloğu,,"Volkswagen Çağrı24 0212 335 0404
Volkswagen Çağrı24 0800 211 0870",Var,,,,,Turbo,"BlueMotion Teknolojisi (Yakıt Verimliliği)
SCR (Seçimli Katalitik İndirgeme)
VTG (Değişken Geometrili Turboşarj)",4,1968 cc,Common Rail Direkt Enjeksiyon,12.6 saniye,170 km/s,250 nm,102 BG,,,Almanya,Panelvan,Ticari,Standart,Panelvan,2020,İçten Yanmalı (Standart),2311 tl/yıl,Hafif Ticari,Caddy,Dizel,https://www.epey.com/araba/2020-volkswagen-caddy-maxi-van-2-0-tdi-102-ps-dsg.html,,,,,,,,5.1 lt,55 lt,Euro 6,4.8 lt,5.7 lt,,,,,,,4.2 m³,2326 kg,2280 kg,1532 mm,2249 mm,1259 mm,1168 mm,Önden Çekişli,,,,,6 ileri,Otomatik,DSG (Yarı Otm.)
1477 kg,12.20 mt.,1793 mm,4976 mm,1872 mm,,,,2020 Volkswagen Caddy Maxi Van 2.0 TDI 102 PS,,,,,,,2020 Volkswagen Caddy Maxi Van 2.0 TDI 102 PS Ürün Kataloğu,,"Volkswagen Çağrı24 0212 335 0404
Volkswagen Çağrı24 0800 211 0870",Var,,,,,Turbo,"BlueMotion Teknolojisi (Yakıt Verimliliği)
SCR (Seçimli Katalitik İndirgeme)
VTG (Değişken Geometrili Turboşarj)",4,1968 cc,Common Rail Direkt Enjeksiyon,12.5 saniye,172 km/s,250 nm,102 BG,,,Almanya,Panelvan,Ticari,Standart,Panelvan,2020,İçten Yanmalı (Standart),2091 tl/yıl,Hafif Ticari,Caddy,Dizel,https://www.epey.com/araba/2020-volkswagen-caddy-maxi-van-2-0-tdi-102-ps.html,,,,,,,,5.9 lt,55 lt,Euro 6,4.4 lt,5.8 lt,,,,,,,4.2 m³,2299 kg,2280 kg,1532 mm,2249 mm,1259 mm,1168 mm,Önden Çekişli,,,,,5 ileri,Manuel,
1353 kg,10.90 mt.,1790 mm,4258 mm,1492 mm,,380 lt,,2020 Volkswagen Golf 1.0 TSI 110 PS DSG Comfortline,,,,,,2020 Volkswagen Golf 1.0 TSI 110 PS DSG Comfortline Test Sürüşü Talep Sayfası,2020 Volkswagen Golf 1.0 TSI 110 PS DSG Comfortline Ürün Kataloğu,"2 Yıl Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Volkswagen Çağrı24 0212 335 0404
Volkswagen Çağrı24 0800 211 0870",Var,,,,,Turbo,,3,999 cc,Elektronik Doğrudan Enjeksiyon,9.9 saniye,196 km/s,200 nm,110 BG,,,Almanya,,Binek,Comfortline,Hatchback,2020,İçten Yanmalı (Standart),1156 tl/yıl,C,Golf,Benzin,https://www.epey.com/araba/2020-volkswagen-golf-1-0-tsi-110-ps-dsg-comfortline.html,,,,,,,120 g/km,5.2 lt,50 lt,Euro 6,4.7 lt,6.1 lt,,Var,5 yıldız,2020 Volkswagen Golf 1.0 TSI 110 PS DSG Comfortline NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DSG (Yarı Otm.)
1333 kg,10.90 mt.,1790 mm,4258 mm,1492 mm,,380 lt,,2020 Volkswagen Golf 1.0 TSI 110 PS Midline Plus,,,,,,2020 Volkswagen Golf 1.0 TSI 110 PS Midline Plus Test Sürüşü Talep Sayfası,2020 Volkswagen Golf 1.0 TSI 110 PS Midline Plus Ürün Kataloğu,"2 Yıl Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Volkswagen Çağrı24 0212 335 0404
Volkswagen Çağrı24 0800 211 0870",Var,,,,,Turbo,,3,999 cc,Elektronik Doğrudan Enjeksiyon,9.8 saniye,198 km/s,200 nm,110 BG,,,Almanya,,Binek,Midline Plus,Hatchback,2020,İçten Yanmalı (Standart),1156 tl/yıl,C,Golf,Benzin,https://www.epey.com/araba/2020-volkswagen-golf-1-0-tsi-110-ps-midline-plus.html,,,,,,,122 g/km,5.3 lt,50 lt,Euro 6,4.7 lt,6.4 lt,,Var,5 yıldız,2020 Volkswagen Golf 1.0 TSI 110 PS Midline Plus NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,,Önden Çekişli,,,,,6 ileri,Manuel,
,10.90 mt.,1790 mm,4258 mm,1492 mm,,380 lt,,2020 Volkswagen Golf 1.5 TSI ACT 150 PS DSG Comfortline,,,,,,2020 Volkswagen Golf 1.5 TSI ACT 150 PS DSG Comfortline Test Sürüşü Talep Sayfası,2020 Volkswagen Golf 1.5 TSI ACT 150 PS DSG Comfortline Ürün Kataloğu,"2 Yıl Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Volkswagen Çağrı24 0212 335 0404
Volkswagen Çağrı24 0800 211 0870",Var,,,,,Turbo,,4,1498 cc,Direkt Enjeksiyon,8.3 saniye,216 km/s,250 nm,150 BG,,,Almanya,,Binek,Comfortline,Hatchback,2020,İçten Yanmalı (Standart),2014 tl/yıl,C,Golf,Benzin,https://www.epey.com/araba/2020-volkswagen-golf-1-5-tsi-act-150-ps-dsg-comfortline.html,,,,,,,112 g/km,4.9 lt,50 lt,Euro 6,4.2 lt,6.1 lt,,Var,5 yıldız,2020 Volkswagen Golf 1.5 TSI ACT 150 PS DSG Comfortline NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DSG (Yarı Otm.)
,10.90 mt.,1790 mm,4258 mm,1492 mm,,380 lt,,2020 Volkswagen Golf 1.5 TSI ACT 150 PS DSG Highline,,,,,,2020 Volkswagen Golf 1.5 TSI ACT 150 PS DSG Highline Test Sürüşü Talep Sayfası,2020 Volkswagen Golf 1.5 TSI ACT 150 PS DSG Highline Ürün Kataloğu,"2 Yıl Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Volkswagen Çağrı24 0212 335 0404
Volkswagen Çağrı24 0800 211 0870",Var,,,,,Turbo,,4,1498 cc,Direkt Enjeksiyon,8.3 saniye,216 km/s,250 nm,150 BG,,,Almanya,,Binek,Highline,Hatchback,2020,İçten Yanmalı (Standart),2014 tl/yıl,C,Golf,Benzin,https://www.epey.com/araba/2020-volkswagen-golf-1-5-tsi-act-150-ps-dsg-highline.html,,,,,,,112 g/km,4.9 lt,50 lt,Euro 6,4.2 lt,6.1 lt,,Var,5 yıldız,2020 Volkswagen Golf 1.5 TSI ACT 150 PS DSG Highline NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DSG (Yarı Otm.)
1323 kg,10.90 mt.,1790 mm,4258 mm,1492 mm,,380 lt,,2020 Volkswagen Golf 1.6 TDI 115 PS Comfortline,,,,,,2020 Volkswagen Golf 1.6 TDI 115 PS Comfortline Test Sürüşü Talep Sayfası,2020 Volkswagen Golf 1.6 TDI 115 PS Comfortline Ürün Kataloğu,"2 Yıl Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Volkswagen Çağrı24 0212 335 0404
Volkswagen Çağrı24 0800 211 0870",Var,,,,,Turbo,,4,1598 cc,Common Rail Direkt Enjeksiyon,10.2 saniye,198 km/s,250 nm,115 BG,,,Almanya,,Binek,Comfortline,Hatchback,2020,İçten Yanmalı (Standart),2014 tl/yıl,C,Golf,Dizel,https://www.epey.com/araba/2020-volkswagen-golf-1-6-tdi-115-ps-comfortline.html,,,,,,,109 g/km,4.2 lt,50 lt,Euro 6,3.9 lt,4.7 lt,,Var,5 yıldız,2020 Volkswagen Golf 1.6 TDI 115 PS Comfortline NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,,Önden Çekişli,,,,,5 ileri,Manuel,
1343 kg,10.90 mt.,1790 mm,4258 mm,1492 mm,,380 lt,,2020 Volkswagen Golf 1.6 TDI 115 PS DSG Comfortline,,,,,,2020 Volkswagen Golf 1.6 TDI 115 PS DSG Comfortline Test Sürüşü Talep Sayfası,2020 Volkswagen Golf 1.6 TDI 115 PS DSG Comfortline Ürün Kataloğu,"2 Yıl Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Volkswagen Çağrı24 0212 335 0404
Volkswagen Çağrı24 0800 211 0870",Var,,,,,Turbo,,4,1598 cc,Common Rail Direkt Enjeksiyon,10.5 saniye,198 km/s,250 nm,115 BG,,,Almanya,,Binek,Comfortline,Hatchback,2020,İçten Yanmalı (Standart),2014 tl/yıl,C,Golf,Dizel,https://www.epey.com/araba/2020-volkswagen-golf-1-6-tdi-115-ps-dsg-comfortline.html,,,,,,,105 g/km,4.0 lt,50 lt,Euro 6,3.9 lt,4.2 lt,,Var,5 yıldız,2020 Volkswagen Golf 1.6 TDI 115 PS DSG Comfortline NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DSG (Yarı Otm.)
1323 kg,10.90 mt.,1790 mm,4258 mm,1492 mm,,380 lt,,2020 Volkswagen Golf 1.6 TDI 115 PS Highline,,,,,,2020 Volkswagen Golf 1.6 TDI 115 PS Highline Test Sürüşü Talep Sayfası,2020 Volkswagen Golf 1.6 TDI 115 PS Highline Ürün Kataloğu,"2 Yıl Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Volkswagen Çağrı24 0212 335 0404
Volkswagen Çağrı24 0800 211 0870",Var,,,,,Turbo,,4,1598 cc,Common Rail Direkt Enjeksiyon,10.2 saniye,198 km/s,250 nm,115 BG,,,Almanya,,Binek,Highline,Hatchback,2020,İçten Yanmalı (Standart),2014 tl/yıl,C,Golf,Dizel,https://www.epey.com/araba/2020-volkswagen-golf-1-6-tdi-115-ps-highline.html,,,,,,,109 g/km,4.2 lt,50 lt,Euro 6,3.9 lt,4.7 lt,,Var,5 yıldız,2020 Volkswagen Golf 1.6 TDI 115 PS Highline NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,,Önden Çekişli,,,,,5 ileri,Manuel,
1435 kg,11.70 mt.,1832 mm,4775 mm,1442 mm,,586 lt,,2020 Volkswagen Passat 1.5 TSI ACT 150 PS DSG Business,,,,,,2020 Volkswagen Passat 1.5 TSI ACT 150 PS DSG Business Test Sürüşü Talep Sayfası,2020 Volkswagen Passat 1.5 TSI ACT 150 PS DSG Business Ürün Kataloğu,"2 Yıl Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Volkswagen Çağrı24 0212 335 0404
Volkswagen Çağrı24 0800 211 0870",Var,,,,,Turbo,,4,1498 cc,Direkt Enjeksiyon,8.7 saniye,220 km/s,250 nm,150 BG,,,Almanya,Passat Sedan,Binek,Business,Sedan,2020,İçten Yanmalı (Standart),2014 tl/yıl,D,Passat,Benzin,https://www.epey.com/araba/2020-volkswagen-passat-1-5-tsi-act-150-ps-dsg-business.html,,,,,,,117 g/km,5.1 lt,59 lt,,4.3 lt,6.6 lt,,,5 yıldız,2020 Volkswagen Passat 1.5 TSI ACT 150 PS DSG Business NCAP/ANCAP Web Sayfası,2014,Var,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DSG (Yarı Otm.)
1435 kg,11.70 mt.,1832 mm,4775 mm,1442 mm,,586 lt,,2020 Volkswagen Passat 1.5 TSI ACT 150 PS DSG Impression,,,,,,2020 Volkswagen Passat 1.5 TSI ACT 150 PS DSG Impression Test Sürüşü Talep Sayfası,2020 Volkswagen Passat 1.5 TSI ACT 150 PS DSG Impression Ürün Kataloğu,"2 Yıl Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Volkswagen Çağrı24 0212 335 0404
Volkswagen Çağrı24 0800 211 0870",Var,,,,,Turbo,,4,1498 cc,Direkt Enjeksiyon,8.7 saniye,220 km/s,250 nm,150 BG,,,Almanya,Passat Sedan,Binek,Impression,Sedan,2020,İçten Yanmalı (Standart),2014 tl/yıl,D,Passat,Benzin,https://www.epey.com/araba/2020-volkswagen-passat-1-5-tsi-act-150-ps-dsg-impression.html,,,,,,,117 g/km,5.1 lt,59 lt,,4.3 lt,6.6 lt,,,5 yıldız,2020 Volkswagen Passat 1.5 TSI ACT 150 PS DSG Impression NCAP/ANCAP Web Sayfası,2014,Var,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DSG (Yarı Otm.)
1500 kg,11.70 mt.,1832 mm,4775 mm,1442 mm,,586 lt,,2020 Volkswagen Passat 1.6 TDI 120 PS DSG Business,,,,,,2020 Volkswagen Passat 1.6 TDI 120 PS DSG Business Test Sürüşü Talep Sayfası,2020 Volkswagen Passat 1.6 TDI 120 PS DSG Business Ürün Kataloğu,"2 Yıl Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Volkswagen Çağrı24 0212 335 0404
Volkswagen Çağrı24 0800 211 0870",Var,,,,,Turbo,,4,1598 cc,Common Rail Direkt Enjeksiyon,10.8 saniye,205 km/s,250 nm,120 BG,,,Almanya,Passat Sedan,Binek,Business,Sedan,2020,İçten Yanmalı (Standart),2014 tl/yıl,D,Passat,Dizel,https://www.epey.com/araba/2020-volkswagen-passat-1-6-tdi-120-ps-dsg-business.html,,,,,,,109 g/km,4.2 lt,59 lt,,3.9 lt,4.6 lt,,,5 yıldız,2020 Volkswagen Passat 1.6 TDI 120 PS DSG Business NCAP/ANCAP Web Sayfası,2014,Var,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DSG (Yarı Otm.)
1500 kg,11.70 mt.,1832 mm,4775 mm,1442 mm,,586 lt,,2020 Volkswagen Passat 1.6 TDI 120 PS DSG Elegance,,,,,,2020 Volkswagen Passat 1.6 TDI 120 PS DSG Elegance Test Sürüşü Talep Sayfası,2020 Volkswagen Passat 1.6 TDI 120 PS DSG Elegance Ürün Kataloğu,"2 Yıl Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Volkswagen Çağrı24 0212 335 0404
Volkswagen Çağrı24 0800 211 0870",Var,,,,,Turbo,,4,1598 cc,Common Rail Direkt Enjeksiyon,10.8 saniye,205 km/s,250 nm,120 BG,,,Almanya,Passat Sedan,Binek,Elegance,Sedan,2020,İçten Yanmalı (Standart),2014 tl/yıl,D,Passat,Dizel,https://www.epey.com/araba/2020-volkswagen-passat-1-6-tdi-120-ps-dsg-elegance.html,,,,,,,109 g/km,4.2 lt,59 lt,,3.9 lt,4.6 lt,,,5 yıldız,2020 Volkswagen Passat 1.6 TDI 120 PS DSG Elegance NCAP/ANCAP Web Sayfası,2014,Var,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DSG (Yarı Otm.)
1500 kg,11.70 mt.,1832 mm,4775 mm,1442 mm,,586 lt,,2020 Volkswagen Passat 1.6 TDI 120 PS DSG Impression,,,,,,2020 Volkswagen Passat 1.6 TDI 120 PS DSG Impression Test Sürüşü Talep Sayfası,2020 Volkswagen Passat 1.6 TDI 120 PS DSG Impression Ürün Kataloğu,"2 Yıl Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Volkswagen Çağrı24 0212 335 0404
Volkswagen Çağrı24 0800 211 0870",Var,,,,,Turbo,,4,1598 cc,Common Rail Direkt Enjeksiyon,10.8 saniye,205 km/s,250 nm,120 BG,,,Almanya,Passat Sedan,Binek,Impression,Sedan,2020,İçten Yanmalı (Standart),2014 tl/yıl,D,Passat,Dizel,https://www.epey.com/araba/2020-volkswagen-passat-1-6-tdi-120-ps-dsg-impression.html,,,,,,,109 g/km,4.2 lt,59 lt,,3.9 lt,4.6 lt,,,5 yıldız,2020 Volkswagen Passat 1.6 TDI 120 PS DSG Impression NCAP/ANCAP Web Sayfası,2014,Var,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DSG (Yarı Otm.)
1550 kg,11.70 mt.,1832 mm,4775 mm,1442 mm,,586 lt,,2020 Volkswagen Passat 2.0 TDI 150 PS DSG Business,,,,,,2020 Volkswagen Passat 2.0 TDI 150 PS DSG Business Test Sürüşü Talep Sayfası,2020 Volkswagen Passat 2.0 TDI 150 PS DSG Business Ürün Kataloğu,"2 Yıl Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Volkswagen Çağrı24 0212 335 0404
Volkswagen Çağrı24 0800 211 0870",Var,,,,,Turbo,,4,1968 cc,Common Rail Direkt Enjeksiyon,8.7 saniye,220 km/s,340 nm,150 BG,,,Almanya,Passat Sedan,Binek,Business,Sedan,2020,İçten Yanmalı (Standart),5603 tl/yıl,D,Passat,Dizel,https://www.epey.com/araba/2020-volkswagen-passat-2-0-tdi-150-ps-dsg-business.html,,,,,,,109 g/km,4.1 lt,59 lt,,3.9 lt,4.6 lt,,,5 yıldız,2020 Volkswagen Passat 2.0 TDI 150 PS DSG Business NCAP/ANCAP Web Sayfası,2014,Var,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DSG (Yarı Otm.)
1550 kg,11.70 mt.,1832 mm,4775 mm,1442 mm,,586 lt,,2020 Volkswagen Passat 2.0 TDI 150 PS DSG Elegance,,,,,,2020 Volkswagen Passat 2.0 TDI 150 PS DSG Elegance Test Sürüşü Talep Sayfası,2020 Volkswagen Passat 2.0 TDI 150 PS DSG Elegance Ürün Kataloğu,"2 Yıl Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Volkswagen Çağrı24 0212 335 0404
Volkswagen Çağrı24 0800 211 0870",Var,,,,,Turbo,,4,1968 cc,Common Rail Direkt Enjeksiyon,8.7 saniye,220 km/s,340 nm,150 BG,,,Almanya,Passat Sedan,Binek,Elegance,Sedan,2020,İçten Yanmalı (Standart),5603 tl/yıl,D,Passat,Dizel,https://www.epey.com/araba/2020-volkswagen-passat-2-0-tdi-150-ps-dsg-elegance.html,,,,,,,109 g/km,4.1 lt,59 lt,,3.9 lt,4.6 lt,,,5 yıldız,2020 Volkswagen Passat 2.0 TDI 150 PS DSG Elegance NCAP/ANCAP Web Sayfası,2014,Var,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DSG (Yarı Otm.)
1730 kg,11.70 mt.,1832 mm,4775 mm,1442 mm,,586 lt,,2020 Volkswagen Passat 2.0 TDI 240 PS 4M DSG Elegance (4x4),,,,,,2020 Volkswagen Passat 2.0 TDI 240 PS 4M DSG Elegance (4x4) Test Sürüşü Talep Sayfası,2020 Volkswagen Passat 2.0 TDI 240 PS 4M DSG Elegance (4x4) Ürün Kataloğu,"2 Yıl Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Volkswagen Çağrı24 0212 335 0404
Volkswagen Çağrı24 0800 211 0870",Var,,,,,Turbo,,4,1968 cc,Common Rail Direkt Enjeksiyon,6.1 saniye,247 km/s,500 nm,240 BG,,,Almanya,Passat Sedan,Binek,Elegance,Sedan,2020,İçten Yanmalı (Standart),5603 tl/yıl,D,Passat,Dizel,https://www.epey.com/araba/2020-volkswagen-passat-2-0-tdi-240-ps-4m-dsg-elegance-4x4.html,,,,,,,150 g/km,5.7 lt,66 lt,,5.1 lt,6.8 lt,,,5 yıldız,2020 Volkswagen Passat 2.0 TDI 240 PS 4M DSG Elegance (4x4) NCAP/ANCAP Web Sayfası,2014,Var,,,,,,,,4x4 Çekişli,,,,,7 ileri,Otomatik,DSG (Yarı Otm.)
1050 kg,10.60 mt.,1751 mm,4053 mm,1446 mm,,351 lt,,2020 Volkswagen Polo 1.0 80 PS Trendline,,,,,,2020 Volkswagen Polo 1.0 80 PS Trendline Test Sürüşü Talep Sayfası,2020 Volkswagen Polo 1.0 80 PS Trendline Ürün Kataloğu,2 Yıl Sınırsız Km Mekanik,"Volkswagen Çağrı24 0212 335 0404
Volkswagen Çağrı24 0800 211 0870",Var,,,,,Atmosferik,,3,999 cc,Çok Noktadan Enjeksiyon,15.4 saniye,171 km/s,95 nm,80 BG,,,Almanya,,Binek,Trendline,Hatchback,2020,İçten Yanmalı (Standart),1156 tl/yıl,B,Polo,Benzin,https://www.epey.com/araba/2020-volkswagen-polo-1-0-80-ps-trendline.html,,,,,,,110 g/km,4.8 lt,40 lt,Euro 6,4.1 lt,6.1 lt,,,5 yıldız,2020 Volkswagen Polo 1.0 80 PS Trendline NCAP/ANCAP Web Sayfası,2017,Var,,,,,,,,Önden Çekişli,,,,,5 ileri,Manuel,
1145 kg,10.60 mt.,1751 mm,4053 mm,1446 mm,,351 lt,,2020 Volkswagen Polo 1.0 TSI 95 PS Comfortline,,,,,,2020 Volkswagen Polo 1.0 TSI 95 PS Comfortline Test Sürüşü Talep Sayfası,2020 Volkswagen Polo 1.0 TSI 95 PS Comfortline Ürün Kataloğu,2 Yıl Sınırsız Km Mekanik,"Volkswagen Çağrı24 0212 335 0404
Volkswagen Çağrı24 0800 211 0870",Var,,,,,Turbo,,3,999 cc,Çok Noktadan Enjeksiyon,10.8 saniye,187 km/s,175 nm,95 BG,,,Almanya,,Binek,Comfortline,Hatchback,2020,İçten Yanmalı (Standart),1156 tl/yıl,B,Polo,Benzin,https://www.epey.com/araba/2020-volkswagen-polo-1-0-tsi-95-ps-comfortline.html,,,,,,,103 g/km,4.5 lt,40 lt,,3.9 lt,5.6 lt,,,5 yıldız,2020 Volkswagen Polo 1.0 TSI 95 PS Comfortline NCAP/ANCAP Web Sayfası,2017,Var,,,,,,,,Önden Çekişli,,,,,5 ileri,Manuel,
